Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Wet Area Walls,,,,,,,,
,Scope,,,Site QA,Wet Area Walls,,,
,Rows,,,,,,,
,,Level 1,grouping,Level 1,,,,
,,L01.01 - Bathroom,,Site QA,Level 1,L01.01,Bathroom,Wet Area Walls
,,L01.01 - Ensuite,,Site QA,Level 1,L01.01,Ensuite,Wet Area Walls
,,L01.01 - Laundry,,Site QA,Level 1,L01.01,Laundry,Wet Area Walls
,,L01.02 - Bathroom,,Site QA,Level 1,L01.02,Bathroom,Wet Area Walls
,,L01.02 - Ensuite,,Site QA,Level 1,L01.02,Ensuite,Wet Area Walls
,,L01.02 - Laundry,,Site QA,Level 1,L01.02,Laundry,Wet Area Walls
,,L01.03 - Bathroom,,Site QA,Level 1,L01.03,Bathroom,Wet Area Walls
,,L01.03 - Ensuite,,Site QA,Level 1,L01.03,Ensuite,Wet Area Walls
,,L01.03 - Laundry,,Site QA,Level 1,L01.03,Laundry,Wet Area Walls
,,Level 2,grouping,Level 2,,,,
,,L02.01 - Ensuite 01,,Site QA,Level 2,L02.01,Ensuite 01,Wet Area Walls
,,L02.01 - Ensuite 02,,Site QA,Level 2,L02.01,Ensuite 02,Wet Area Walls
,,L02.01 - Laundry,,Site QA,Level 2,L02.01,Laundry,Wet Area Walls
,,L02.02 - Bathroom,,Site QA,Level 2,L02.02,Bathroom,Wet Area Walls
,,L02.02 - Ensuite,,Site QA,Level 2,L02.02,Ensuite,Wet Area Walls
,,L02.02 - Laundry,,Site QA,Level 2,L02.02,Laundry,Wet Area Walls
,,L02.03 - Bathroom,,Site QA,Level 2,L02.03,Bathroom,Wet Area Walls
,,L02.03 - Ensuite,,Site QA,Level 2,L02.03,Ensuite,Wet Area Walls
,,L02.03 - Laundry,,Site QA,Level 2,L02.03,Laundry,Wet Area Walls
,,L02.04 - Bathroom,,Site QA,Level 2,L02.04,Bathroom,Wet Area Walls
,,L02.04 - Ensuite,,Site QA,Level 2,L02.04,Ensuite,Wet Area Walls
,,L02.04 - Laundry,,Site QA,Level 2,L02.04,Laundry,Wet Area Walls
,,Level 3,grouping,Level 3,,,,
,,L3.01 - Bathroom,,Site QA,Level 3,L3.01,Bathroom,Wet Area Walls
,,L3.01 - Ensuite,,Site QA,Level 3,L3.01,Ensuite,Wet Area Walls
,,L3.01 - Laundry,,Site QA,Level 3,L3.01,Laundry,Wet Area Walls
,,L3.02 - Bathroom,,Site QA,Level 3,L3.02,Bathroom,Wet Area Walls
,,L3.02 - Ensuite,,Site QA,Level 3,L3.02,Ensuite,Wet Area Walls
,,L3.02 - Laundry,,Site QA,Level 3,L3.02,Laundry,Wet Area Walls
,,L3.03 - Bathroom,,Site QA,Level 3,L3.03,Bathroom,Wet Area Walls
,,L3.03 - Ensuite,,Site QA,Level 3,L3.03,Ensuite,Wet Area Walls
,,L3.03 - Laundry,,Site QA,Level 3,L3.03,Laundry,Wet Area Walls
,Columns,,,,,,,
,,Confirm if Waterproofing Contractors ITP’s have been received,,Confirm if Waterproofing Contractors ITP’s have been received and confirms substrate is ready to receive tiles.,Wet Area Walls,,,
,,Visual Inspection shows membrane has no signs of surface dmg.,,Visual Inspection shows that membrane has no signs of obvious surface damage.,Wet Area Walls,,,
,,Confirm all wall tiles are trowelled & not spot fixed,,Confirm all wall tiles are trowelled and not spot fixed,Wet Area Walls,,,
,,Check wall tiles are plumb & straight at tiling completion,,Check wall tiles are plumb and straight at tiling completion.,Wet Area Walls,,,
,,,,,,,,
Wet Area Floor,,,,,,,,
,Scope,,,Site QA,Wet Area Floor,,,
,Rows,,,,,,,
,,Level 1,grouping,Level 1,,,,
,,L01.01 - Bathroom,,Site QA,Level 1,L01.01,Bathroom,Wet Area Floor
,,L01.01 - Ensuite,,Site QA,Level 1,L01.01,Ensuite,Wet Area Floor
,,L01.01 - Laundry,,Site QA,Level 1,L01.01,Laundry,Wet Area Floor
,,L01.01 - Wintergarden,,Site QA,Level 1,L01.01,Wintergarden,
,,L01.02 - Bathroom,,Site QA,Level 1,L01.02,Bathroom,Wet Area Floor
,,L01.02 - Ensuite,,Site QA,Level 1,L01.02,Ensuite,Wet Area Floor
,,L01.02 - Laundry,,Site QA,Level 1,L01.02,Laundry,Wet Area Floor
,,L01.02 - Wintergarden,,Site QA,Level 1,L01.02,Wintergarden,
,,L01.03 - Bathroom,,Site QA,Level 1,L01.03,Bathroom,Wet Area Floor
,,L01.03 - Ensuite,,Site QA,Level 1,L01.03,Ensuite,Wet Area Floor
,,L01.03 - Laundry,,Site QA,Level 1,L01.03,Laundry,Wet Area Floor
,,L01.03 - Wintergarden,,Site QA,Level 1,L01.03,Wintergarden,
,,Level 2,grouping,Level 2,,,,
,,L02.01 - Ensuite 01,,Site QA,Level 2,L02.01,Ensuite 01,Wet Area Floor
,,L02.01 - Ensuite 02,,Site QA,Level 2,L02.01,Ensuite 02,Wet Area Floor
,,L02.01 - Laundry,,Site QA,Level 2,L02.01,Laundry,Wet Area Floor
,,L02.01 - Wintergarden,,Site QA,Level 2,L02.01,Wintergarden,
,,L02.02 - Bathroom,,Site QA,Level 2,L02.02,Bathroom,Wet Area Floor
,,L02.02 - Ensuite,,Site QA,Level 2,L02.02,Ensuite,Wet Area Floor
