Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Wet Area Floor,,,,,,,,
,Scope,,,Site QA,Wet Area Floor,,,
,Rows,,,,,,,
,,Ground Floor,grouping,Ground Floor,,,,
,,G.01 - Bathroom,,Site QA,Ground Floor,G.01,Bathroom,Wet Area Floor
,,G.01 - Ensuite,,Site QA,Ground Floor,G.01,Ensuite,Wet Area Floor
,,G.01 - Laundry,,Site QA,Ground Floor,G.01,Laundry,Wet Area Floor
,,G.02 - Bathroom,,Site QA,Ground Floor,G.02,Bathroom,Wet Area Floor
,,G.02 - Ensuite,,Site QA,Ground Floor,G.02,Ensuite,Wet Area Floor
,,G.02 - Laundry,,Site QA,Ground Floor,G.02,Laundry,Wet Area Floor
,,Level 1,grouping,Level 1,,,,
,,1.01 - Bathroom,,Site QA,Level 1,1.01,Bathroom,Wet Area Floor
,,1.01 - Ensuite,,Site QA,Level 1,1.01,Ensuite,Wet Area Floor
,,1.01 - Laundry,,Site QA,Level 1,1.01,Laundry,Wet Area Floor
,,1.02 - Bathroom,,Site QA,Level 1,1.02,Bathroom,Wet Area Floor
,,1.02 - Ensuite,,Site QA,Level 1,1.02,Ensuite,Wet Area Floor
,,1.02 - Laundry,,Site QA,Level 1,1.02,Laundry,Wet Area Floor
,,1.03 - Bathroom,,Site QA,Level 1,1.03,Bathroom,Wet Area Floor
,,1.03 - Ensuite,,Site QA,Level 1,1.03,Ensuite,Wet Area Floor
,,1.03 - Laundry,,Site QA,Level 1,1.03,Laundry,Wet Area Floor
,,1.04 - Bathroom,,Site QA,Level 1,1.04,Bathroom,Wet Area Floor
,,1.04 - Ensuite,,Site QA,Level 1,1.04,Ensuite,Wet Area Floor
,,1.04 - Laundry,,Site QA,Level 1,1.04,Laundry,Wet Area Floor
,,Level 2,grouping,Level 2,,,,
,,2.01 - Bathroom,,Site QA,Level 2,2.01,Bathroom,Wet Area Floor
,,2.01 - Ensuite,,Site QA,Level 2,2.01,Ensuite,Wet Area Floor
,,2.01 - Laundry,,Site QA,Level 2,2.01,Laundry,Wet Area Floor
,,2.02 - Bathroom,,Site QA,Level 2,2.02,Bathroom,Wet Area Floor
,,2.02 - Ensuite,,Site QA,Level 2,2.02,Ensuite,Wet Area Floor
,,2.02 - Laundry,,Site QA,Level 2,2.02,Laundry,Wet Area Floor
,,2.03 - Bathroom,,Site QA,Level 2,2.03,Bathroom,Wet Area Floor
,,2.03 - Ensuite,,Site QA,Level 2,2.03,Ensuite,Wet Area Floor
,,2.03 - Laundry,,Site QA,Level 2,2.03,Laundry,Wet Area Floor
