"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b6824ccc-8308-4895-9688-a83c1013af3c","","work-in-progress","","folder","TRUE","FALSE","Site QA Beams"
"c8b36eb1-ba63-478f-81af-9bc4620deee7","","not-started","Preliminary Activities and Materials Approval","checklist","FALSE","FALSE","Site QA Beams","Prelim Activities"
"81fd4405-8281-54b5-8159-a156a3b70395","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)"
"6cb45388-89ed-5f24-9623-c4d37d30f9b6","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Compliance to AS/NZ ISO 9001:2015"
"3b8d2cd1-d43f-5151-9e72-e12356492009","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","HSE Management Plan"
"75b8d870-eeb1-5234-9ded-138e68e91635","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Permacast Project Quality Management Plan"
"0c0232d1-7d7b-5c23-931b-9a368e915dc0","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Inspection & Test Plan"
"6bcd876b-d403-50c4-920c-f4911670e94b","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","MDR Index"
"4a254971-b5f0-590e-b145-6d6ba89f06b1","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Work Method Statement (WMS) - Prestress"
"d5cfc781-7876-5cf2-889e-93addf4fef54","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Work Method Statement (WMS) - Curing"
"73821b40-cf4a-5104-b9fb-765e13a7b19c","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Concrete Repair Methodology"
"32e2b9a3-0277-5bff-895c-f9be5f7727af","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Shop Drawings"
"f3b5751f-bdb0-554b-a6e1-a5cb6c86184d","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","All Technical Query Forms (TQs) Reviewed and Approved for Works"
"3f5fb81a-f94a-5e99-9dbb-b56c6c89ecf4","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Concrete"
"23c3d8a6-8d29-5c78-af42-27112ee9937d","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Concrete","S50 Concrete Mix Design Approved by Client"
"bc1c0631-b861-5d1a-93de-2bbdd10da73d","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Concrete","S50 Concrete Mix Design Approved by Client"
"e3a74ba5-6010-549c-acad-86e914dcd8aa","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Steel Reinforcement"
"958afb9d-e72b-5f00-8236-4ff3b73fdacc","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Steel Reinforcement","Inspection of Delivery to Confirm Compliance with Order and Drawings"
"a1e1b54c-595f-5534-90c8-254c7a2f2559","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Steel Reinforcement","Cut Bar Length Tolerance +0mm -10mm, Bends in Plane, Correct Cog Lengths etc."
"62401804-a888-5aa3-8cbe-c58307fed7c5","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Prestressing Tendons"
"a9272c12-f80e-5a1e-89a5-b94cfeeb6026","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Prestressing Tendons","Inspection of Delivery to Confirm Compliance with Order and Drawings"
"9eccaef6-55a2-5f11-bf03-c87e2dd7b6ee","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Prestressing Tendons","Ensure that all Coil Numbers are recorded"
"cd35d13e-7fab-5751-bc4f-771d729155c6","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Prestressing Tendons","Stressing Calculations Submitted and Approved by Client for Works"
"7b5ce267-9302-5fb5-a082-d4416b6274f7","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Prestressing Tendons","Stressing Jack Calibration Certificates"
"42f01dca-7297-5a16-bddd-566c6f1f3930","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Lifting Anchors"
"4470a38c-7b4e-53b5-8066-e7ee84065f13","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Lifting Anchors","Lifting Design Approved by Client"
"4633ce5b-fdef-5b92-98e4-92a70abaeb6a","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Lifting Anchors","Lifting Devices Approved by Client"
"0018eaa6-b1c4-55ba-abc5-483af475ced6","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Lifting Anchors","Inspection of Delivery for Completeness and Quality"
"ff03b59b-8c8d-55e0-a9a5-d56fbab7471e","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Cast-in Items and Ferrules"
"d46e249a-4973-527f-b523-7ef4d3bcbd01","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Cast-in Items and Ferrules","All Cast in Materials Approved"
"6c9a801a-8653-593d-b72e-8dcf44683b00","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Cast-in Items and Ferrules","Inspection of Delivery for Completeness and Quality"
"48b5493b-cd8e-445d-8198-fea31a94d686","","work-in-progress","","folder","TRUE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff"
"e8da1182-f13a-4580-a0db-6ecadb6f6d3a","","work-in-progress","Precast Beams","checklist","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test"
"21ef7cc0-f4fd-5f34-9b99-fd58ba86a3ce","","work-in-progress","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist"
"d9887810-005c-5674-86b7-0b8e52e0908b","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Pre-Pour Checklist completed"
"3b59d600-e60b-5a69-9d4b-7bd40259d32b","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Shop Drawings approved for Works"
"f47ebe0f-5baa-5e2d-92fb-e2ece7712178","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Mould Dimensions are within Shop Drawings Tolerance"
"d0789b15-f09b-5ff0-9e50-7f3368dc0799","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Mould Surface Checked"
"0abe711b-94ce-5d0f-b924-fdffea44fb21","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Reinforcement in Accordance with Drawings"
"6743c666-e047-5c97-bbb5-712427ebaa1d","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Cover maintained and within tolerance"
"c2fba0a9-9e93-585f-b686-fa609135baca","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","All Cast-in Items are installed in accordance with Drawings"
"c088a3ec-9dc3-5db8-8168-7cac28f4d7fc","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Prestressing Strands"
"2d7645f5-5b74-5860-b555-0754111a6667","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","All Temperature Loggers are installed as per Approved WMS"
"d5ecc32e-b7cc-5940-a659-1a9a78934bcd","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Ensure All temperature Loggers are Working (Check App)"
"f4cd3b0a-289e-514f-b420-6cfd8704053c","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Prepare Stressing Records and Submit to Client for Review"
"221dd947-d56e-5588-a4aa-99b0c2d86426","","not-started","","signoff","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","(HOLD POINT FOR CLIENT TO SIGN OFF)"
"17642a74-66a8-5679-95c3-d85600dc0f30","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","QA Engineer Check Completed by"
"a309749c-38d5-5a7b-b8d1-51fe4dc9edee","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist","Client Inspector (if present)"
"9f5a65f8-1511-58ff-96dd-7090eb0c6810","","not-started","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Supervisor Release"
"84858f58-6dd8-5c1d-9f4b-ced3a88a57b1","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Supervisor Release","Supervisor Release to Engineering Team"
"3c0ca8b2-8414-59e1-b318-3b69859078c1","","not-started","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist"
"89f38120-ebcd-565b-890e-b849afd16a91","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Casting Information"
"17cdbf37-cc37-5f0e-bf0a-920ee8f08628","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Concrete Delivery Dockets"
"7aa5a09b-a60c-5809-ac1b-174c44e7b2bb","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Total Concrete Volume"
"488be08d-5903-5c30-aa72-cb39054d110a","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Mix Design Verified (BH1445 - S50 or WS504MC09 - S50)"
"4eafa616-6ce2-53fd-a609-71057f3562b3","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Ambient Temperature within Limits"
"e98e71e8-f2d1-5768-a6b3-c7e59bea8f2c","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Concrete Temperature"
"a081b094-40db-54c4-9e78-5a367f75032a","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Slump within Allowable Tolerance"
"8b6419af-839c-5c7f-81e1-ab344e61f482","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Truck Tested for strength"
"4f3296de-6379-5ad3-ba67-a6b20894a07d","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Time Lag Between Trucks (< 20min)"
"380d7d03-5dad-55b4-934e-802d3edfafae","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Concrete Placed within 90min from Batching Plant"
"30b06173-5e1e-582d-988a-6b54bd70f4c6","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","No Free Fall During Pour (< 2m)"
"2bcf4660-c5a1-527b-b257-9922fa1b0edd","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Required Finish Applied as per Drawings"
"4d1d517a-827c-5e77-808a-3d6f8c168741","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Concrete Covered Overnight"
"ad9ef092-ca36-5f21-ba92-933848cfc489","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Casting Checklist","Cylinders Stored next to Bed"
"d0bdab5c-5c9e-52eb-a4c5-8294646e366e","","not-started","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist"
