Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Main Building,dynamic,Main Building,
,,Rest Home 1,dynamic,Rest Home 1,
,,Rest Home 2,dynamic,Rest Home 2,
,,Apartments 21-37 - Elevations + Decks,dynamic,Apartments 21-37 - Elevations + Decks,
,,TOWNHOUSES,dynamic,TOWNHOUSES,
,,Townhouses 1-7,dynamic,Townhouses 1-7,Townhouses
,,Townhouses 8-12a ,dynamic,Townhouses 8-12a ,Townhouses
,,Townhouses 14-20,dynamic,Townhouses 14-20,Townhouses
,,Townhouses 42-46 & 56 + 57,dynamic,Townhouses 42-46 & 56 + 57,Townhouses
,,Townhouses 47-55,dynamic,Townhouses 47-55,Townhouses
,,Townhouses 58-63,dynamic,Townhouses 58-63,Townhouses
,,Townhouses 64-68,dynamic,Townhouses 64-68,Townhouses
,,Townhouses 38-41,dynamic,Townhouses 38-41,Townhouses
,Columns,,,,
,,Exterior Inspections - Common Areas,,Exterior Inspections - Common Areas,
,,Plaster Finish - Is the Plaster clean?,,Is the Plaster clean,
,,Plaster Finish - Are there any cracks to the Plaster?,,Are there any cracks to the Plaster,
,,Plaster Finish - Is there any separation to Soffits or Windows Jamb lines?,,Is there any separation to Soffits or Windows Jamb lines,
,,Plaster Finish - Paint Condition?,,Paint Condition,
,,"Plaster Finish - Gutter, fascia, and Fascia Faces Clean?",,"Gutter, fascia, and Fascia Faces Clean",
