Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Panel QA,,
,Rows,,,,,
,,Building 9 - Panels,dynamic,Panel QA,Building 9,Panels
,,Building 9 - Stairs,dynamic,Panel QA,Building 9,Stairs
,Columns,,,,,
,,Precast Element Details,,Precast Element Details,,
,,Formwork Set Up Checks,,Formwork Set Up Checks,,
,,Prepour Checks ,,Prepour Checks ,,
,,Demould Inspection,,Demould Inspection,,
,,Loading Out,,Loading Out,,
,,"Test Results, Certificates and Documentation",,"Test Results, Certificates and Documentation",,
,,,,,,
Detailed Progress,,,,,,
,Scope,,,Panel QA,,
,Rows,,,,,
,,Building 9 - Panels,dynamic,Panel QA,Building 9,Panels
,,Building 9 - Stairs,dynamic,Panel QA,Building 9,Stairs
,Columns,,,,,
,,Concrete Details Complete,,Concrete Details Complete,Precast Element Details,
,,Concrete Volume,Concrete Volume,Concrete Details Complete,Precast Element Details,
,,Concrete Strength,Concrete Strength,Concrete Details Complete,Precast Element Details,
,,Enter Drawing Revision Number,Enter Drawing Revision Number,Concrete Details Complete,Precast Element Details,
,,Cast Date,Cast Date,Concrete Details Complete,Precast Element Details,
,,Admixture Required,Admixture Required,Concrete Details Complete,Precast Element Details,
,,Length/Width/Thickness/Cutouts/Diagonals,,Length/Width/Thickness/Cutouts/Diagonals,Formwork Set Up Checks,
,,Edge Details & Rebates,,Edge Details & Rebates,Formwork Set Up Checks,
,,Formwork Set Up Checks - Inserts on MF,,"Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)",Formwork Set Up Checks,
,,MF roughening's ,,MF roughening's ,Formwork Set Up Checks,
,,Sides Straight & Magnets Fastened,,Sides Straight & Magnets Fastened,Formwork Set Up Checks,
,,Mould Face Clean,,Mould Face Clean,Formwork Set Up Checks,
,,Mould Cleaned & Oiled,,Mould Cleaned & Oiled,Prepour Checks ,
,,Reinforcing details checked/highlighted,,"Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)",Prepour Checks ,
,,"Check covers on all sides, MF & TF",,"Check covers on all sides, MF and TF",Prepour Checks ,
,,Sufficient cover to rebates around openings/weatherproofing,,There is sufficient cover to rebates around openings or weatherproofing details ,Prepour Checks ,
,,"Starters (Size, Grade, Setout & Length)",,"Starters (Size, Grade, Setout and Length)",Prepour Checks ,
,,Prepour Checks - Inserts on TF,,"Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)",Prepour Checks ,
,,Lifters,,Lifters,Prepour Checks ,
,,Tie wire Trimmed,,Tie wire Trimmed,Prepour Checks ,
,,Panel fully clean,,Panel fully clean,Prepour Checks ,
,,Drossbach Measured & photo taken,,Drossbach Measured and photo taken,Prepour Checks ,
,,General Photos Attached,,General Photos Attached,Prepour Checks ,
,,Shop Drawing Checked Off,,Shop Drawing Checked Off (attach photo),Prepour Checks ,
,,Demould Inspection complete ,,Demould Inspection complete ,Demould Inspection,
,,Photo take of Panel on Truck,,Photo take of Panel on Truck,Loading Out,
,,No remedial work required on site,,No remedial work required on site,Loading Out,
,,Upload reinforcing detail sheets,,Upload reinforcing detail sheets,"Test Results, Certificates and Documentation",
,,Concrete Docket Attached,,Concrete Docket Attached,"Test Results, Certificates and Documentation",
,,Upload Concrete test results,,Upload Concrete test results,"Test Results, Certificates and Documentation",
,,Upload Photo of Reinforcing Cast # Tracking,,Upload Photo of Reinforcing Cast # Tracking,"Test Results, Certificates and Documentation",
,,Upload Lift Designs,,Upload Lift Designs,"Test Results, Certificates and Documentation",
