type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,"DOT36563 ITP - Safety Barrier Installation, NDD and Service Location",itp,,,,,"DOT36563 ITP - Safety Barrier Installation, NDD and Service Location Rev1",
section,1 - Preliminary Works,,,,,,,
checkpoint,1.1 - Obtain up to date Dial Before You Dig (DBYD) Information,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,
label,ACCEPTANCE CRITERIA: All current DBYD information received prior to commencement of works,,,,,,,
label,REFERENCE DOCUMENTS: 100.5(1),,,,,,,
label,RECORD OF CONFORMITY: This ITP signed + documentation received,,,,,,,
label,HP*,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Obtain necessary approvals and permits from the relevant service authorities,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,
label,ACCEPTANCE CRITERIA: All current permits approved and issued prior to commencement of works,,,,,,,
label,REFERENCE DOCUMENTS: 100.5(1),,,,,,,
label,RECORD OF CONFORMITY: This ITP signed + Permits issued,,,,,,,
label,HP*,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Receival and activation of authorised Memorandum of Authorisation (MOA),,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,
label,ACCEPTANCE CRITERIA: The Contractor shall not commence work until the relevant authorised MOA has been received and activated,,,,,,,
label,REFERENCE DOCUMENTS: 100.6,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed + Authorised MOA's received,,,,,,,
label,HP*,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,"1.4 - Submission of relevant PMP Documentation, insurances etc.",,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,
label,"ACCEPTANCE CRITERIA: All PMP documentation submitted to DTP 14 days prior to commencement of works. This includes QMP, EMP, IERP, TMP, HSMP, SWMS",,,,,,,
label,REFERENCE DOCUMENTS: 160.C1,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,HP*,,,,,,,
label,RESPONSIBILITY: Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.5 - Submission of overall works procedure,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,
label,"ACCEPTANCE CRITERIA: Works procedures for GPP process, NDD, Service Location and TreeTrimming/Removal to be submitted to DTP 14 days prior to commencement of works",,,,,,,
label,REFERENCE DOCUMENTS: Fulton Hogan works procedures,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,"RESPONSIBILITY: Site Engineer, Project Manager",,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.6 - Submission of Contractors representatives,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,
label,ACCEPTANCE CRITERIA: List of contractor representatives submitted to DTP,,,,,,,
label,REFERENCE DOCUMENTS: 160.C6,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,HP,,,,,,,
label,"RESPONSIBILITY: Project Manager, Superintendent",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.7 - Review of Traffic Management Plan,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,
label,ACCEPTANCE CRITERIA: The Traffic Management Plan shall not be implemented as a Traffic Guidance Scheme until the Superintendent has completed the review of the final Traffic Management Plan and released this Hold Point,,,,,,,
label,REFERENCE DOCUMENTS: 166.08,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,HP,,,,,,,
label,RESPONSIBILITY: Superintendent,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.8 - Road Safety Audit,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,
label,ACCEPTANCE CRITERIA: First batch of MOA's and TGS's submitted for approval to be audited by an external auditor.,,,,,,,
label,"REFERENCE DOCUMENTS: 100.1, 100.6, 100.7",,,,,,,
label,RECORD OF CONFORMITY: This ITP signed + RSA report received,,,,,,,
label,HP,,,,,,,
label,"RESPONSIBILITY: Project Manager, Site Engineer, Superintendent",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.9 - Condition of Site,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,
label,ACCEPTANCE CRITERIA: Undertake precondition inspection of site prior to works commencing,,,,,,,
label,REFERENCE DOCUMENTS: MP4 / video file for records,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,HP*,,,,,,,
label,"RESPONSIBILITY: Site Engineer, Project Manager, Foreman",,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.10 - Sign removal and installation,,,,,,,
label,FREQUENCY: Prior to removal of signs,,,,,,,
label,ACCEPTANCE CRITERIA: The required positions of all posts and signs shall be as directed by the Superintendent who shall confirm the positions before the erection of posts commences.,,,,,,,
label,REFERENCE DOCUMENTS: 714.06,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,HP,,,,,,,
label,"RESPONSIBILITY: Site Engineer, Foreman, Superintendent",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,2 - NDD and Service Location,,,,,,,
checkpoint,2.1 - Service Location and marking,,,,,,,
label,"FREQUENCY: Prior to excavation, stripping, clearing/grubbing, ground penetration",,,,,,,
label,"ACCEPTANCE CRITERIA: All underground services must be located by a suitably qualified service locator. Where denoted NDD in the drawings, services must be visually inspected",,,,,,,
label,"REFERENCE DOCUMENTS: 100.12, 100.5(2) Drawings",,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,HP*,,,,,,,
label,"RESPONSIBILITY: Site Engineer, Foreman, GPP, Subcontractor",,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.2 - NDD Works / service locating,,,,,,,
label,FREQUENCY: Prior to barrier installation,,,,,,,
label,ACCEPTANCE CRITERIA: NDD locations confirmed within 10 working days from submission of prior to completion of Non Destructive Digging (NDD) works,,,,,,,
label,REFERENCE DOCUMENTS: 100.5(3),,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,HP*,,,,,,,
label,"RESPONSIBILITY: Site Engineer, Foreman, GPP",,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.3 - Approval of NDD information,,,,,,,
label,FREQUENCY: Prior to barrier installation,,,,,,,
label,ACCEPTANCE CRITERIA: NDD information supplied to DTP a minimum of 14 days prior to any works commencing on any safety barrier run.,,,,,,,
label,REFERENCE DOCUMENTS: 100.5,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,HP,,,,,,,
label,"RESPONSIBILITY: GPP, Foreman, Superintendent",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.4 - Refilling of NDD potholing,,,,,,,
label,FREQUENCY: Prior to leaving site for the day,,,,,,,
label,ACCEPTANCE CRITERIA: Potholes refilled with compacted sand the same day,,,,,,,
label,REFERENCE DOCUMENTS: 100.5,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,WP,,,,,,,
