resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,BUILDING B,,,,,,,,
,step,,,,CARPARK (LG),,,,,,,
,step,,,,,CARPARK CORRIDOR,,,,,,
QA - CORRIDOR CHECKLIST,checklist,,,,,,Corridor,,,,,
QA - SPEEDPANEL CHECKLIST,checklist,,,,,,Speedpanel,,,,,
,step,,,,,B.B.01,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,,B.B.02,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,,B.B.03,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,,B.B.04,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,GROUND LEVEL,,,,,,,
,step,,,,,GF CORRIDOR,,,,,,
QA - CORRIDOR CHECKLIST,checklist,,,,,,Corridor,,,,,
QA - SPEEDPANEL CHECKLIST,checklist,,,,,,Speedpanel,,,,,
,step,,,,,B.G.01,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,,B.G.02,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,,B.G.03,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,,B.G.04,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,,B.G.05,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,,B.G.06,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
,step,,,,,B.G.07,,,,,,
QA - APARTMENT CHECKLIST,checklist,,,,,,Apartment,,,,,
QA - EXTERNAL WALL CHECKLIST,checklist,,,,,,External,,,,,
