"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8b3eacfa-211f-4d04-a2d3-b9ce808b8291","","fail","","folder","TRUE","FALSE","Material Inspection "
"b932384f-1614-47b6-a606-3b029b346088","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","PVC Pipes and Caps for NDD "
"c3e1ed9a-5a89-4a45-bd6f-dd75d179dfa8","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP005 - MIN005 - 1050 RCP Delivery 13.11.24"
"03907705-171e-47f7-9c82-f723632fc9c9","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP005 - MIN006 - 1050 RCP Delivery 20.11.24"
"06be7b02-748c-4291-9509-32d21ec82dfa","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP005 - MIN007 - 1050 RCP Delivery 4/12/24"
"6c18d8f9-084c-4093-9550-0f104f275827","","work-in-progress","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","Order Acceptance Certificate - Lot: Deep Base Cans"
"2501f2f0-082a-4d23-be3e-3f70c0146913","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP005 - MIN008 - 1050 RCP Delivery 10/12/24"
"27a51e06-2a82-4338-9aa4-4055e4b2a97a","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP005 - MIN009 - 1050 & 600 RCP Delivery 17/12/24"
"5bd5839f-2ec9-4b1f-9f32-39cbb223501b","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP005 - MIN010 - 600 RCP Delivery 29/01/25"
"74df9123-6a92-45d4-8ea6-af02fdc44547","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP007 - MIN008 - Box Cuvlerts"
"18f7b4f6-dd34-4c5e-8553-0f3287cf9493","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP005 - 600CL4 RCP Delivery 07/03/2025"
"6613c357-5961-4a0b-9559-13e0eba72920","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","Order Acceptance Certificate - Lot: ALER 3 Electrical and Comms Conduits"
"43172fbc-ecdd-413f-8d19-98efcc6b0a6e","","not-started","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","Order Acceptance Certificate - Lot: ALER 3 Conduit Bends & Spacers"
"0d94120e-6c03-41a5-9292-02cb6fda4b48","","work-in-progress","","folder","TRUE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure"
"46d46c53-4b35-484b-8875-71d3ada4b9e6","","pass","FH-ZU2-QU-ITP001 - Demolition of Existing Pavements - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure","FH-ZU2-QU-ITP001-LOT-001 - Stage 1 - Rigid & Flexible Pavement Demolition - TWY Papa"
"e91e11e4-9343-4fb7-a3af-bf3776a5cb72","","pass","FH-ZU2-QU-ITP001 - Demolition of Existing Pavements - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure","FH-ZU2-QU-ITP001-LOT-002 - Stage 2 - TWY Alpha - Rigid and Flexible Pavements"
"2cad2d6f-0601-4f57-a496-7c276a0e571d","","pass","FH-ZU2-QU-ITP001 - Demolition of Existing Pavements - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure","FH-ZU2-QU-ITP001-LOT-003 - Stage 4 - Pre 36 Hour Closure Area"
"ef78b4fe-c8b4-45b9-aa48-aab1fd7d04d0","","pass","FH-ZU2-QU-ITP001 - Demolition of Existing Pavements - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure","FH-ZU2-QU-ITP001-LOT-004 - Stage 4 - 36 Hour Closure 1"
"d372b7ad-8108-47e0-a87e-8881f3696b10","","pass","FH-ZU2-QU-ITP001 - Demolition of Existing Pavements - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure","FH-ZU2-QU-ITP001-LOT-005 - Stage 4 - 36 Hour Closure 2"
"85bdd20e-73d4-4143-9517-5eaf63e2fcc7","","pass","FH-ZU2-QU-ITP001 - Demolition of Existing Pavements - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure","FH-ZU2-QU-ITP001-LOT-006 - Stage 4 - 36 Hour Closure 3"
"487feae5-8fdf-4c6c-bdbc-bec0aa9fd806","","pass","FH-ZU2-QU-ITP001 - Demolition of Existing Pavements - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure","FH-ZU2-QU-ITP001-LOT-007 - 36 Hour Closure 4"
"6ae1c648-a5f2-4ce4-8be4-d3722f216761","","pass","FH-ZU2-QU-ITP001 - Demolition of Existing Pavements - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure","FH-ZU2-QU-ITP001-LOT-008 - Stage 3 - Echo Swing Bay"
"5e2151d9-eb7b-4e25-ad3e-e60a857c88c8","","not-started","FH-ZU2-QU-ITP001 - Demolition of Existing Pavements - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP001 - Demolition of Existing Infrastructure","FH-ZU2-QU-ITP001-LOT-009 - Stage 8"
"517dbdae-4a57-4fa5-a436-eb43033e90c9","","pass","","folder","TRUE","FALSE","FH-ZU2-QU-ITP002 - Site Establishment"
"3c65b554-bef2-45a4-b67d-9030d0812eb1","","pass","FH-ZU2-QU-ITP002 - Site Establishment - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP002 - Site Establishment","FH-ZU2-QU-ITP002-LOT-001 - Gate 3 Compound"
"4cad4351-7671-4dcf-a090-3b5b12e71283","","pass","FH-ZU2-QU-ITP002 - Site Establishment - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP002 - Site Establishment","FH-ZU2-QU-ITP002-LOT-002 - Gate 3 Batch Plant Compound"
"8b68f7b8-8399-4ff7-8658-65dc1fddabd5","","pass","FH-ZU2-QU-ITP002 - Site Establishment - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP002 - Site Establishment","FH-ZU2-QU-ITP002-LOT-003 - Gate 11 Site Compound"
"a9a79fea-1331-42b7-b7c4-dbb5c39d664d","","pass","FH-ZU2-QU-ITP002 - Site Establishment - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP002 - Site Establishment","FH-ZU2-QU-ITP002-LOT-004 - ALER3 Site Compound"
"00346bd0-d239-477b-bfad-64419153457f","","pass","","folder","TRUE","FALSE","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation"
"36e7b7cd-eeb9-4aaa-a65b-0aea259d8b7c","","pass","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation","FH-ZU2-QU-ITP003-LOT-001 - Stage 1"
"6f7e7df3-affc-4011-bf98-4482d19a68bc","","pass","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation","FH-ZU2-QU-ITP003-LOT-002 - Stage 3 East"
"fc0088f0-570f-470e-ab92-f627c89351ff","","pass","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation","FH-ZU2-QU-ITP003-LOT-003 - IWDI"
"5fc1f6ea-6984-4789-a13a-a4febd228ebf","","pass","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation","FH-ZU2-QU-ITP003-LOT-004 - Stage 3 West"
"8a93b07e-335b-43ab-9c99-5969d04a2b2c","","pass","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation","FH-ZU2-QU-ITP003-LOT-005 - Stage 2"
"00e8ca95-3e5b-4c2c-81d2-ab8b81538667","","pass","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation","FH-ZU2-QU-ITP003-LOT-006 - Stage 7"
"f0d1d1b0-ad95-42da-a599-edc7566b93e1","","pass","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP003 - Stripping Topsoil and Bulk Excavation","FH-ZU2-QU-ITP003-LOT-007 - ALER 3 Topsoil Stripping & Cut"
"c337db70-3fd2-43ac-bd6d-191421def4ab","","pass","","folder","TRUE","FALSE","FH-ZU2-QU-ITP004 - Select Fill Placement"
"6f4c3213-2c9c-4418-b8ac-3c06da81b861","","pass","FH-ZU2-QU-ITP004 - Select Fill Placement - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP004 - Select Fill Placement","FH-ZU2-QU-ITP004-LOT-001 - Select Fill IWDI Layer 1"
"6c2c7966-81b8-4ebd-88b7-3ebdc8e64a17","","pass","FH-ZU2-QU-ITP004 - Select Fill Placement - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP004 - Select Fill Placement","FH-ZU2-QU-ITP004-LOT-002 - Select Fill IWDI - Layer 2"
"433248dc-068b-49dc-8f42-5245632add71","","pass","FH-ZU2-QU-ITP004 - Select Fill Placement - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP004 - Select Fill Placement","FH-ZU2-QU-ITP004-LOT-003 - Stage 2"
"f7f5af3a-47a1-4667-919d-e30f1340adf8","","work-in-progress","","folder","TRUE","FALSE","FH-ZU2-QU-ITP005 - Stormwater Drainage"
"e1aeb029-6baf-4df8-8e8a-8ebaa376869e","","pass","FH-ZU2-QU-ITP005 - Stormwater Drainage - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP005 - Stormwater Drainage","FH-ZU2-QU-ITP005-LOT-001 - S3 - DR-PI-Z-006"
"394cdefe-d917-46d6-99f9-456ddfd149b6","","pass","FH-ZU2-QU-ITP005 - Stormwater Drainage - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP005 - Stormwater Drainage","FH-ZU2-QU-ITP005-LOT-002 - S3 - DR-PI-Z-008"
"22f69711-18af-4c4f-8acd-4b59885c8ee9","","work-in-progress","FH-ZU2-QU-ITP005 - Stormwater Drainage - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP005 - Stormwater Drainage","FH-ZU2-QU-ITP005-LOT-003 - S7 - DR-PI-Z-000"
"91dd5088-cb32-4288-93bf-5b7e1dabc484","","work-in-progress","FH-ZU2-QU-ITP005 - Stormwater Drainage - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP005 - Stormwater Drainage","FH-ZU2-QU-ITP005-LOT-004 - S7 - DR-PI-Z-001"
"c648d4b5-618a-4fa7-8da5-431b65486014","","pass","FH-ZU2-QU-ITP005 - Stormwater Drainage - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP005 - Stormwater Drainage","FH-ZU2-QU-ITP005-LOT-005 - S3 - DR-PI-Z-007"
"602d7a30-57d7-4fc6-a375-609274649a3d","","work-in-progress","FH-ZU2-QU-ITP005 - Stormwater Drainage - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP005 - Stormwater Drainage","FH-ZU2-QU-ITP005-LOT-006 - S7 - DR-PI-Z-005"
"4c8ef014-94ee-4f40-8dcf-3fef3f1f1cc3","","work-in-progress","FH-ZU2-QU-ITP005 - Stormwater Drainage - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP005 - Stormwater Drainage","FH-ZU2-QU-ITP005-LOT-007 -  S7 - DR-PI-Z-002"
"49c9fcad-5a58-42b2-b857-a98e6116c26e","","work-in-progress","","folder","TRUE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage"
"ce86ebc2-5e0c-4b41-8df1-8d90ba097bf9","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-001 - S1 -  SS-FR-16 - DR-PT-Z-005"
"3b3db7bd-f913-4ec2-950e-93d56a9b6305","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-002 - S1 -  SS-FR-017 - SS-S0-007"
"a0374a00-94cf-412d-955c-041ce1eb1854","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-003 - S1 - FOR087-SS-SO-015"
"d90c4d3d-26a1-4d44-8e91-c1d84c5b92e7","","work-in-progress","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-004 - S9 -  SSC-PI-38, SS-PI-UT-11 & SS-PI-UT-14"
"80e1a151-da3f-40ad-9158-4c21908873ac","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-005 - S3 - SS-FR-018 - SS-SO-008"
"e59ddeed-01d5-4664-9a13-b539cf492a36","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-006 - S3 - SS-FR-030 - SSC-PI-18"
"393b5844-a7a7-4e17-adea-3fa4d6611623","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-007 - S3 -SS-FR-015 - DR-PT-Z-005"
"aa87ef8d-4ec4-4a46-9c66-23c1d9198288","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-008 - S3 - SS-FR-004 - SSC-PI-01"
"cb911231-5913-4bc6-b656-57f72946e721","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-009 - S3 - SS-FR-31 - SS-SO-014"
"b2334a5c-5fca-4e72-bd5c-cb0b0b781feb","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-010 - S3 - SS-FR-013-SS-SO-006"
"e1eccb1e-4135-4bec-aafd-3594231ff389","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-011 - S3 - SS-FR-019-SS-SO-009"
"cf72f702-0000-4c19-9604-d91069c1f885","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-012 - S3 - SS-FR-020-SS-SO-010"
"0430bde9-ae04-4361-a590-d0f2bd55a381","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-013 - S3 - SS-PI-UT-09-SS-SO-025"
"11722715-8621-462b-924d-e1471575cede","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-014 - S3 - SS-PI-UT-05"
"3d5b09b3-63f0-4906-9cff-18adb42b20c8","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-015 - S3-  SS-PI-UT-04"
"a3d51d93-7891-4864-a044-95bb03688fd3","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-016 - S3 - SS-FR-021 - SSC-PI-24"
"b38b9214-7a2e-45c3-a168-616a4ec529ae","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-017 - S3-SS-FR-022-SS-SO-011"
"f6d0d34e-d42f-4b3a-913a-f6f34e95abc0","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-018 - S3 - SS-FR-012  -  SSC-PI-14"
"d5b54185-da38-475f-a4c0-e0453b8246b9","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-019 - S3-SS-FR-011-SS-SO-005"
"0e395feb-80ee-4a89-a38d-fcea1fa7cb15","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-020 - S3 - SS-PI-UT-08"
"97ca2837-b7fe-4d32-b869-1baf8c0abc14","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-021 - S2 - SS-FR-010 - SS-SO-004"
"7a8e6232-c1e6-4277-90dd-140ec3cba5b1","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-022 - S7 - SS-FR-028 - SSC-PI-32"
"4ebff9e7-5003-4a45-848f-24747f1e6c4c","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-023 - S2 - SS-FR-023 - SSC-PI-27"
"842e7910-6b18-4834-921e-80c3bd24320d","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-024 - S2 - SS-PI-28 - SSC-PI-28"
"9b0958a5-439e-48bd-a2ee-4319596d4a0b","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-025 - S7 - SS-FR-027 - SSC-PI-31"
"e12dfb58-a0b1-4edd-85c9-39252bbf3f04","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-026 -S3 - SS-PI-UT-03"
"6e4e82bb-2a4f-4d78-be83-4ace551b822d","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-027-S3-SS-PI-UT-02"
"8e06f87f-31fe-4616-84ec-4ad5fa9cd3a5","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-028 - S3-SS-PI-UT-07"
"bd816e5c-c17e-469b-8205-0ffb655e170a","","pass","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-029 - S2-SS-PI-UT-01"
"79484c21-03a2-49e4-9dbd-ea1de19d6e2d","","work-in-progress","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-030 - S7 - SS-FR-005 - SSC-PI-05"
"66ac343a-3db5-4a83-835c-3de0c5ad79ff","","work-in-progress","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-031 - S7-SS-FR-026-SSC-PI-29"
"eecce45b-3d2d-48df-bdc8-94046357de82","","not-started","FH-ZU2-QU-ITP006 - Subsoil Drainage - Rev 2","checklist","FALSE","FALSE","FH-ZU2-QU-ITP006 - Subsoil Drainage","FH-ZU2-QU-ITP006-LOT-032 - S8-SS-FR-029-SSC-PI-33"
"ea70804f-3742-45d1-8b2c-a20a92304c67","","work-in-progress","","folder","TRUE","FALSE","FH-ZU2-QU-ITP007 - Precast Drainage Structures"
"99a32c14-83be-43b7-b6d3-3c1ccd856a53","","pass","FH-ZU2-QU-ITP007 - Precast Drainage Structures - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP007 - Precast Drainage Structures","FH-ZU2-QU-ITP007-LOT-001 - S3 - DR-PT-Z-005"
"a7932fa4-483d-424e-bcf9-487da283e28a","","pass","FH-ZU2-QU-ITP007 - Precast Drainage Structures - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP007 - Precast Drainage Structures","FH-ZU2-QU-ITP007-LOT-002 - S3 - DR-HW-Z-005 & DR-HW-Z-006"
"6ec790d4-76f1-48ee-acad-d5bdb58e6a6b","","pass","FH-ZU2-QU-ITP007 - Precast Drainage Structures - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP007 - Precast Drainage Structures","FH-ZU2-QU-ITP007-LOT-003 - IWDI - DR-PI-Z-009 (Box Culvert and Headwalls)"
"a33df61a-115a-4048-9df7-3e8bb2044243","","pass","FH-ZU2-QU-ITP007 - Precast Drainage Structures - Rev 1","checklist","FALSE","FALSE","FH-ZU2-QU-ITP007 - Precast Drainage Structures","FH-ZU2-QU-ITP007-LOT-004 - S3 - SS-HW-002"
