Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Weekly Topsoil Removal Checks,,,,,
,Scope,,,,
,Rows,,,,
,,Weekly Topsoil Removal Checks,dynamic,Weekly Topsoil Removal Checks,
,Columns,,,,
,,Considerations for environmental,,Considerations for environmental (document any controls below),
,,All relevant weekly loads of topsoil recorded using load scanner,,All relevant weekly loads of topsoil recorded using load scanner,
,,Total Volume of Topsoil Removed,,Total Volume of Topsoil Removed,
,,Record of loads attached,,Record of loads attached,
,,Site Entrance Road Cleanliness,,Site Entrance Road Cleanliness,
,,Roadsweep Required,,Roadsweep Required,
