"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Project Fern Checklist","",,,851,"Yes","Project Fern Checklist","7c604ca0-3d80-4783-8906-ed98b8c1023b"
"checkpoint-status",,"","checkpoint","Installation Completed"
"checkpoint-status",,"","checkpoint","SubCon QA /Consultant Inspection."
"checkpoint-status",,"","checkpoint","Commissioning"

"checklist-sectioned",,"","checklist","Concrete Pour","",,,0,"Yes","Concrete Pour","d6785ac5-e8b7-4bf2-9f4b-f6c867e7c282"
"checkpoint-group",,"","section","Formwork and Embedded Items"
"checkpoint-status",,"","checkpoint","Latest drawings available, checked and referenced"
"checkpoint-status",,"","checkpoint","Any additional formwork photos and observations"
"checkpoint-status",,"","checkpoint","All formwork elements completed and ready for concrete pour"
"checkpoint-group",,"","section","Reinforcing"
"checkpoint-status",,"","checkpoint","Trades QA received, attached, reviewed and approved"
"checkpoint-status",,"","checkpoint","Size and type correct to specification"
"checkpoint-status",,"","checkpoint","Any additional photos and observations"
"checkpoint-group",,"","section","Pre-Pour Completion (Approval to pour)"
"checkpoint-status",,"","checkpoint","Heights and falls checked before placement"
"checkpoint-status",,"","checkpoint","Engineer Inspection"
"checkpoint-status",,"","checkpoint","General photos and observations of placement attached"
"checkpoint-group",,"","section","Pour / Post-Pour Checks/Sign Off"
"checkpoint-status",,"","checkpoint","Concrete checked on arrival"
"checkpoint-status",,"","checkpoint","Concrete Pour completed"
"checkpoint-status",,"","checkpoint","Pour documentation attached"
"checkpoint-status",,"","checkpoint","Concrete surface to specifications"
"checkpoint-status",,"","checkpoint","Trades QA received, attached, reviewed and approved"

"checklist-sectioned",,"","checklist","Concrete Pour","",,,0,"Yes","Concrete Pour","f979c258-6e86-4873-a775-925bb8c10782"
"checkpoint-group",,"","section","Formwork and Embedded Items"
"checkpoint-status",,"","checkpoint","Latest drawings available, checked and referenced"
"checkpoint-status",,"","checkpoint","Any additional formwork photos and observations"
"checkpoint-status",,"","checkpoint","All formwork elements completed and ready for concrete pour"
"checkpoint-group",,"","section","Reinforcing"
"checkpoint-status",,"","checkpoint","Trades QA received, attached, reviewed and approved"
"checkpoint-status",,"","checkpoint","Size and type correct to specification"
"checkpoint-status",,"","checkpoint","Any additional photos and observations"
"checkpoint-group",,"","section","Pre-Pour Completion (Approval to pour)"
"checkpoint-status",,"","checkpoint","Heights and falls checked before placement"
"checkpoint-status",,"","checkpoint","Engineer Inspection"
"checkpoint-status",,"","checkpoint","General photos and observations of placement attached"
"checkpoint-group",,"","section","Pour / Post-Pour Checks/Sign Off"
"checkpoint-status",,"","checkpoint","Concrete checked on arrival"
"checkpoint-status",,"","checkpoint","Concrete Pour completed"
"checkpoint-status",,"","checkpoint","Pour documentation attached"
"checkpoint-status",,"","checkpoint","Concrete surface to specifications"
"checkpoint-status",,"","checkpoint","Trades QA received, attached, reviewed and approved"
"holdpoint",,"","signoff","Final Pour Sign Off"

