type,name,values,prefix,postfix,usage count,user addable,template name
checklist,SNOC ITP Nith St - Pavement Renewals ITP Rev A,itp,,,,,SNOC ITP Nith St - Pavement Renewals ITP Rev A
section,Construction Planning,,,,,,
checkpoint,1 - Construction Programming,,,,,,
label,VERIFICATION ACTIVITY - Acceptance,,,,,,
label,METHODS OR REFERENCE - Best Practice Contract MMP,,,,,,
label,FREQ. - Prior to construction,,,,,,
label,ACCEPTANCE CRITERIA - Meets client expectations and contractor capability,,,,,,
label,INSPECTORATE W/H: Type - V,,,,,,
label,INSPECTORATE W/H: Description - To be completed by SouthRoads,,,,,,
label,RESPONSIBLE PERSON - Construction Manager,,,,,,
checkpoint,"2 - Source Material QA Checks: Lean Mixed Concrete - Sub-base, Drainage Aggregate, Asphalt - Structural base and wearing surface",,,,,,
label,VERIFICATION ACTIVITY - QA Testing and confirmation of latest results,,,,,,
label,"METHODS OR REFERENCE - IANZ Lab Testing Records, Contract Specification Section 7.3",,,,,,
label,FREQ. - Before supply of each material,,,,,,
label,ACCEPTANCE CRITERIA - Lean Mix Concrete mix design has been approved by Design Engineer. ,,,,,,
label,○ Drainage Aggregate 100% passing 37.5mm sieve with all retained on 19mm sieve,,,,,,
label,○ Asphalt Mix Designs comply with NZTA M10:2020. Asphalt binders comply with NZTA M/1a,,,,,,
label,INSPECTORATE W/H: Type - V,,,,,,
label,"INSPECTORATE W/H: Description - Southern Aggregates Ltd / Central Testing Services to provide results for aggregate, Downer to provide results for AC20 and AC14",,,,,,
label,RESPONSIBLE PERSON - Aggregates & Environment Manager,,,,,,
checkpoint,3 - Renewal Quality Plan (RQP),,,,,,
label,VERIFICATION ACTIVITY - Approval,,,,,,
label,METHODS OR REFERENCE - Contract Specification,,,,,,
label,FREQ. - Prior to construction,,,,,,
label,ACCEPTANCE CRITERIA - Meets contractual requirements,,,,,,
label,INSPECTORATE W/H: Type - H,,,,,,
label,INSPECTORATE W/H: Description - To be approved by contract management and NZTA,,,,,,
label,RESPONSIBLE PERSON - Asset Manager,,,,,,
holdpoint,HOLD POINT,,,,,,
