type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP004C – Asphalt Production (SP1 Patching Mix),itp,,,,Yes,ITP004C – Asphalt Production (SP1 Patching Mix),
section,1. Preliminary Activities,,,,,,,
checkpoint,1.1 - Submission of Production Plan,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - The production plan must demonstrate that the production capacity and the hot storage capacity of the mixing plant is sufficient to supply asphalt to complete the work undertaken within any work period on time.,,,,,,,
label,Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.13.15.1,,,,,,,
label,Inspection / Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Correspondence,,,,,,,
label,HP,,,,,,,
label,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.2 - Checking of Weighting Devices and Certificates,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - The Contractor must supply details of current certification of weighing equipment including belt weighers and weighbridges to the Contract Administrator.,,,,,,,
label,Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.13.15.6,,,,,,,
label,Inspection / Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Correspondence,,,,,,,
label,WP,,,,,,,
label,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant,,,,,,,
label,Checked by: WP released as per DCWC Mgt- GCOR-001444,,,,,,,
checkpoint,1.3 - Calibration of the mixing plant,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - Calibrating all necessary devices and parameters at the mixing plant to achieve the “Job Mix”. Established plants must provide historical records of the asphalt production over the previous one (1) month to verify consistency.,,,,,,,
label,Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.13.15.11,,,,,,,
label,Inspection / Test Method - Verify,,,,,,,
label,"Record of conformity - Historical records of asphalt production, This ITP signed",,,,,,,
label,WP,,,,,,,
label,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant,,,,,,,
label,Checked by: WP released as per DCWC Mgt- GCOR-001444,,,,,,,
checkpoint,1.4 - Aggregate Reference Samples,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - The Reference Samples must be divided into two representative portions, with one being held by the Contractor and the second portion by the Principal’s Design Consultant until completion of the Works.",,,,,,,
label,Minimum quantities for each aggregate fraction:,,,,,,,
label,○ 14mm: 50kg 10mm: 40kg 7mm: 30kg Dust: 20kg,,,,,,,
label,○ Sand: 20kg,,,,,,,
label,"Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.16.2, Table 14-17",,,,,,,
label,Inspection / Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Correspondence,,,,,,,
label,HP,,,,,,,
label,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.5 - Submission and review of mix design,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - Submission and review of a mix design report detailing the mix which meets the requirements of the specification.,,,,,,,
label,Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.11.4,,,,,,,
label,Inspection / Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Correspondence,,,,,,,
label,HP,,,,,,,
label,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant,,,,,,,
label,Checked by: HP released as per DCWC Mgt- GCOR-001429,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.6 - Production Trial,,,,,,,
label,Frequency - Prior to commencing construction trial,,,,,,,
label,Acceptance Criteria - Successful trial of asphalt production with the mixing plant where the asphalt produced shows that the mix complies to the specification requirements.,,,,,,,
label,Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.12.1,,,,,,,
label,Inspection / Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Correspondence,,,,,,,
label,HP,,,,,,,
label,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant,,,,,,,
label,HP released as per DCWC Mgt- GCOR-001429,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.7 - Construction Trial,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - The Contractor must subject all the placing, compaction and finishing equipment and operating and supervisory personnel proposed for use on the Works to a trial using the construction procedures proposed for the Work.",,,,,,,
label,Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.12.3,,,,,,,
label,Inspection / Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Correspondence,,,,,,,
label,HP,,,,,,,
label,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant,,,,,,,
label,Checked by: HP released as per DCWC Mgt- GCOR-001429,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.8 - Production and Construction Trial Report,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - The Contractor must provide the Contract Administrator with a Production and Construction Trial Report detailing the results of both production and construction trials as well as all compliance testing.,,,,,,,
label,Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.12.5,,,,,,,
label,Inspection / Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Correspondence,,,,,,,
label,HP,,,,,,,
label,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant,,,,,,,
label,Checked by: HP released as per DCWC Mgt- GCOR-001429,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.9 - Nomination of Job Mix,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - The Contractor must issue an updated asphalt mix design report with the details of the Job Mixture within 3 working days after completion of the construction trial.,,,,,,,
label,Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.11.6,,,,,,,
label,Inspection / Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Correspondence,,,,,,,
label,HP,,,,,,,
label,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant,,,,,,,
label,Checked by: HP released as per DCWC Mgt- GCOR-001429,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,2. Coarse Aggregates Material Properties – Initial Testing,,,,,,,
checkpoint,2.1 - Particle Density,,,,,,,
label,Frequency - Initial,,,,,,,
label,Acceptance Criteria - Not less than 2300 kg/m3,,,,,,,
label,"Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.5.2, Table 14-1",,,,,,,
label,Inspection / Test Method - AS 1141.6.1,,,,,,,
label,Record of conformity - NATA - accredited test certificate,,,,,,,
label,TP,,,,,,,
label,Responsibility - Laboratory Technician,,,,,,,
checkpoint,2.2 - Water Absorption,,,,,,,
label,Frequency - Initial,,,,,,,
label,Acceptance Criteria - Not more than 2.0%,,,,,,,
label,"Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.5.2, Table 14-1",,,,,,,
label,Inspection / Test Method - AS 1141.6.1,,,,,,,
label,Record of conformity - NATA - accredited test certificate,,,,,,,
label,TP,,,,,,,
label,Responsibility - Laboratory Technician,,,,,,,
checkpoint,2.3 - Material Finer than 0.075mm in Aggregates (by washing),,,,,,,
label,Frequency - Initial,,,,,,,
label,Acceptance Criteria - Not more than 2.0%,,,,,,,
label,"Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.5.2, Table 14-1",,,,,,,
label,Inspection / Test Method - AS1141.11.1,,,,,,,
label,Record of conformity - NATA - accredited test certificate,,,,,,,
label,TP,,,,,,,
label,Responsibility - Laboratory Technician,,,,,,,
checkpoint,2.4 - Particle Shape by Proportional Calliper (using a 3:1 ratio),,,,,,,
label,Frequency - Initial,,,,,,,
label,Acceptance Criteria - Not more than 5.0% of misshapen particles,,,,,,,
label,"Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.5.2, Table 14-1",,,,,,,
label,Inspection / Test Method - AS1141.14,,,,,,,
label,Record of conformity - NATA - accredited test certificate,,,,,,,
label,TP,,,,,,,
label,Responsibility - Laboratory Technician,,,,,,,
checkpoint,2.5 - Flakiness Index (nominal 10 mm and larger aggregate),,,,,,,
label,Frequency - Initial,,,,,,,
label,Acceptance Criteria - Maximum 25%,,,,,,,
label,"Reference Documents - AECOM – MAPMP 2.0 DP1 Spec. Cl 14.5.2, Table 14-1",,,,,,,
