type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,"ITP031 - Blinding, Pile Caps and Slab Footings Rev 3",itp,,,,Yes,"ITP031 - Blinding, Pile Caps and Slab Footings Rev 3",fb9861af-a689-4541-93a0-241e1cc8be4a
section,1.0 General,,,,,,,
checkpoint,1.1 - Material Submission / Approval,,,,,,,
label,Ref docs - AS 3600 235929-000- CV-SP-00007,,,,,,,
label,"Acceptance criteria - Has the mix design to be approved prior to placement. Material properties meet project specification, AS 3600, AS 1379?",,,,,,,
label,○ Do Structural Elements meet: Minimum Concrete strength 40 MPa or as specified in Drawings?,,,,,,,
label,○ Do Non-Structural Elements meet: Minimum Concrete strength 15 MPa or as specified in Drawings?,,,,,,,
label,○ Has Steel Reinforcement schedule provided to MDR for review and approved?,,,,,,,
label,○ Do admixtures shall conform with AS 1478.1 and are permitted if used in accordance with manufacturers instructions?,,,,,,,
label,○ Mixtures containing calcium chloride shall not be used.,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - H,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Mix Design Number, Bar Bending Schedules, Material compliance certificates",,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.2 - Determine lot size,,,,,,,
label,Acceptance criteria -,,,,,,,
text,Lot Size = Each pour section per day (location or m2) or each structural (Pilecap),,,,,,,
label,Key - S,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
checkpoint,1.3 - Permits,,,,,,,
label,"Acceptance criteria - The following are relevant, in place and signed onto:",,,,,,,
label,– Penetration permit,,,,,,,
label,– Hot works permit,,,,,,,
label,– Temporary work permit,,,,,,,
label,– Working at heights permit,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
section,2.0 Blinding/Lean Concrete,,,,,,,
checkpoint,2.1 - Set out,,,,,,,
label,Ref docs - IFC drawings,,,,,,,
label,"Acceptance criteria - Extents, grades and levels correct to relevant drawings. All services have been marked out.",,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - W,,,,,,,
label,MDR/VIVA Key - W,,,,,,,
checkpoint,2.2 - Pre-Pour Inspection,,,,,,,
label,Ref docs - Bulk Earthworks ITP 02,,,,,,,
text,Underlying lot number: ---------------------------,,,,,,,
label,"Acceptance criteria - Has a pre-pour inspection been completed with the client, and they have verified in writing that the pour is able to commence?",,,,,,,
label,"○ The foundation base excavation shall be tested, surface compacted and approved prior to placement of the blinding.",,,,,,,
label,"○ The foundation location, depth and dimensions shall also be checked and confirmed prior. to placing the blinding.",,,,,,,
label,"○ Approval shall be provided, in writing, by McDermott to the foundation. subcontractor before commencing with concrete placement.",,,,,,,
label,○ Has this been completed?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - H,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Pre-Pour Checklist, 235929-000-CV-SP-00007 Appendix 7.1 Pre-Concrete Placement Checklist",,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.3 - Lean Mix Concrete,,,,,,,
label,Ref docs - Section 5.1.2 of document 235929-000- CV-SP-00007,,,,,,,
label,Acceptance criteria - Approved Concrete Mix Design.,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - W,,,,,,,
label,MDR/VIVA Key - W,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Dockets",,,,,,,
checkpoint,2.4 - Placement of Lean Mix,,,,,,,
label,Ref docs - 235929-000-CV-SP-00007,,,,,,,
label,Acceptance criteria - Has the blinding been poured to the correct level? The following are acceptable:,,,,,,,
label,– Minimum Thickness = 50mm,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - W,,,,,,,
label,MDR/VIVA Key - W,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - As-built Survey",,,,,,,
section,3.0 Formwork,,,,,,,
checkpoint,3.1 - Temporary works requirements,,,,,,,
label,Ref docs - SYM-INF-Temporary Work Procedure IFU 05122,,,,,,,
label,Acceptance criteria - Formwork above 1.0m to be designed by temporary works engineer.,,,,,,,
label,○ Has design to be undertaken by external consultant complying with AS1170 and AS3610 plus any project specification requirements?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
checkpoint,3.2 - Pile Penetration,,,,,,,
label,Ref docs - Civil Drawings IFC,,,,,,,
label,Acceptance criteria - Pile C.O.L to penetrate 50mm above blinding of pile cap (+/- 25mm).,,,,,,,
label,○ Has the pile been determined to be free of cracking and concrete damage following cropping?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - H,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Survey Report",,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3.3 - Formwork Setout and positioning correct,,,,,,,
label,Ref docs - Civil drawings 235929-000- CV-SP-00008; Section 6,,,,,,,
label,"Acceptance criteria - Is formwork checked for potential loose sections, ensuring no movement upon placement of concrete?",,,,,,,
label,○ Is formwork in line with survey markings?,,,,,,,
label,○ Have chamfers (if required) been attached to formwork in level manner?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - W,,,,,,,
label,MDR/VIVA Key - W,,,,,,,
checkpoint,3.4 - Concrete jointing,,,,,,,
label,Ref docs - Civil drawings,,,,,,,
label,Acceptance criteria - Have construction joints to be installed as detailed on Drawings and notes using correct materials?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - W,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
section,4.0 Reinforcement,,,,,,,
checkpoint,4.1 - Steel reinforcement supply,,,,,,,
label,Acceptance criteria - Have steel tags checked against supply schedule prior to installation?,,,,,,,
label,○ Does the manufacturer hold a valid ACRS certificate?,,,,,,,
label,○ Is reinforcement is free from rust and other contaminates that may affect bonding?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Delivery Dockets / certificates / product tags, Incoming material checklist Photo’s",,,,,,,
checkpoint,4.2 - Steel reinforcement installation,,,,,,,
label,"Ref docs - 235929-000- CV-SP-00009, AS3600 17.5.3, 235929-000- CV-01-92002- 010002",,,,,,,
label,Acceptance criteria - Is steel installed as per the latest IFC drawings?,,,,,,,
label,○ Does steel reinforcement conform with Steel Reinforcement Specification?,,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
label,17.5.3 Tolerance on position of reinforcement and tendons,,,,,,,
label,The deviation from the specified position of reinforcement and tendons shall not exceed the following:,,,,,,,
label,(a) For positions controlled by cover –,,,,,,,
label,"(i) in beams, slabs, columns and walls: -5, +10 mm;",,,,,,,
label,"(ii) in slabs-on-ground: -10, +20 mm; and",,,,,,,
label,"(iii) in footings cast in the ground: -10, +40 mm,",,,,,,,
label,where a positive value indicates the amount the cover increases and a negative value indicates the amount the cover decreases.,,,,,,,
label,"(b) For positions not controlled by cover, namely –",,,,,,,
label,(i) the location of tendons on a profile: 5 mm;,,,,,,,
label,(ii) the position of the ends of reinforcement: 50 mm; and,,,,,,,
label,"(iii) the spacing of bars in walls and slabs and of fitments in beams and columns: 10% of the specified spacing or 15 mm, whichever is greater.",,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
label,○ Has minimum cover to inside face of wall must be maintained? All reinforcement shall be in accordance with AS 3600 & Civil drawings.,,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
label,"8.1 CONCRETE COVER SHALL BE IN ACCORDANCE WITH AUSTRALIAN STANDARD AS 3600 OR THE VALUES STATED BELOW, WHICHEVER IS GREATER.",,,,,,,
label,○ PAVING (TOP) = 30 mm,,,,,,,
label,○ PAVING (BOTTOM - AGAINST GROUND) = 50 mm,,,,,,,
label,○ FOUNDATIONS CAST AGAINST FORMWORK (INCL. EXPOSED WEATHER FACE) = 45 mm,,,,,,,
label,○ FOUNDATIONS CAST AGAINST GROUND = 65 mm,,,,,,,
label,○ EXPOSED TO WASH DOWN WATER AND/OR PROCESS SPILLAGE = 50 mm,,,,,,,
label,○ CAST ON LEAN CONCRETE = 45 mm,,,,,,,
label,○ CFA PILES = 70 mm,,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - IFC Drawing Number and Revision",,,,,,,
section,5.0 Structural Concrete Pour,,,,,,,
checkpoint,5.1 - Pre-pour Inspection,,,,,,,
label,Ref docs - 235929-000-CV-SP-00007 Appendix 7.1 Pre-Concrete Placement Checklist,,,,,,,
label,Acceptance criteria - Has a pre-pour inspection checklist completed prior to placement?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - H,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - 235929-000-CVSP-00007 Appendix 7.1 Pre-Concrete Placement Checklist",,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,5.2 - Placement,,,,,,,
label,Ref docs - 235929-000- CV-SP-00007 Appendix 7.3 Concrete Truck Record,,,,,,,
label,Acceptance criteria - Concrete shall not be placed when temperature is less the 5°C or greater than 36°C. Between 32°C and 36°C admixtures and placing requirements must be met.,,,,,,,
label,"○ Concrete shall be transported, handled and placed to prevent segregation, loss or leakage of materials.",,,,,,,
label,○ Concrete shall not be dropped from a height greater than 2m.,,,,,,,
label,○ Concrete shall be discharge within 90 minutes of dispatch from plant.,,,,,,,
label,"○ For continuous pours, the maximum time lag between truck loads shall not exceed 25 minutes.",,,,,,,
label,"○ Concrete shall be thoroughly vibrated to ensure no honey combing, voids or surface defects occurs and compaction is achieve throughout structure.",,,,,,,
label,○ Water shall not be added to achieve slump greater than that specified. Slump test to be completed after water is added.,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - W,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - 235929-000-CVSP-00007 Appendix 7.3 Concrete Truck Pour Record/Dockets",,,,,,,
checkpoint,5.3 - Slump Test,,,,,,,
label,Ref docs - Section 5.1.1 235929-000- CV-SP-00007,,,,,,,
label,Acceptance criteria - Slump must be within tolerance of designed slump.,,,,,,,
label,○ Testing shall be +- 15% of stated.,,,,,,,
label,○ Approved mix design slump,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Test docket",,,,,,,
checkpoint,5.4 - Strength Testing,,,,,,,
label,Ref docs - 235929-000- CV-SP-00007 Section 6.8,,,,,,,
label,"Acceptance criteria - Samples to be taken from chute. 5 cylinders collected per sample – 1x 7day, 3x 28day, 1x reserve.",,,,,,,
label,○ 1 test for the first 20m3,,,,,,,
label,○ 1 test per 40n3 thereafter,,,,,,,
label,○ Frequency reduce to 1 test per 80m3 for pours over 400m3,,,,,,,
label,Acceptance,,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
label,No. of samples || Volume of concrete (m3),,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
label,1 || <20,,,,,,,
label,2 || 20-60,,,,,,,
label,3 || 60-100,,,,,,,
label,4 || 100-140,,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Test report",,,,,,,
checkpoint,5.6 - Curing of Concrete,,,,,,,
label,Ref docs - 235929-000-CV-SP-00007 Section 6.5,,,,,,,
label,Acceptance criteria - As per the approved Curing Methodology.,,,,,,,
label,– Applied once bleed water has gone,,,,,,,
label,– Continuous uniform film achieved,,,,,,,
label,– Rate of 5m2/L,,,,,,,
label,○ Has curing been conducted as per approved curing methodology?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - W,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Approved Curing Technical Data Sheet",,,,,,,
checkpoint,5.7 - Concrete Finishing,,,,,,,
label,Ref docs - 235929-000-CV-SP-00007 Section 6.4,,,,,,,
label,Acceptance criteria - Finish concrete per schedule below:,,,,,,,
label,○ Interior walls or columns exposed: smooth form/rubbed finish.,,,,,,,
label,○ Exterior walls or columns exposed: smooth form/rubbed finish.,,,,,,,
label,○ Walls below grade: rough form finish.,,,,,,,
label,○ Exterior slabs for spill containment: float finish.,,,,,,,
label,○ Other exterior slabs (i.e. foot traffic): broom finish.,,,,,,,
label,○ Interior slabs: steel trowel.,,,,,,,
label,○ Interior slabs to accept additional finish: steel trowel.,,,,,,,
label,○ Surfaces to be grouted: rough [6 mm amplitude] but even finish with laitance removed to provide good bond between grout and concrete.,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - 235929-000-CVSP-00007 Appendix 7.3 Concrete Truck Pour",,,,,,,
checkpoint,5.8 - Formwork Stripping,,,,,,,
label,"Ref docs - 235929-000-CV-SP-00007, AS1510, AS1509, Section 6.6 of 235929-000-CV SP-00008 CONC FORMWORK",,,,,,,
label,"Acceptance criteria - Has Remove formwork progressively so no unbalanced loads are applied to the structure, or concrete is damaged?",,,,,,,
label,○ Has the formwork been removed in the same sequence as concrete placement to achieve similar concrete surface coloration?,,,,,,,
label,"○ In accordance with AS3600 Table 4.4 and Section 17.1.5, removal of forms before 7 days would require a curing membrane conforming to AS3799 to be applied immediately or any other approved acceptable method of water retention in the concrete.",,,,,,,
label,○ Has this been completed?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
checkpoint,5.9 - Post Pour inspection,,,,,,,
label,Acceptance criteria - All abovementioned works have been completed in-line with the drawings and specification and backfilling around structure can be completed (if applicable),,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - H,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,6.0 Completion,,,,,,,
checkpoint,6.1 - As Built,,,,,,,
label,"Acceptance criteria - As built to be submitted after pour, showing set out, RLs, grades, extents, bolts, grout tubes, starter bars, etc.",,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - S,,,,,,,
label,MDR/VIVA Key - H,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Survey Conformance report",,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,6.2 - Concrete Test Results,,,,,,,
label,"Ref docs - 235929-000-CV-SP-00007 AS3600, AS1379, AS3610 IFC drawings",,,,,,,
label,Acceptance criteria - Submission of 28 days results. Results meet requirements of 40MPa.,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - S,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - NATA endorsed test report",,,,,,,
checkpoint,6.3 - Concrete cracking approval,,,,,,,
label,Acceptance criteria - Contractor is to submit a concrete crack repair methodology to MDR prior to commencing any crack repair. Has this been approved?,,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
label,Maximum Allowable Crack Widths in New Concrete,,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
label,"Service Exposure Condition || Crack Width, μm",,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
label,Interior || 300,,,,,,,
label,Exterior air (or soil) || 200,,,,,,,
label,Water-retaining structures || 100,,,,,,,
label,– – – – – – – – – – – – – –,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - H,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Concrete Repair Method Document Approval",,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,6.4 - Concrete cracking repair,,,,,,,
label,Acceptance criteria - Has concrete crack repair been undertaken as per the approved method?,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,
label,Key - H,,,,,,,
label,MDR/VIVA Key - H,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Photo’s",,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
