type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Initial Site Survey & Site Safety,,,,,,
checkpoint,Site access is adequate and safe,,,,,,
checkpoint,The openings have been suitably prepared for installation,,,,,,
checkpoint,SWMS signed off (if applicable),,,,,,
checkpoint,All materials are on site including fixings,,,,,,
,,,,,,,
checklist-flat,Daily Site Safety,,,,,,
checkpoint,No new risks or hazards have arisen on site,,,,,,
checkpoint,Materials have been stored safely and are undamaged,,,,,,
checkpoint,Installer/s wearing correct PPE and are fit for work,,,,,,
,,,,,,,
checklist-flat,Incident Report,,,,,,
checkpoint,The injury is only minor and the installer can continue work,,,,,,
checkpoint,"If above checkpoint is FAIL, the office have been notified and installer referred to appropriate care",,,,,,
checkpoint,Report has been filled and signed by casualty,,,,,,
,,,,,,,
checklist,Fyrehalt V / Smokehalt V / Fibershield V / Windowhalt / Windowshield,,,,,,
section,Installation,,,,,,
checkpoint,Sheet metal installed,,,,,,
checkpoint,Curtain barrel and bottom bar installed,,,,,,
checkpoint,Control box installed and wired OR fusible link,,,,,,
section,Works by others & additional comments / photos,,,,,,
checkpoint,Power and alarm has been provided,,,,,,
checkpoint,Have work/s by others been provided? (if applicable),,,,,,
checkpoint,Other 1,,,,,,
checkpoint,Other 2,,,,,,
checkpoint,Other 3,,,,,,
,,,,,,,
checklist-flat,Commissioning,,,,,,
checkpoint,All gaps sealed with fire-rated sealant,,,,,,
checkpoint,"All plugs (caps), tags, and signage has been installed",,,,,,
checkpoint,All controllers connected to 240v power,,,,,,
checkpoint,All control box lids are fixed in place,,,,,,
checkpoint,Obstruction sensors installed (if applicable),,,,,,
checkpoint,Rewind switches installed (if applicable),,,,,,
checkpoint,Battery backup installed (if applicable),,,,,,
checkpoint,Strobes and sounders installed (if applicable),,,,,,
checkpoint,All curtains deploy correctly on activation,,,,,,
checkpoint,All curtains flush with ceiling,,,,,,
checkpoint,Photos taken of completed install and commissioning,,,,,,
,,,,,,,
checklist-flat,Defects,,,,,,
checkpoint,"No paint touch ups required (if fail, please specify)",,,,,,
checkpoint,"No damage by others (if fail, please specify)",,,,,,
checkpoint,"No materials damaged (if fail, please specify)",,,,,,
checkpoint,"No gaps greater than 3mm (if fail, please specify)",,,,,,
checkpoint,"All products correctly ordered and manufactured (if fail, please specify)",,,,,,
