"Id","Type","Name","Values","Prompting Name","Postfix","Usage Count","Resource Id"
"/1","checklist","DEFECT LIST","","DEFECT LIST",,2,"5cf0eb00-c5ce-4de1-924a-81141a211a08"
,"section","Details",,,,,
,"checkpoint","Details",,,,,
"a48d6cc4-18a8-5f57-b74a-1f4e7685bd40","number","Defect Number from Register",,,,,
"643df9e2-11db-5633-a448-c34b7f7a37cf","textbox","Location",,,,,
"d9185b86-bb21-566e-8153-2528c7ae9a7c","textbox","Description of Defect",,,,,
"7f524f64-0ad8-5082-be43-4d2c6fcfae89","textbox","Assign to Engineer",,,,,
,"checkpoint","Walkdown",,,,,
"b565ed96-8e63-5bbb-be49-6f9117f5e3e4","date","DATE",,,,,
"b9e5a6b7-2d2b-58a2-805f-c343284f8101","dropdown","Category","A,B,C",,,,
,"checkpoint","Attach Phtotos",,,,,
,"checkpoint","Close-Out",,,,,
"5dec0ddd-197e-5554-ba06-b1fab461e50b","date","DATE",,,,,
"8c75c134-1fab-544b-b4c7-07d2d8867739","dropdown","Category","A,B,C,Closed",,,,
,"checkpoint","Close-Out, Attach Photos",,,,,
,"checkpoint","PE Sign-Off",,,,,
,"signoff","Signoff",,,,,
,"checkpoint","QA Sign-Off",,,,,
,"signoff","Signoff",,,,,

"/1","checklist-flat","File Upload","","",,12,"2eda2ef7-996a-4391-bd44-7de1e51aeb7b"
,"checkpoint","Optional Document Upload Below",,,,,

"/1","checklist","HPP-UGL-CIV-GN-GEN-ITP-007 Kerb and Channel - Rev.0","itp","HPP-UGL-CIV-GN-GEN-ITP-007 Kerb and Channel - Rev.0",,0,"a210baf5-28a3-4406-a75a-02ae19006958"
,"section","1.0 Preliminaries",,,,,
,"checkpoint","1.1 - Determine lot size",,,,,
"05a708af-2209-5170-abf5-7b5bf7176ac5","note","Ref docs - Spec. 0161 Quality [Cl 7.3]",,,,,
"2d3909a9-3546-5616-bfe7-837c58de07dd","note","Acceptance criteria - Lots to be broken up accordingly and outlined on a lot map",,,,,
"754929b1-bc94-5149-8d70-6422ae29ba72","button","Acceptance","Yes,No,N/A",,,,
"3df4333f-48bd-5d61-b590-87ed1aa86b9e","note","HPP Con Key - S",,,,,
"dee18c35-4a46-5be7-89f2-b450aec12292","note","HPP QA Key - S",,,,,
,"checkpoint","1.2 - Concrete Mix Design",,,,,
"c3ad3dad-4a09-5aa3-a112-c73fac37372f","note","Ref docs - Spec. 1121 Open Drains [Cl 3.1]",,,,,
"e58aad63-603a-51d0-86d7-84fb13b57258","note","Acceptance criteria - Submission of Mix Design and compliance certificates for concrete constituents",,,,,
"b896d57a-e1ca-530d-b0de-fe5ad345bf2c","note","○ HOLD POINT",,,,,
"22ec8f9d-385e-562e-8daa-fdfc3f1bced5","button","Acceptance","Yes,No,N/A",,,,
"76b87e87-0f92-5f70-8481-b9bfa0c919e0","note","HPP Con Key - H",,,,,
"968dc8eb-ff01-52f8-9025-0fc118d8a599","note","HPP QA Key - H",,,,,
"476e5a84-8581-525a-b973-43eaa2b86e8a","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
"49411e48-2ffa-5c85-b47c-b462bf32954e","tickbox","Lot map",,,,,
,"signoff","AUTHORITY HOLDPOINT",,,,,
,"checkpoint","1.3 - Underlying Lot Conformance",,,,,
"161c9ac9-8095-569f-bd39-8e7ef7709589","note","Ref docs - Underlying Lot ITP",,,,,
"e3efdbc3-a226-5897-bbda-308597010079","note","Acceptance criteria - Underlying services and/or assets have been installed prior to commencing works over and/or above.",,,,,
"efe322aa-a1ff-5d07-b29a-31828f39942c","note","○ Refer underlying lot ITP(s)",,,,,
"ccd88253-aafc-594f-a62a-1c6a87cb3b2d","button","Acceptance","Yes,No,N/A",,,,
"bacbc040-89f5-5a05-8c0a-ada4c3189b6e","note","HPP Con Key - S",,,,,
"6959b408-f0ab-56c8-9a62-8f31d70fe9e9","note","HPP QA Key - S",,,,,
,"checkpoint","1.4 - Survey set out",,,,,
