"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Installation Progress"
,"Scope",,
,"Rows"
,,"Project QA","dynamic","project qa"
,"Columns"
,,"Opening correct (level and square within tolerance)",,"opening correct (level and square within tolerance)"
,,"Opening wrapped and prepared",,"opening wrapped and prepared"
,,"Installed correctly to details (Shop Drawings)",,"installed correctly to details (shop drawings)"
,,"Airseal installed and continuous",,"airseal installed and continuous"
,,"Sill flashing installed correctly(if required)",,"sill flashing installed correctly(if required)"
,,"Head and jamb flashings installed as required",,"head and jamb flashings installed as required"
,,"All wedge and backing rubbers present and continuous",,"all wedge and backing rubbers present and continuous"
,,"Hardware- Operating smoothly and correctly",,"hardware- operating smoothly and correctly"
,,"Door hung square and operating smoothly",,"door hung square and operating smoothly"
,,"Frames trade clean and free of any marks or scratches",,"frames trade clean and free of any marks or scratches"
,,"Glazing installed correctly and undamaged",,"glazing installed correctly and undamaged"
,,"Glazing rubbers re complete and continuous",,"glazing rubbers re complete and continuous"
,,"Glass trade clean and stickers removed",,"glass trade clean and stickers removed"

"Handover Progress"
,"Scope",,
,"Rows"
,,"Project QA","dynamic","project qa"
,"Columns"
,,"All works completed by Hagley as per specified requirements",,"all works completed by hagley as per specified requirements"
,,"Hagley representative signature",,"hagley representative signature"
,,"Construction company representative signature",,"construction company representative signature"

