"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d48e0d50-85ce-4683-af9c-936a6b5037bd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement"
"19923d2f-796e-4116-818e-c1c41d283c4f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement","FL-CS1 (GREEN)"
"78164f9e-1756-4190-b391-59ade5fb7e4b","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Basement","FL-EP1","Secure Interview Circulation (C.B.014)"
"565855bf-5f45-4aac-a0c4-176057562b0a","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Basement","FL-EP1","Public Interview Circulation (C.B.015)"
"0ea7bfe6-07f4-4a33-b74d-47bc90bbb70b","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Basement","FL-EP1","NCI 2-11 (B.072-.081)"
"b7f44684-5b78-475e-9504-51ab2f9ef0e2","","folder-normal","not-started","","step","TRUE","FALSE","Basement","FL-EP2"
"84bb86f4-9817-43f1-b2db-4c488e9d23d7","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Basement","FL-EP2","FDR, DAS, UPS"
"c606793d-05ba-4a35-bc4a-24eb2e597712","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Basement","FL-EP2","Main Switchboard"
"f1fc34e7-b94f-49a9-933e-fa6d3e7d0097","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Basement","FL-EP2","Portable Water Tank"
"09ccffaa-2c35-4366-8f99-f99ca320d77a","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Basement","FL-EP2","RWT Pump Rm"
"496a6f31-2f7d-498f-a245-1e85ac50a903","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor"
"52031637-2b82-4e9d-98b8-52aa13082157","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","WP-7 (Terrace)"
"2b34a8d5-825d-4567-aca6-306f17623f32","","checklist-sectioned","not-started","SYS - archived checklist 1","checklist","FALSE","FALSE","Ground Floor","WP-7 (Terrace)","GF Landscape Paving Area"
"9cc17431-9c57-43de-9c03-4047b37677bf","","checklist-sectioned","not-started","SYS - archived checklist 1","checklist","FALSE","FALSE","Ground Floor","WP-7 (Terrace)","GF Landscape Zone"
"f6272bfb-5704-43d2-bbe5-638f009b4716","","checklist-sectioned","not-started","SYS - archived checklist 1","checklist","FALSE","FALSE","Ground Floor","WP-7 (Terrace)","GF North Planter Base"
"3655b2d5-9262-45dd-98cc-8b8ce1e5a20c","","checklist-sectioned","not-started","SYS - archived checklist 1","checklist","FALSE","FALSE","Ground Floor","WP-7 (Terrace)","Planter walls H: 800mm advised by Anthony 11.05.2023"
"0f353fd8-4110-405d-a55c-6c7fbe4a5136","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","FL-EP2"
"53c47585-54e7-4550-88b1-34dba161e0eb","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Ground Floor","FL-EP2","GF North Waste Storage Bin Wash RM (G.030)"
"12dde19a-f12f-40ef-b40e-2512f26319db","","checklist-sectioned","not-started","Enviro 700X V1.0","checklist","FALSE","FALSE","Ground Floor","Hobs"
"91c77e57-d6ae-4678-9e7c-654798cdaee4","","folder-normal","not-started","","step","TRUE","FALSE","Level 1"
"7b5356d0-7705-4d57-a357-d858d7bb50e5","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","FL-EP1"
"d712f123-0415-48cd-9fde-8648cf8967f0","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Level 1","FL-EP1","Level 1 South Custody lobby 1&5, adjournment holding cell 1&5 (1.008, .007, .109, .110)"
"f0241d06-78fc-4c53-807b-5325bdb42d04","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Level 1","FL-EP1","Level 1 North Custody lobby 2-4, adjournment holding cell 2-4 (1.041, 1.040, 1.0527, 1.058, 1.080, 1.081)"
"1659cc2e-1d82-49a2-8035-096142ea2b4b","","folder-normal","not-started","","step","TRUE","FALSE","Level 1","WP-4 Membrane to strucrual slab with falls only"
"621ca323-0597-4046-b726-a4adaaa5e2e0","","checklist-sectioned","not-started","SYS - archived checklist 1","checklist","FALSE","FALSE","Level 1","WP-4 Membrane to strucrual slab with falls only","Level 1 Terrace slab 1-4"
"14bc5e94-584b-4389-a68a-4859b46e7986","","folder-normal","not-started","","step","TRUE","FALSE","Level 2"
"0c93500e-ecdc-4f41-92da-f89ac29f8600","","folder-normal","not-started","","step","TRUE","FALSE","Level 2","FL-EP1"
"1ec8e36b-1883-4a2c-a6a4-4380d9761779","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Level 2","FL-EP1","Level 2 South Custody Lobby 1&5, 2.010, 2.117, 2.118"
"a685dc63-a923-49fe-9d68-2d396555a4a0","","checklist-flat","not-started","Enviro Epoxy RC / Ultra Tuff","checklist-flat","FALSE","FALSE","Level 2","FL-EP1","Level 2 North Custody Lobby 2-4, Adjournment holing cell 1-2 (2.039, 2.058, 2.059, 2.083, 2.084)"
"9a72ba4d-59fd-40ba-8692-ad0871d4c71e","","folder-normal","not-started","","step","TRUE","FALSE","Level 2","WP-4 Membrane to strucrual slab with falls only"
"b842827d-2382-4d1a-9d36-381815186c05","","checklist-sectioned","not-started","SYS - archived checklist 1","checklist","FALSE","FALSE","Level 2","WP-4 Membrane to strucrual slab with falls only","Level 2 Terrace slab 1-3, Koori court seecure outdoor terrace"
"d3910418-b040-447b-9fb0-ae8d608926ae","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3"
"42b70596-ef9e-4059-bab8-2e4a79b754fe","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","WP-4 membrne above screed"
"736c7886-96a0-4d89-bcc9-83156da88994","","checklist-sectioned","not-started","SYS - archived checklist 1","checklist","FALSE","FALSE","Level 3","WP-4 membrne above screed","Level 3 RW, SFV, Judical, External agency, Secure outdoor, Cubby house Terrace"
"e29e3df2-47a3-455a-b495-898b6bb8d156","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3","WP-5"
"9e82ef3e-5dc7-4d40-aba6-50f12877b4d0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3","WP-5","Level 3 South"
"9deaf812-eaeb-4f26-89b2-308c479a6d0b","","checklist-sectioned","not-started","SYS - archived checklist 2","checklist","FALSE","FALSE","Level 3","WP-5","Level 3 South","Base layer membrane on structural slab with falls to Level 3 North External apron Terrace"
"b6c2d5d4-e9c4-475c-ba9c-2d31f09fee72","","checklist-sectioned","work-in-progress","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 3","WP-5","Level 3 South","Hobs"
"b5e5a46d-eb9a-4172-8604-74ea5990916f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3","WP-5","Level 3 North"
"a0286a48-d246-4d58-8840-7e6523b00782","","checklist-sectioned","work-in-progress","SYS - archived checklist 2","checklist","FALSE","FALSE","Level 3","WP-5","Level 3 North","Base layer membrane on structural slab with falls to Level 3 North External apron Terrace"
"7d3ed5e8-8975-431c-9cd2-920d12b11525","","checklist-sectioned","work-in-progress","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 3","WP-5","Level 3 North","Hobs"
"37cb9712-3000-4783-869d-3fb70323516c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4"
"2171092e-c8a3-45b8-8ee1-a049c2b889f2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4","FL-CS1 (Variation: Enviro 700x)"
"091ca426-26d8-4248-bf42-298ec59f254f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4","FL-CS1 (Variation: Enviro 700x)","Level 4 South"
"31f03365-e11d-425e-ab11-56e67a451ec0","","checklist-sectioned","work-in-progress","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 4","FL-CS1 (Variation: Enviro 700x)","Level 4 South","Plinth (Top and Side) 700x"
"1607ede5-dd73-4074-a303-45a56e8def57","","checklist-sectioned","work-in-progress","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 4","FL-CS1 (Variation: Enviro 700x)","Level 4 South","Hob 150x150mm, W: 450mm - 700X "
"a553e4df-7796-4f51-bfd6-bfd51ee9fbbc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4","FL-CS1 (Variation: Enviro 700x)","Level 4 North"
"870cde1b-70c0-4033-ba3a-bc775ba7e8a8","","checklist-sectioned","work-in-progress","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 4","FL-CS1 (Variation: Enviro 700x)","Level 4 North","Plinth (Top and Side) 700X "
"5555828c-a67f-4b40-a039-72d2643c2879","","checklist-sectioned","work-in-progress","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 4","FL-CS1 (Variation: Enviro 700x)","Level 4 North","Hob 150x150mm, W: 450mm - 700X "
"a9b31c0f-99fb-45e3-acad-8ce8dc8b987b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4","WP-5"
"ae99416d-17fb-4c61-875f-4d09b9585b5c","","folder-normal","not-started","","step","TRUE","FALSE","Level 4","WP-5","Level 4 South External Apron Terrace"
"154fc76f-11e3-45ec-b189-8babc37a60b9","","checklist-sectioned","not-started","SYS - archived checklist 2","checklist","FALSE","FALSE","Level 4","WP-5","Level 4 South External Apron Terrace","Base layer membrane on structural slab with falls to Level 4 South External apron Terrace"
"4211009f-67cf-44a1-9d47-a3881c9a33b1","","checklist-sectioned","not-started","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 4","WP-5","Level 4 South External Apron Terrace","Hobs"
"9552b458-dd96-40ae-aee6-74bb0c145a3a","","folder-normal","not-started","","step","TRUE","FALSE","Level 4","WP-5","Level 4 North External Apron Terrace"
"b59d1e19-712a-410f-b27b-331ead02baee","","checklist-sectioned","not-started","SYS - archived checklist 2","checklist","FALSE","FALSE","Level 4","WP-5","Level 4 North External Apron Terrace","Base layer membrane on structural slab with falls to Level 4 North External apron Terrace"
"0847beba-553f-40a1-be5d-c2ddb5328f56","","checklist-sectioned","not-started","Enviro 700X V1.0","checklist","FALSE","FALSE","Level 4","WP-5","Level 4 North External Apron Terrace","Hobs"
"ef2bb3e3-5ee2-4c6b-b18a-91c701817b5c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4","WP-5","Level 4 Diesel Tank & Chillers"
"7b9000c2-6228-49bd-8b05-0a2bac968537","","checklist-sectioned","work-in-progress","SYS - archived checklist 2","checklist","FALSE","FALSE","Level 4","WP-5","Level 4 Diesel Tank & Chillers","Base layer membrane on structural slab with falls to Level 4 North Diesel tank & generator (4.001), Chillers (4.003)"
"b5b97725-13df-4dbe-9cc8-fa035306d6ed","","checklist-sectioned","work-in-progress","SYS - archived checklist 2","checklist","FALSE","FALSE","Level 4","WP-5","Level 4 Diesel Tank & Chillers","Plinths (Tops and Sides)"
