type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-132-STR-CPD-Structural Concrete Crack Repair,itp,,,,,ITP-132-STR-CPD-Structural Concrete Crack Repair Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-132-STR-CPD-Structural Concrete Crack Repair,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: CPD-Structural Concrete Crack Repair,,,,,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 132-STR,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 7/02/2024,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Andrew Carlini,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 610 June 2019,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 687 August 2018,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.3 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 686 November 2018,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries - Procedures & Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Assessment of Cracks,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - 687.01, 610.24 (b)",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The assessment of the cracked concrete structure shall be undertaken by a technical specialist with a minimum of 5 years practical experience in the diagnostic assessment and investigation of concrete structures.,,,,,,,,,,,,,,,,,,,,,,
label,○ Cracks to be determined either as active or inactive.,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Correspondence Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Or,,,,,,,,,,,,,,,,,,,,,,
label,Attach: Correspondence,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - For each element, prior to Works commencing",,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Work Procedures,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - 687.01, 687.09 (a), 610.24 (b)",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The Contractor shall submit a crack repair procedure/procedures for review to the Nominated Authority.,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Correspondence Approval number,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - For each repair methodology, 14 days prior to Works commencing",,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
section,3. Preliminaries - Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Flexible Sealant Selection - Active Cracks,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Product TDS 687.05 (c),,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Product to be selected based on the following criteria:,,,,,,,,,,,,,,,,,,,,,,
label,i. provide for a minimum expectant movement of ±25%;,,,,,,,,,,,,,,,,,,,,,,
label,ii. Whether or not the repair/sealant is subject to traffic (trafficable or non-trafficable),,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - For each product, prior to Works commencing",,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Epoxy Mortar or Paste Selection - Inactive Cracks,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Product TDS 687.05 (b),,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Product to be selected based on the following criteria:,,,,,,,,,,,,,,,,,,,,,,
label,i. compressive strength @ 7 days ≥60MPa;,,,,,,,,,,,,,,,,,,,,,,
label,ii. tensile strength @ 7 days ≥25MPa;,,,,,,,,,,,,,,,,,,,,,,
label,iii. flexural strength @ 7 days ≥30MPa;,,,,,,,,,,,,,,,,,,,,,,
label,"Note: For the routing and sealing, injection nipple/entry port placement and surface sealing applications only.",,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - For each product, prior to Works commencing",,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.3 - Epoxy or Polyurethane Resin Selection - Inactive Cracks,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Product TDS 687.05 (a),,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Product to be selected based on the following criteria:,,,,,,,,,,,,,,,,,,,,,,
label,i. viscosity @ 20°C - 23°C 650cps max.,,,,,,,,,,,,,,,,,,,,,,
label,ii. compressive strength @ 7 days ≥60MPa;,,,,,,,,,,,,,,,,,,,,,,
label,iii. tensile strength @ 7 days ≥25MPa;,,,,,,,,,,,,,,,,,,,,,,
label,iv. flexural strength @ 7 days ≥50MPa;,,,,,,,,,,,,,,,,,,,,,,
label,v. adhesive strength at crack edges @ 7 days ≥2.5MPa (or concrete failure),,,,,,,,,,,,,,,,,,,,,,
label,Note: For the resin injection or gravity fed applications only.,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - For each product, prior to Works commencing",,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.4 - Silane Selection - Inactive Cracks <0.2mm Width,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - Product TDS 687.12, 686.05 (h) (i), 686.05 (c) (iii) (1 - 5)",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Product to be selected based on the following criteria:,,,,,,,,,,,,,,,,,,,,,,
label,i. active ingredient: ≥95% (penetrant),,,,,,,,,,,,,,,,,,,,,,
label, ≥80% (solid silane),,,,,,,,,,,,,,,,,,,,,,
label, ≥80% (silane crème) ,,,,,,,,,,,,,,,,,,,,,,
label,ii. penetration depth: 5mm min.,,,,,,,,,,,,,,,,,,,,,,
label,iii. contain a fugitive dye to enable coated areas;,,,,,,,,,,,,,,,,,,,,,,
label,iv. be compatible with a film-forming top coat;,,,,,,,,,,,,,,,,,,,,,,
label,"Note: For the protective coating of inactive cracks ≤0.2mm in pre-stressed elements and exposure classifications B2, C & U only - 0.2mm cracks are acceptable in other precast elements and exposure classifications.",,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - For each product, prior to Works commencing",,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,4. Pre-construction Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Contractor Competency,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 687.04,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Personnel undertaking the concrete repair works shall have a minimum of 5 years experience in application.,,,,,,,,,,,,,,,,,,,,,,
label,○ Documented evidence to be available.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Once, for each personnel, prior to starting Works",,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.2 - Injection Equipment,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - 687.06 (a), 687.09 (c) (iii)",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Injection equipment to be simple, easy to handle guns with pressure regulation or limitations in the operating range and be simple to clean and maintain.",,,,,,,,,,,,,,,,,,,,,,
label,○ Nipples/entry ports to have shut off valves or at least the ability to be capped to prevent leaks or air travelling back into the crack.,,,,,,,,,,,,,,,,,,,,,,
label,"Note: This ITP does not cover special purpose, multi-component injection pumps.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Once, prior to starting the Works",,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.3 - Weather Conditions,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - 687.05, 687.09 (c) (i)",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Repairs are not to be undertaken when the ambient temperature is below 5C or 5C on a falling thermometer, or above 35C.",,,,,,,,,,,,,,,,,,,,,,
label,○ Cooling the materials is allowed should the need arise if temperatures inadvertently rise during the repairs.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to each repair,,,,,,,,,,,,,,,,,,,,,,
label,Category - SP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,5. Construction Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.1 - Surface Preparation,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 687.08,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Cracks and surfaces located within 50mm each side of the crack to be cleaned of all loose particles, dirt, dust, curing compounds, grease or efflorescence by appropriate means.",,,,,,,,,,,,,,,,,,,,,,
label,"○ Where cracks and surrounding areas have been moistened during the cleaning process, sufficient time or accelerated drying-out needs to occur unless the crack repair materials are water tolerant.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each crack,,,,,,,,,,,,,,,,,,,,,,
