Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Sub-Basement / Basement,grouping,Sub-Basement / Basement,
,,Sub-Basement - Lobby,,Sub-Basement - Lobby,Site QA
,,Basement - Lobby,,Basement - Lobby,Site QA
,,Ground,dynamic,Ground,Site QA
,,Mezzanine,dynamic,Mezzanine,Site QA
,,Level 1,dynamic,Level 1,Site QA
,,Level 2,dynamic,Level 2,Site QA
,,Level 3,dynamic,Level 3,Site QA
,,Level 4,dynamic,Level 4,Site QA
,,Level 5,dynamic,Level 5,Site QA
,,Level 6,dynamic,Level 6,Site QA
,,Level 7,dynamic,Level 7,Site QA
,,Level 8,dynamic,Level 8,Site QA
,,Level 9,dynamic,Level 9,Site QA
,,Level 10,dynamic,Level 10,Site QA
,,Level 11,dynamic,Level 11,Site QA
,,Level 12,dynamic,Level 12,Site QA
,,Level 13,dynamic,Level 13,Site QA
,,Level 14,dynamic,Level 14,Site QA
,,Level 15,dynamic,Level 15,Site QA
,,Level 16,dynamic,Level 16,Site QA
,,Level 17,dynamic,Level 17,Site QA
,,Level 18,dynamic,Level 18,Site QA
,,Level 19,dynamic,Level 19,Site QA
,,Level 20,dynamic,Level 20,Site QA
,,Roof - Plantroom,dynamic,Roof - Plantroom,Site QA
,Columns,,,,
,,Isolate FIP & Drain down sprinkler system,,Isolate FIP & Drain down sprinkler system,
,,Lay down drop sheets/floor protection & move any furniture,,Lay down drop sheets/floor protection & move any furniture as required.,
,,Replace sprinkler heads/sprinkler plates & record quantity replaced,,Replace all sprinkler heads/sprinkler plates and record quantity replaced,
,,Re-instate water on completion/walk around & ensure no leaks,,Re-instate water on completion and walk around and ensure no leaks present,
,,Remove drop sheets/floor protection & move furniture back in place,,Remove drop sheets/floor protection & move furniture back in place.,
,,Record holes cut for removal of sprinklers & document locations,,Record any holes cut for removal of sprinklers and document their locations,
,,Record any further action required,,Record any further action required; ie; sprinkler head heights need adjusting etc.,
,,Any other information required to know,,Any other information required to know please add in comments,
