"Id","Type","Name","Values","Prompting Name","Prefix","Usage Count","Resource Id"
"c5dc7d7c-df99-5ec2-a589-b436df406a75/2","checklist-flat","010SAF_08 SWMS","","010SAF_08 SWMS",,0,"9eca8bf4-9616-427d-bf93-0c156542c6f1"
"a1c9d02b-1fdf-5e00-bcb7-56aeec761826","checkpoint","1. INDUCTION - Attach your signature to confirm you have completed the Principle Contractor's Induction.",,,,,
"d39621b2-57eb-545c-b19b-913b988ebada","signoff","By signing I confirm I have completed the Principal Contractors induction.",,,,,
"93e7a6a9-2417-5a63-a628-5bbbe7c40d86","checkpoint","2. ALL STAFF",,,,,
"cbaa5304-d926-5145-abea-643403fc7075","note","003G Using Platform Ladders",,,,,
"4c0dcfe7-d8a0-5008-bd8b-d7bc54f1ac2a","note","004G Inhalation of Respirable Crystalline Silica",,,,,
"1117a6d0-9a4c-5b98-b403-d22a7b5ad3a6","note","005G Working at Heights",,,,,
"68979298-f5d8-548e-baec-8741d208ed87","note","006G Working at Heights Rescue Plan",,,,,
"1e1b9f0c-d012-59f5-9748-6f1fbc413551","signoff","By signing I confirm I have read and understood ALL the SWMS documents listed above. I have reviewed these documents onsite with my supervisor and I have signed the hard copy.",,,,,
"d3e29984-ceb2-515c-9230-7a6de1161462","checkpoint","3. WET FIRE TECHNICIANS",,,,,
"b4e0d11c-383a-5193-a4d8-06886c652d7b","note","019T Pressure Testing of Pipework",,,,,
"543f3f86-57b8-5b16-b786-9b1a07dba3bc","note","020T Sprinkler System and Associated Pump Test",,,,,
"e8307916-4807-52bf-87e5-102669e43c3f","note","021T Hydrostatic and Flow Testing of Pipework",,,,,
"b9ed5514-0cad-5767-9bc2-787d09c4b91b","note","022T Fire Rating",,,,,
"3eda0a35-e17c-5ffa-8f13-550cbe45fa28","note","023T Fire Alarm and Emergency Warning Systems Testing",,,,,
"6a966737-d7b0-592b-adaf-4fd6c5c1ce28","note","024T Commissioning and Testing of Hydrant System and Booster Area",,,,,
"ec96f917-5f59-57b4-b51e-789fed1bc3e7","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,
"cb6326be-0982-5008-a0f6-df63d2b7f5a8","checkpoint","4. SWMS - DRY FIRE TECHNICIANS",,,,,
"5d11d398-a985-5a6c-aeb6-18ee293dc7c2","note","008I Removal of Existing Fire Alarm Systems and Devices",,,,,
"92d6eeb4-8277-5022-83a0-fc89644f8bed","note","009I Removal of Pipework Fittings",,,,,
"52103321-2daf-5ff5-83c8-2ade86fd2490","note","010I Fire Alarm and Warning System Rough-in",,,,,
"8205c84e-07ea-575b-bae8-d3015acb0b02","note","011I Fire Alarm and Warning System Fit-off and Installation",,,,,
"884a1c0d-249f-5a69-b8f2-2e03f9760652","note","012I Installation of Fire Alarm and Warning System Cabling",,,,,
"61c0ba51-1491-512b-936c-ac2c0f143740","note","013I Installation of Pipework and Fittings",,,,,
"c29e79e2-249c-55ba-b869-187073053c35","note","014I Installation of Fire Control Panel & Emergency Warning Systems",,,,,
"12c89be3-5c80-51bc-be0f-9f94b3c520b4","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,

"02820854-2b26-5b84-8a78-37944efc42b3/2","checklist","010SAF_08 SWMS - Wacol","","010SAF_08 SWMS - Wacol",,1,"ce4b28a6-c405-445a-846e-8eb276046598"
"8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","Details",,,,,
"a1c9d02b-1fdf-5e00-bcb7-56aeec761826","checkpoint","1. INDUCTION - Attach your signature to confirm you have completed the Principle Contractor's Induction.",,,,,
"d39621b2-57eb-545c-b19b-913b988ebada","signoff","By signing I confirm I have completed the Principal Contractors induction.",,,,,
"93e7a6a9-2417-5a63-a628-5bbbe7c40d86","checkpoint","2. ALL STAFF",,,,,
"e5f4983c-79f9-5d2c-aa86-19628d97bca4","note","GM FIRE 001 Working with Elevated Work Platforms",,,,,
"cb97e826-81ed-5498-a1ce-8026ccaa34ad","note","GM FIRE 007 Manual Handling",,,,,
"3b53ae2d-a214-5919-8837-5ff53a686f11","note","GM FIRE 008 Working at Heights",,,,,
"ad6ae2e0-0d48-5ac4-ab38-827dbaaad25f","note","GM FIRE 049 Working at Heights Rescue Plan",,,,,
"addf5555-e97e-5e0f-a3ae-e0bdc7cb00d5","note","GM FIRE 051 Using Platform Ladders",,,,,
"29dc9e88-4534-5045-931b-379ccf48318e","note","GM FIRE 060 Inhalation of Respirable Crystalline Silica",,,,,
"1e1b9f0c-d012-59f5-9748-6f1fbc413551","signoff","By signing I confirm I have read and understood ALL the SWMS documents listed above. I have reviewed these documents onsite with my supervisor and I have signed the hard copy.",,,,,
"d3e29984-ceb2-515c-9230-7a6de1161462","checkpoint","3. WET FIRE TECHNICIANS",,,,,
"f1b0bb87-0310-5266-aeba-e3557c2bc226","note","GM FIRE 009 Pressure Testing of Pipework",,,,,
"aeb50cbd-b592-59f9-889d-b43dcaf721bd","note","GM FIRE 031 Sprinkler System and Associated Pump Test",,,,,
"afab2c86-7bc8-5186-b3b3-7364105642c4","note","GM FIRE 032 Hydrostatic and Flow Testing of Pipework",,,,,
"ec96f917-5f59-57b4-b51e-789fed1bc3e7","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,
"cb6326be-0982-5008-a0f6-df63d2b7f5a8","checkpoint","4. SWMS - DRY FIRE TECHNICIANS",,,,,
"c22eb604-a543-55e8-a9bc-009aa41cad12","note","GM FIRE 002 Wiring Rough In Minor",,,,,
"f0a3092c-62a3-588f-ae43-2a09e0cbbfe5","note","GM FIRE 003 Fit Off Fire Alarm System",,,,,
"666707d9-d1a3-5bb1-800c-46a33c145d82","note","GM FIRE 006 Installation of Pipe and Fittings",,,,,
"12c89be3-5c80-51bc-be0f-9f94b3c520b4","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,

"54ffa9b6-9564-5398-acbd-2a1b0b571b68/2","checklist","ASSESS-001 Risk","","ASSESS-001 Risk",,2,"88a75f22-15d2-472b-80a1-ed6bbeda69c5"
"8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","Details",,,,,
"1c657631-910b-56b0-9af0-2d9a539b2537","checkpoint","Assessment Details",,,,,
"473adbb6-fb69-5405-a428-8b7884a9567d","note","Use this form to document the risk management process for a single generic hazard.",,,,,
"fc378e8f-b7c5-5e24-bb25-3834e04367ca","textbox","Work Area:",,,,,
"c86dc88e-97db-5fa0-b06a-a0502e2dfa30","date","Date of Assessment:",,,,,
"5d4bce7e-3eca-5343-9b52-1b242e11c868","textbox","Name of Assessor(s):",,,,,
"053a334e-a68d-58c5-8848-d458c5f9f044","textbox","Position(s):",,,,,
"01e9a620-02da-5f9f-8be4-de5842a76d0c","textbox","Incident Ref. No:",,,,,
"270f8fc3-f5f3-5606-80eb-fc2c80ae4f95","checkpoint","Hazard Identification",,,,,
"9c62c279-d3da-5a59-9396-1d65ba053dde","textbox","Describe the Hazard:",,,,,
"bfd5195d-87aa-5c40-ac91-f0b3a6ea86bc","checkpoint","Risk Assessment",,,,,
"02415a39-4512-5a74-9fa9-6858f967c9f4","textbox","What harm could the hazard cause?",,,,,
"ecb3ac0b-a049-58e0-a908-f9b04cfa2adc","textbox","What is the likelihood of this happening?",,,,,
"f26db3a6-d077-54ab-86e2-c1117532ef8e","textbox","Persons at risk:",,,,,
"4c0c9604-1046-540c-bb70-b6fabfac55a4","textbox","Existing control measure:",,,,,
"3110c5a0-1c6c-57f5-9a9d-63760bb71d52","textbox","Consequence:",,,,,
"a51920be-784b-56b6-8517-dcb995b0f792","textbox","Likelihood:",,,,,
"0e66c542-a647-5acf-8450-13ff3db9df1b","textbox","Outcome:",,,,,
"32563b01-0feb-5e94-999f-2bc4f92e2c20","checkpoint","Control Measures",,,,,
"76b90171-ca9e-5052-b8f8-3dd4919f87d6","textbox","Elimination:",,,,,
"43fc69e5-0980-52a5-bf33-fc59ee839530","textbox","Substitution:",,,,,
"b1d9fb39-3a3a-5cae-aaa6-01dc2d82ebbd","textbox","Isolation:",,,,,
"cab77874-4ef7-5e70-a359-f3451bc4ad59","textbox","Engineering:",,,,,
"b0a7539c-2a1d-55e9-a38a-8da5230f075f","textbox","Administrative or PPE:",,,,,
"a657ee17-60e5-5b52-8b2c-17e528dc3e06","textbox","Preferred control option:",,,,,
"71245745-e635-5d28-b0f1-51a28405fcc8","checkpoint","Implementation",,,,,
"7d1d152e-7e80-5edf-be93-a8680d6d6728","textbox","Associated activities:",,,,,
"917d87f5-7091-5acc-90b4-f038ed3c4ce3","textbox","Resources Required:",,,,,
"48bded83-759c-5b9e-8dee-e7ea49afbcc0","textbox","Person(s) Responsible:",,,,,
"d1e51675-d356-53f5-bd76-83ae6dd26c37","date","Scheduled Review Date:",,,,,
