"Id","Type","Name","Values","Prompting Name","Prefix","Usage Count","Resource Id"
"c5dc7d7c-df99-5ec2-a589-b436df406a75/2","checklist-flat","010SAF_08 SWMS","","010SAF_08 SWMS",,3,"9eca8bf4-9616-427d-bf93-0c156542c6f1"
"a1c9d02b-1fdf-5e00-bcb7-56aeec761826","checkpoint","1. INDUCTION - Attach your signature to confirm you have completed the Principle Contractor's Induction.",,,,,
"d39621b2-57eb-545c-b19b-913b988ebada","signoff","By signing I confirm I have completed the Principal Contractors induction.",,,,,
"93e7a6a9-2417-5a63-a628-5bbbe7c40d86","checkpoint","2. ALL STAFF",,,,,
"cbaa5304-d926-5145-abea-643403fc7075","note","003G Using Platform Ladders",,,,,
"4c0dcfe7-d8a0-5008-bd8b-d7bc54f1ac2a","note","004G Inhalation of Respirable Crystalline Silica",,,,,
"1117a6d0-9a4c-5b98-b403-d22a7b5ad3a6","note","005G Working at Heights",,,,,
"68979298-f5d8-548e-baec-8741d208ed87","note","006G Working at Heights Rescue Plan",,,,,
"1e1b9f0c-d012-59f5-9748-6f1fbc413551","signoff","By signing I confirm I have read and understood ALL the SWMS documents listed above. I have reviewed these documents onsite with my supervisor and I have signed the hard copy.",,,,,
"d3e29984-ceb2-515c-9230-7a6de1161462","checkpoint","3. WET FIRE TECHNICIANS",,,,,
"b4e0d11c-383a-5193-a4d8-06886c652d7b","note","019T Pressure Testing of Pipework",,,,,
"543f3f86-57b8-5b16-b786-9b1a07dba3bc","note","020T Sprinkler System and Associated Pump Test",,,,,
"e8307916-4807-52bf-87e5-102669e43c3f","note","021T Hydrostatic and Flow Testing of Pipework",,,,,
"b9ed5514-0cad-5767-9bc2-787d09c4b91b","note","022T Fire Rating",,,,,
"3eda0a35-e17c-5ffa-8f13-550cbe45fa28","note","023T Fire Alarm and Emergency Warning Systems Testing",,,,,
"6a966737-d7b0-592b-adaf-4fd6c5c1ce28","note","024T Commissioning and Testing of Hydrant System and Booster Area",,,,,
