type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Distribution Board Post-livening Check Sheet,,,,,,Distribution Board Post-livening Check Sheet
checkpoint-no-status,Switchboard,,,,,,
textbox,Switchboard name,,,,,,
textbox,Location,,,,,,
checkpoint,Confirm Distribution Board Pre-livening Check sheet is complete,,,,,,
checkpoint,Isolate all subcircuits and switches,,,,,,
checkpoint,Turn on supply and confirm the correct voltage is present,,,,,,
textbox,R-N,,,,,,
textbox,W-N,,,,,,
textbox,B-N,,,,,,
textbox,R-E,,,,,,
textbox,W-E,,,,,,
textbox,B-E,,,,,,
textbox,N-E,,,,,,
textbox,R-W,,,,,,
textbox,R-B,,,,,,
textbox,W-B,,,,,,
checkpoint,Confirm the correct polarity,,,,,,
checkpoint,"R, W, B, N",,,,,,
checkpoint,N-E,,,,,,
checkpoint,Record impedance,,,,,,
textbox,R-E,,,,,,
textbox,W-E,,,,,,
textbox,B-E,,,,,,
checkpoint,Phase rotation,,,,,,
checkpoint,"Confirm all adjustable circuit breaker settings are recorded and correct									",,,,,,
textbox,Settings,,,,,,
checkpoint,Confirm switchboard is ready to be put into service ,,,,,,
checkpoint,Special Conditions,,,,,,
textbox,Conditions,,,,,,
checkpoint,Tested ,,,,,,
textbox,Tested By ,,,,,,
checkpoint,Confirm Ready To Be Livened,,,,,,
signoff,Request Confirmation,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Lightning Protection earth Check Sheet,,,,,,Lightning Protection earth Check Sheet
checkpoint,"Earth Location		",,,,,,
textbox,"Give a description of the main earth (peg or pegs, buried conductor, building reinforcing etc) and the point at which the tests will be carried out",,,,,,
checkpoint,Main Earth Lead,,,,,,
textbox,Record the size and type of conductor installed as the main earth lead from the main earth electrode to the MSB earth bar and describe its route,,,,,,
checkpoint,Test Results,,,,,,
note,Using an Earth Test Measuring Device record the resistance of the main earth,,,,,,
textbox,Type of tester ,,,,,,
textbox,Serial No.,,,,,,
textbox,Earth resistance ,,,,,,
checkpoint,Confirm that main earth has 'Do Not Disconnect' labels fitted,,,,,,
checkpoint,Dynasphere,,,,,,
textbox,"Give a discription of the location, mounting and cable route of the dynasphere and conductor",,,,,,
checkpoint,All terminatons are made and secure,,,,,,
checkpoint,Dynasphere pole is seismically restrained and secure,,,,,,
checkpoint,Special Conditions,,,,,,
textbox,Conditions,,,,,,
checkpoint,Tested By,,,,,,
textbox,Tested by ,,,,,,
,,,,,,,
checklist-flat,Pre - Livening Cable Installation Check Sheet,,,,,,Pre - Livening Cable Installation Check Sheet - Three Phase
checkpoint-no-status,Cable,,,,,,
textbox,Cable name,,,,,,
checkpoint,Cable Details,,,,,,
textbox,Cable runs from,,,,,,
textbox,Cable runs to ,,,,,,
textbox,Conductor material ,,,,,,
textbox,"Cores (eg4c, 4x1 C)",,,,,,
textbox,Conductor size ,,,,,,
textbox,Earth conductor size,,,,,,
textbox,Conductor insulation ,,,,,,
textbox,Breaker size (A),,,,,,
checkpoint,Prior to any testing ensure cable terminations are isolated and safe.,,,,,,
note,Using a 500VDC volt insulation tester test and record the resistance between,,,,,,
textbox,Red to Earth ,,,,,,
textbox,White to Earth ,,,,,,
textbox,Blue to Earth ,,,,,,
textbox,Neutral to Earth ,,,,,,
checkpoint,If cable is disconnected test between conductors of cable,,,,,,
textbox,Red to White,,,,,,
textbox,Red to Blue,,,,,,
textbox,White to Blue,,,,,,
textbox,Red to Neutral,,,,,,
textbox,White to Neutral ,,,,,,
textbox,Blue to Neutral ,,,,,,
checkpoint,Confirm Cable Continuity Phase ID & Polarity,,,,,,
textbox,Red Phase,,,,,,
textbox,White Phase,,,,,,
textbox,Blue Phase,,,,,,
textbox,Neutral,,,,,,
textbox,Earth ,,,,,,
checkpoint,Special Conditions,,,,,,
textbox,Conditions,,,,,,
checkpoint,Tested By,,,,,,
textbox,Tested by ,,,,,,
checkpoint,Confirm ready to be livened,,,,,,
,,,,,,,
checklist,Second Fix Check Sheet,,,,,,Second Fix Check Sheet
section,Second Fix Checks,,,,,,
checkpoint,"Light fittings, correct fitting installed as per luminaire schedule , fitting seismically restrained as per design.",,,,,,
checkpoint,All power points installed and cover plates installed.,,,,,,
checkpoint,"Emergency fittings, correct fitting installed as per luminaire schedule and all fittings individually identified.",,,,,,
checkpoint,All PIR sensors in the core installed and operating correctly.,,,,,,
checkpoint,Confirm as-builts,,,,,,
checkpoint,Checked and completed,,,,,,
,,,,,,,
checklist-flat,Main Earth Check Sheet,,,,,,Main Earth Check Sheet
checkpoint,Stake or Array #,,,,,,
textbox,#,,,,,,
checkpoint,Test Conditions,,,,,,
button,Ambient air condition,"Dry ,Humid",,,,,
button,Ground condition ,"Dry ,Wet",,,,,
checkpoint,List any other special conditions or circumstances that should be noted as at the time of test.,,,,,,
textbox,:,,,,,,
checkpoint,"Earth Location		",,,,,,
textbox,"Give a description of the main earth (peg or pegs, buried conductor, building reinforcing etc) and the point at which the tests will be carried out.",,,,,,
checkpoint,Main Earth Lead,,,,,,
textbox,Record the size and type of conductor installed as the main earth lead from the main earth electrode to the MSB earth bar and describe its route.,,,,,,
checkpoint,Test Results,,,,,,
note,Using an Earth Test Measuring Device record the resistance of the main earth.,,,,,,
textbox,Type of tester ,,,,,,
textbox,Serial No.,,,,,,
textbox,Earth resistance ,,,,,,
checkpoint,Confirm that main earth has 'Do Not Disconnect' labels fitted,,,,,,
,,,,,,,
checklist-flat,Test Results ,,,,,,Test Results 
checkpoint,Tested and Witnessed,,,,,,
textbox,Tested By,,,,,,
textbox,Witnessed By,,,,,,
,,,,,,,
checklist-flat,Subcircuit test results,,,,,,Subcircuit test results
checkpoint-no-status,Circuit,,,,,,
textbox,Circuit Name,,,,,,
textbox,Current rating,,,,,,
tickbox,Single phase/Three phase,,,,,,
tickbox,RCD,,,,,,
textbox,RCD mA rating,,,,,,
checkpoint,Pre-live tests,,,,,,
checkpoint,Check all field wiring and devices are safe and installed,,,,,,
textbox,Continity between Earth and Phase,,,,,,
textbox,Insulation resistance between P/E,,,,,,
textbox,Insulation resistance between N/E,,,,,,
checkpoint,Terminate phase cables and neutral into switchgear/neutral bar,,,,,,
checkpoint,Tested & Passed,,,,,,
textbox,Tested By,,,,,,
checkpoint,Post-live tests,,,,,,
checkpoint,Earth Loop Impedance  - See selection below for Impedance Values for type C MCB's AS/NZS3000:2007 Table 8.1,,,,,,
textbox,Max Allowed,,,,,,
textbox,P/E,,,,,,
