type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-248-STR-CPD-Bridge expansion joints,itp,,,,,ITP-248-STR-CPD-Bridge expansion joints Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-248-STR-CPD - Bridge expansion joints,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: CPD - Bridge expansion joints,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 248-STR,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 4/04/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Will McCuskey,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 660 January 2018,,,,,,,,,,,,,,,,,,,,,,
label,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 691 November 2018,,,,,,,,,,,,,,,,,,,,,,
label,1.3 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - AC-AR Installation Guide,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries-Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Expansion Joint Components,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings VR 660.03, VR 691.15",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Where applicable the joint material including joint sealant shall match the drawings or be an equivalent product,,,,,,,,,,,,,,,,,,,,,,
label,"○ All material shall be brought to site in the original preformed rolls or unopened cans clearly labelled with the manufacturer’s name, product type, reference and batch numbers.",,,,,,,,,,,,,,,,,,,,,,
label,○ The Contractor shall provide a certificate from the manufacturer for each batch of waterproofing membrane and primer material confirming:,,,,,,,,,,,,,,,,,,,,,,
label, (a) manufacturer’s name and address,,,,,,,,,,,,,,,,,,,,,,
label, (b) product reference,,,,,,,,,,,,,,,,,,,,,,
label, (c) batch number of identification,,,,,,,,,,,,,,,,,,,,,,
label, (d) quantity manufactured in the batch,,,,,,,,,,,,,,,,,,,,,,
label, (e) date of manufacture.,,,,,,,,,,,,,,,,,,,,,,
label,"○ All waterproofing membrane materials to be used on the works shall be free from contamination, gelling, drying out, heavy skin formation and severe segregation of ingredients.",,,,,,,,,,,,,,,,,,,,,,
label,○ Attach Delivery dockets/Proof of purchase,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review/Inspection,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Where applicable, for each element",,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,3. Preliminaries-Procedures,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Expansion Joint Design,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings VR 660.03,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The expansion joint system shall match the drawings.,,,,,,,,,,,,,,,,,,,,,,
label,"○ Where applicable, the joint sealant shall match the Drawings and installation manual",,,,,,,,,,,,,,,,,,,,,,
label,○ Specify the Joint type:,,,,,,,,,,,,,,,,,,,,,,
label, — AC-AR-125D for road,,,,,,,,,,,,,,,,,,,,,,
label, — P2-100D for SUP and Footpath,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Where applicable, once, within 4 weeks of acceptance of tender",,,,,,,,,,,,,,,,,,,,,,
label,Category - WP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,4. Pre-construction Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Expansion Joint Installation Temperature,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR 660.04,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - The bridge temperature shall be measured at the time of installation and where it differs by more than ±5°C from 20°C , shall be adjusted by the calculated values provided by the designers.",,,,,,,,,,,,,,,,,,,,,,
label,○ Installation Temperature = 150 - 250 Celcius,,,,,,,,,,,,,,,,,,,,,,
label,Method - Measure,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - At the time of installation,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.2 - Cast-in anchor inspection,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR 660.04,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Prior to casting deck conrete, the conctractor is to ensure that there is no conflict between the joint anchors, the deck reinforcement and any embedment. ",,,,,,,,,,,,,,,,,,,,,,
label,○ Reinforcement surrounding embedded anchorages shall be in achordance with the design requirements of the joint design,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to casting,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.3 - Post-pour Inspection of Expansion Joint Bearing Surface,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR 660.04,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The faces of the concrete under the full length of the expansion joint shall be inspected for the presence of voids and other imperfections.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to joint sealant (where applicable),,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
section,5. Construction Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.1 - Expansion Joint Placement- Anchor Bolts,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings, AC-AR Installation Manual",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - After concrete strength is in excess of 30MPa, the anchor bolts can be tightenedvia the snug tight plus part turn method or with a claibrated torque wrench.",,,,,,,,,,,,,,,,,,,,,,
label,○ As per installation manual:,,,,,,,,,,,,,,,,,,,,,,
label, — Part turn method: Snug tight + half turn,,,,,,,,,,,,,,,,,,,,,,
label, — Calibrated torque wrench: 400Nm,,,,,,,,,,,,,,,,,,,,,,
label,○ Attach: torque wrench calibration certificate,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - AC-AR 125D (Road section) joints,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.2 - Expansion Joint Placement-Coverplate,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawing,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Aluminium checker plate is installed with M12 Cuntersunk bolts as specified in the drawings,,,,,,,,,,,,,,,,,,,,,,
label,Method - Inspection,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - P2-100D (SUP and Fottpath) Joints,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.3 - Expansion Joint Placement,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings, AC-AR Installation Manual VR 660.04",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Check compliance with the Drawings, installation manual and tolerances:",,,,,,,,,,,,,,,,,,,,,,
label,○ Joint gap = ±3mm (38mm is specified on the drawings),,,,,,,,,,,,,,,,,,,,,,
label,○ Deviation from plan alignment = 5mm max.,,,,,,,,,,,,,,,,,,,,,,
label,○ Deviation of top surfaces (step) = 0mm to -2mm when measured perpendicular with a 2.5m straight edge,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
