resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Package 2,,,,,,,,
,step,,,,G02,,,,,,,
ON SITE INSPECTION (G02 - 79 Balustrade),checklist,,,,,79,,,,,,
ON SITE INSPECTION (G02 - 80 Sunshades),checklist,,,,,80,,,,,,
,step,,,,G11,,,,,,,
ON SITE INSPECTION (G11 - 091 Horizt Sunshading & s),checklist,,,,,91,,,,,,
ON SITE INSPECTION (G11 - 092 Horizt Sunshading & st),checklist,,,,,92,,,,,,
,step,,,,G12,,,,,,,
ON SITE INSPECTION (G12 - 123 Horizt Sunshading & s),checklist,,,,,123,,,,,,
ON SITE INSPECTION (G12 - 124 Horizt Sunshading & s),checklist,,,,,124,,,,,,
,step,,,,G24,,,,,,,
ON SITE INSPECTION (G24 - 122 Horizt Sunshading & s),checklist,,,,,122,,,,,,
,step,,,,G25,,,,,,,
ON SITE INSPECTION (G25 - 115 Horizt Sunshading & s),checklist,,,,,115,,,,,,
ON SITE INSPECTION (G25 - 116 Horizt Sunshading & s),checklist,,,,,116,,,,,,
ON SITE INSPECTION (G25 - 117 Horizt Sunshading & s),checklist,,,,,117,,,,,,
,step,,,,G26,,,,,,,
ON SITE INSPECTION (G26 - 110 Balustrade),checklist,,,,,110,,,,,,
ON SITE INSPECTION (G26 - 111 Artwork),checklist,,,,,111,,,,,,
ON SITE INSPECTION (G26 - 112 Horizt Sunshading & s),checklist,,,,,112,,,,,,
ON SITE INSPECTION (G26 - 113 Vertical Sunshading &),checklist,,,,,113,,,,,,
,step,,,,G45,,,,,,,
ON SITE INSPECTION (G45 - 106 Balustrade),checklist,,,,,106,,,,,,
ON SITE INSPECTION (G45 - 108 Vertical Sunshade),checklist,,,,,108,,,,,,
