resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,BUILDING-E,,,,,,,,
,,,,step,,,,Level-2,,,,,,,
,,,,step,,,,, Wall Closure,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E201,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E202,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E203,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E204,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E205,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E206,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E207,,,,,
,,,,step,,,,, Ceiling Closure,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E201,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E202,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E203,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E204,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E205,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E206,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E207,,,,,
Duct Installation Checklist [C],Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Level-3,,,,,,,
,,,,step,,,,, Wall Closure,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E301,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E302,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E303,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E304,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E305,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E306,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E307,,,,,
,,,,step,,,,, Ceiling Closure,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E301,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E302,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E303,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E304,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E305,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E306,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E307,,,,,
Duct Installation Checklist [C],Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Level-4,,,,,,,
,,,,step,,,,, Wall Closure,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E401,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E402,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E403,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E404,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E405,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,E406,,,,,
,,,,step,,,,, Ceiling Closure,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E401,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E402,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E403,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E404,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E405,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,E406,,,,,
Duct Installation Checklist [C],Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Retail,,,,,,,
,,,,step,,,,, Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,Retail 03,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,Retail 04,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,Retail 05,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,Retail 06,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,Retail 07,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,Medical Center,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,Comms Room,,,,,
,,,,step,,,,, Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Retail 03,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Retail 04,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Retail 05,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Retail 06,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Retail 07,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Medical Center,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Comms Room,,,,,
Duct Installation Checklist [C],Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
