type,name,values,prefix,postfix,usage count,user addable,template name,,
checklist-flat,Add New Task,,,,,,,,
checkpoint,Installation checked-off as below,,,,,,,,
,,,,,,,,,
checklist-flat,Temporary Plumbing Installation,,,,,,,,
checkpoint,Check installation materials are used in accordance with manufacturer instructions,,,,,,,,
checkpoint,Check for damage & leaks,,,,,,,,
checkpoint,Check pipe & fittings are new (not used),,,,,,,,
checkpoint,Check crimp fittings are correct,,,,,,,,
checkpoint,Check sanitary waste pipes are glued (no duct tape joints),,,,,,,,
checkpoint,Check for cross connections,,,,,,,,
checkpoint,Check backflow prevention is correct,,,,,,,,
checkpoint,Check tempering valves are correct,,,,,,,,
checkpoint,Check tanks are installed correctly,,,,,,,,
checkpoint,Check pumps operation and set points are correct,,,,,,,,
checkpoint,Check any open ends are sealed,,,,,,,,
checkpoint,Check all fixtures & tapware operation & controls are correct,,,,,,,,
,,,,,,,,,
checklist-flat,Drainage Installation (In-ground),,,,,,,,
checkpoint,Installation complies with current AS/NZS-3500 (2018),,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,,
checkpoint,Installation materials were used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Check for damage & leaks,,,,,,,,
checkpoint,Check existing services are confirmed & located,,,,,,,,
checkpoint,"Check pipe sizes, materials & joining methods are corrrect",,,,,,,,
checkpoint,Check Authority connections are correct,,,,,,,,
checkpoint,"Check pipe alignment, inverts levels & finished levels are correct",,,,,,,,
checkpoint,Check pipe bedding & clearances are correct,,,,,,,,
checkpoint,"Check pits, grates & covers alignment & finished levels are correct",,,,,,,,
checkpoint,Check stainless steel hangers & clips are correct (if specified),,,,,,,,
checkpoint,Check inspection openings are correct,,,,,,,,
checkpoint,Check pipework & traps are clear of debris,,,,,,,,
checkpoint,Check open ends are sealed,,,,,,,,
checkpoint,Check pipe trench marking tape is correct (if specified),,,,,,,,
checkpoint,Check trench backfill & compaction is correct,,,,,,,,
checkpoint,Check test carried out & is correct,,,,,,,,
checkpoint,Check floor/wall penetration fire proofing is correct,,,,,,,,
checkpoint,Check Authority acceptance & sign-off has been provided,,,,,,,,
,,,,,,,,,
checklist-flat,Stack & Vent Installation,,,,,,,,
checkpoint,Installation complies with current AS/NZS-3500 (2018),,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,,
checkpoint,Installation materials were used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Check for damage & leaks,,,,,,,,
checkpoint,"Check pipe location, alignment & invert levels are correct",,,,,,,,
checkpoint,"Check pipe sizes, materials & joining methods are corrrect",,,,,,,,
checkpoint,Check branch junctions alignment & invert levels are correct,,,,,,,,
checkpoint,"Check bolted clips, hangers & anchors are correct",,,,,,,,
checkpoint,Check pipe separation & clip spacings are correct,,,,,,,,
checkpoint,Check expansion joints & floor brackets are correct,,,,,,,,
checkpoint,Check stack bends offset & fixings are correct,,,,,,,,
checkpoint,Check inspection openings are correct,,,,,,,,
checkpoint,Check cross vents & locations are correct,,,,,,,,
checkpoint,Check pipework is clear of debris,,,,,,,,
checkpoint,Check open ends are sealed,,,,,,,,
checkpoint,Check acoustic insulation is correct (if specified),,,,,,,,
checkpoint,Check pipe labelling & flow direction is correct,,,,,,,,
checkpoint,Check floor/wall penetration fire proofing is correct,,,,,,,,
checkpoint,Check test carried out & is correct,,,,,,,,
,,,,,,,,,
checklist-flat,Waste & Vent Installation,,,,,,,,
checkpoint,Installation complies with current AS/NZS-3500 (2018),,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,,
checkpoint,Installation materials were used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Check for damage & leaks,,,,,,,,
checkpoint,"Check pipe location, alignment & invert levels are correct",,,,,,,,
checkpoint,Check traps & clearance levels are correct,,,,,,,,
checkpoint,"Check pipe sizes, materials & joining methods are corrrect",,,,,,,,
checkpoint,"Check bolted clips, hangers & anchors are correct",,,,,,,,
checkpoint,Check pipe separation & clip spacings are correct,,,,,,,,
checkpoint,Check in-wall fixture mounting brackets height & locations are correct,,,,,,,,
checkpoint,Check in-wall waste pipes & vent heights are correct,,,,,,,,
checkpoint,Check inspection openings are correct,,,,,,,,
checkpoint,Check pipework & traps are clear of debris,,,,,,,,
checkpoint,Check open ends are sealed,,,,,,,,
checkpoint,Check acoustic insulation is correct (if specified),,,,,,,,
checkpoint,Check pipe labelling & flow direction is correct,,,,,,,,
checkpoint,Check floor/wall penetration fire proofing is correct,,,,,,,,
checkpoint,Check test carried out & is correct,,,,,,,,
checkpoint,Check Authority acceptance & sign-off has been provided,,,,,,,,
,,,,,,,,,
checklist-flat,Cast-in Waste & Vent Installation,,,,,,,,
checkpoint,Installation complies with current AS/NZS-3500 (2018),,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,,
checkpoint,Installation materials were used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Check materials to be used are able to withstand concrete curing temperatures,,,,,,,,
checkpoint,Check for damage & leaks,,,,,,,,
checkpoint,"Check pipe location, alignment & invert levels are correct",,,,,,,,
checkpoint,"Check pipe sizes, materials & joining methods are corrrect",,,,,,,,
checkpoint,"Check bolted clips, hangers & anchors are correct",,,,,,,,
checkpoint,Check pipe separation & clip spacings are correct,,,,,,,,
checkpoint,Check pipework & traps are clear of debris,,,,,,,,
checkpoint,Check open ends are sealed,,,,,,,,
checkpoint,Check expansion wrapping is correct (if specified),,,,,,,,
checkpoint,Check floor/wall penetration fire proofing is correct,,,,,,,,
checkpoint,Check test carried out & is correct,,,,,,,,
,,,,,,,,,
checklist-flat,Downpipe & Overflow Installation,,,,,,,,
checkpoint,Installation complies with current AS/NZS-3500 (2018),,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,,
checkpoint,Installation materials were used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Check for damage & leaks,,,,,,,,
checkpoint,"Check pipe location, alignment & invert levels are correct",,,,,,,,
checkpoint,"Check pipe sizes, materials & joining methods are corrrect",,,,,,,,
checkpoint,Check branch junctions alignment & invert levels are correct,,,,,,,,
checkpoint,"Check bolted clips, hangers & anchors are correct",,,,,,,,
checkpoint,Check pipe separation & clip spacings are correct,,,,,,,,
checkpoint,Check expansion joints & floor brackets are correct,,,,,,,,
checkpoint,Check downpipe offsets & fixings are correct,,,,,,,,
checkpoint,"Check connections to rain water outlets, gutters & tanks are correct",,,,,,,,
checkpoint,Check inspection openings are correct,,,,,,,,
checkpoint,Check pipework is clear of debris,,,,,,,,
checkpoint,Check open ends are sealed,,,,,,,,
checkpoint,Check acoustic insulation is correct (if specified),,,,,,,,
checkpoint,Check pipe labelling & flow direction is correct,,,,,,,,
checkpoint,Check floor/wall penetration fire proofing is correct,,,,,,,,
checkpoint,Check test carried out & is correct,,,,,,,,
,,,,,,,,,
checklist-flat,Pump Line Installation,,,,,,,,
checkpoint,Installation complies with current AS/NZS-3500 (2018),,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,,
checkpoint,Installation materials were used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Check for damage & leaks,,,,,,,,
checkpoint,"Check pipe location, alignment & invert levels are correct",,,,,,,,
checkpoint,"Check pipe sizes, materials & joining methods are corrrect",,,,,,,,
checkpoint,"Check bolted clips, hangers & anchors are correct",,,,,,,,
checkpoint,Check pipe separation & clip spacings are correct,,,,,,,,
checkpoint,Check thrust bracing is correct,,,,,,,,
checkpoint,Check isolation valves are correct,,,,,,,,
checkpoint,Check reflux valves & directions of flow are correct,,,,,,,,
checkpoint,Check pipework is clear of debris,,,,,,,,
checkpoint,Check open ends are sealed,,,,,,,,
checkpoint,Check acoustic insulation is correct (if specified),,,,,,,,
checkpoint,Check pipe labelling & flow direction is correct,,,,,,,,
checkpoint,Check floor/wall penetration fire proofing is correct,,,,,,,,
checkpoint,Check test carried out & is correct,,,,,,,,
,,,,,,,,,
checklist-flat,Suction Line Installation,,,,,,,,
checkpoint,Installation complies with current AS/NZS-3500 (2018),,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,,
checkpoint,Installation materials were used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Check for damage & leaks,,,,,,,,
checkpoint,"Check pipe location, alignment & invert levels are correct",,,,,,,,
checkpoint,"Check pipe sizes, materials & joining methods are corrrect",,,,,,,,
checkpoint,"Check bolted clips, hangers & anchors are correct",,,,,,,,
checkpoint,Check pipe separation & clip spacings are correct,,,,,,,,
checkpoint,Check thrust bracing is correct,,,,,,,,
checkpoint,Check isolation valves are correct,,,,,,,,
checkpoint,Check reflux valves & directions of flow are correct,,,,,,,,
checkpoint,Check pipework is clear of debris,,,,,,,,
checkpoint,Check open ends are sealed,,,,,,,,
checkpoint,Check acoustic insulation is correct (if specified),,,,,,,,
