Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
EXTERIOR,,,,,,
,Scope,,,Exterior,,
,Rows,,,,,
,,Building,dynamic,Building,Exterior,
,Columns,,,,,
,,Exterior apartment wall lighting prewired,,Exterior apartment wall lighting prewired,,
,,Cable seal applied pre cladding,,Cable seal applied pre cladding,,
,,Exterior apartment wall lighting installed & connected,,Exterior apartment wall lighting installed and connected,,
,,Light fittings cleaned & sealed against water ingress,,Light fittings cleaned and sealed against water ingress,,
,,Cable seal applied pre cladding,,Cable seal applied pre cladding,,
,,Exterior apartment wall lighting installed & connected,,Exterior apartment wall lighting installed and connected,,
,,Light fittings cleaned & sealed against water ingress,,Light fittings cleaned and sealed against water ingress,,
,,,,,,
INTERIOR - Level 1 to Level 3,,,,,,
,Scope,,,Interior,,
,Rows,,,,,
,,Level 1 ,dynamic,Level 1 ,Interior,
,,Level 2,dynamic,Level 2,Interior,
,,Level 3,dynamic,Level 3,Interior,
,Columns,,,,,
,,Correct size cabling installed & run into room as per updated db schedule ,,Correct size cabling installed and run into room as per updatred db schedule ,,
,,Setout + flushboxes installed/complete as per architectural drawings ,,Setout + flushboxes installed/complete as per architectural drawings ,,
,,Lighting prewired for dimming as per updated drawing,,Lighting prewired for dimming as per updated drawing,,
,,Lighting prewired,,Lighting prewired,,
,,Light switches connected correctly & swtiching correctly,,Light switches connected correctly and swtiching correclty ,,
,,Lighting installed & connected,,Lighting installed and connected,,
,,Subcircuits prewired & tied back to db,,Subcircuits prewired and tied back to db,,
,,Conduit installed where required,,Conduit installed where required,,
,,Subcircuits terminated at floor dbs ,,Subcircuits terminated at floor dbs ,,
,,Switches/controls installed/connected,,Switches/controls installed/connected,,
,,Power outlets terminated,,Power outlets  terminated,,
,,Correct earthing size cable installed & ceiling grid bonded,,Correct earthing size cable installed and ceiling grid bonded ,,
,,,,,,
INTERIOR - Containment,,,,,,
,Scope,,,Interior,,
,Rows,,,,,
,,Containment,dynamic,Containment,Interior,
,Columns,,,,,
,,Cable tray installed at high level,,Cable tray installed at high level,,
,,Cable tray droppers installed on ceiling/wall,,Cable tray droppers installed on ceiling/wall,,
,,Bonding completed and connected with correct earth size ,,Bonding completed and connected with correct earth size ,,
,,Seismic installed where required as per kcl certified design,,Seismic installed where required as per kcl certified design,,
,,Bonding completed & connected with correct size,,Bonding completed and connected with correct size ,,
,,Catenary wires installed,,Catenary wires installed,,
,,Catenary wire correctly supported,,Catenary wire correctly supported,,
,,Subcircuits cable tied and supported,,Subcircuits cable tied and supported,,
,,,,,,
DISTRIBUTION,,,,,,
,Scope,,,Distribution,,
,Rows,,,,,
,,Level 1,dynamic,Level 1,Distribution,
,,Level 2,dynamic,Level 2,Distribution,
,,Level 3,dynamic,Level 3,Distribution,
,Columns,,,,,
,,Installation completed & securely mounted,,Installation completed and securely mounted,,
,,Submains terminated,,Submains terminated,,
,,Subcircuits terminated including labelling/ferrules to all cores,,Subcircuits terminated including labelling/ferrules to all cores,,
,,Earthing/bonding terminated,,Earthing/bonding terminated,,
,,Db schedule completed,,Db schedule completed,,
,,Sb test sheet completed,,Sb test sheet completed,,
,,Earthing test sheet completed,,Earthing test sheet completed,,
,,Distribution board test sheet completed,,Distribution board test sheet completed,,
,,Db schedule installed,,Db schedule installed,,
,,Clean of all debris and marks,,Clean of all debri and marks,,
,,,,,,
DISTRIBUTION - Lighting Controls/Communal Boards,,,,,,
,Scope,,,Distribution,,
,Rows,,,,,
,,Level 1,dynamic,Level 1 (Lighting Controls/Communal Boards),Distribution,
,,Level 2,dynamic,Level 2 (Lighting Controls/Communal Boards),Distribution,
,,Level 3,dynamic,Level 3 (Lighting Controls/Communal Boards),Distribution,
,Columns,,,,,
,,Lighting prewired - incl dali,,Lighting prewired - incl dali,,
,,Lighting installed & connected,,Lighting installed and connected,,
,,Emergency lighting prewired,,Emergency lighting prewired,,
,,Emergency lighting installed,,Emergency lighting installed,,
,,Exit lighting prewired,,Exit lighting prewired,,
,,Exit lighting installed,,Exit lighting installed,,
,,Cbus sensors prewired,,Cbus sensors prewired,,
,,Cbus sensors installed,,Cbus sensors installed,,
,,Lighting controlled as per zone areas & specified times,,Lighting controlled as per zone areas and specified times,,
,,Subcircuits prewired & tied back to db,,Subcircuits prewired and tied back to db,,
,,Conduit installed where required,,Conduit installed where required,,
,,Subcircuits terminated at db,,Subcircuits terminated at db,,
,,Power outlets isolators terminated,,Power outlets isolators terminated,,
,,Fixed wired appliances connected & bonded accordingly,,Fixed wired appliances connected and bonded accordingly,,
,,,,,,
BATHROOM PODS,,,,,,
,Scope,,,Bathroom Pods,,
,Rows,,,,,
,,Level 1,dynamic,Level 1,Bathroom Pods,
,,Level 2,dynamic,Level 2,Bathroom Pods,
,,Level 3,dynamic,Level 3,Bathroom Pods,
,Columns,,,,,
,,Correct cabling installed as per e cubed updated electrical drawings,,Correct cabling installed as per e cubed updated electrical drawings,,
,,Cabling meets install requirement,,Cabling meets install requirment,,
,,Cabling brought out through correct location,,Cabling brought out through correct location. ,,
,,Correct earthing cable size installed (4mm2),,Correct earthing cable size installed (4mm2),,
,,Conduct insulation test on all pre installed cables by others ,,Conduct insulation test on all pre installed cables by others ,,
,,Conduct continuity test on all pre installed cables by others ,,Conduct continuity test on all pre installed cables by others ,,
,,Confirm all pod cables run back to provided connect point,,Confirm all pod cables run back to provided connect point,,
,,Coc issued by workshop construction for cabling installed,,Coc issued by workshop construction for cabling installed,,
,,Lights and light switches installed/terminated as per e cube pod wiring,,Lights and light switches iinstalled/terminated as per e cube pod wiring,,
,,Power circuits installed/terminated as per e cube pod wiring ,,Power circuits installed/terminated as per e cube pod wiring ,,
,,,,,,
COMMISSIONING,,,,,,
,Scope,,,Commissioning,,
,Rows,,,,,
,,Communal Distribution,dynamic,Switchboard,Communal Distribution,Commissioning
,,Level 1,dynamic,Commissioning,,
,,Level 2,dynamic,Commissioning,,
,,Level 3,dynamic,Commissioning,,
,Columns,,,,,
,,Switchboard test sheet completed,,Switchboard test sheet completed and added to Dropbox,,
,,"Db schedule completed, installed into db",,"Db schedule completed, installed into db and added to Dropbox",,
,,Distribution board test sheet completed,,Distribution board test sheet completed and added to Dropbox,,
,,Subcircuit commissioning results sheet completed,,Subcircuit commissioning results sheet completed and added to Dropbox,,
,,Distribution board check sheet completed,,Distribution board check sheet completed and added to Dropbox,,
,,Earthing test sheet completed,,Earthing test sheet completed and added to Dropbox,,
,,Emergency lighting test sheet completed,,Emergency lighting test sheet completed and added to Dropbox,,
,,Timeclock test sheet completed,,Timeclock test sheet completed and added to Dropbox,,
,,Board free from debris/no marks/all accessories installed,,"Board free from debri, no marks, all accessories installed",,
,,Labelling completed on all field outlets/switches/isolators,,"Labelling completed on all field outlets, switches and isolators etc",,
,,Lights connected to correct circuits and dali cables ,,Lights connected to correct circuits and dali cables ,,
,,Dali cables connected correctly to dali lights/control board,,Dali cables connected correctly to dali lights and control board and ready to liven,,
,,All power circuits connected,,All power circuits connected and ready to liven ,,
,,Subcircuits terminated at floor dbs,,Subcircuits terminated at floor dbs and ready to liven,,
,,Controls installed and connected in db controls,,Controls installed and connected in db controls and ready to liven,,
,,Power outlets terminted,,Power outlets  terminted and ready to liven,,
,,Correct earthing size cable installed & ceiling grid bonded ,,Correct earthing size cable installed and ceiling grid bonded ,,
,,Confirm correct circuit numbers as per updated db schedule,,Confirm correct circuit numbers as per updated db schedule. ,,
,,Bonding is completed & resistance is below 0.5 ohms,,Bonding is completed and resistance is below 0.5 ohms,,
,,Confirm all circuit cables are terminated correctly,,Confirm all circuit cables are terminated correctly and ready to be liven,,
,,Commissioning test sheets completed,,Commissioning test sheets completed and added to Dropbox,,
,,Confirm all communal lighting working as per e cube control zones,,Confirm all communal lighting working as per e cube control zones,,
,,Db control test sheets completed & inserted into db,,Db control test sheets completed and inserted into db and added to Dropbox,,
