Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,f5b959a8-9496-4502-9f36-3c5ce66f64bc,,checklist,Low Voltage Cables - Mains/Submains (Pre-Energisation),,,,346,Yes,Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),1a2bf763-f13f-410e-9133-aa91d91ac29e
checkpoint-group,018edeaf-369d-4f29-b1bf-c91bde4328eb,,section,Pre-requisite Works,,,,,,,
checkpoint-status,23f86157-f72b-4ffa-a768-98665b79837f,,checkpoint,Insulation Damage,,,,,,,
checkpoint-status,57bacc0d-557a-45ca-93e7-ece22f64ffd4,,checkpoint,Correct Type of Termination,,,,,,,
checkpoint-status,9684c7b9-19a0-48c9-b01a-cccbab0659ff,,checkpoint,Correct Cable Size and Labelling,,,,,,,
checkpoint-group,57d6eede-c12c-4a00-be4c-750031f4f70e,,section,Insulation Resistance,,,,,,,
checkpoint-status,0cf19de5-79a4-4ab0-8d41-dc57fd701299,,checkpoint,R-W,,,,,,,
button,9a8a942c-c760-54ab-8156-7f923929fb81,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,,
text,ce678e18-59f2-501b-974a-b76616a2e263,,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,,
checkpoint-status,d4ef7fc9-293d-4bb1-a821-0d89ceace40b,,checkpoint,R-B,,,,,,,
button,1c60b3a6-1e7b-5679-9483-48e4dd4f3da1,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,,
text,dd511f61-20d5-518f-81f4-fc71cc02430e,,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,,
checkpoint-status,88eebd9e-2491-41ab-8bc2-7495c59d63f0,,checkpoint,W-B,,,,,,,
button,00092a90-1d66-57c2-9ac1-af0166a8fdba,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,,
text,ccd93f11-247b-50bb-8940-faffeea99973,,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,,
checkpoint-status,0dbda30a-d146-4689-8032-1a754f027c24,,checkpoint,R-N,,,,,,,
button,c2567637-4493-5346-b1b1-6608d53e6dbe,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,,
text,f42ca530-cdd3-5eec-9abc-41f8a9593ad3,,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,,
checkpoint-status,30776b3e-d58f-4dc9-bb62-41c38d10f98d,,checkpoint,W-N,,,,,,,
button,9e43d7f4-0af4-5ba6-96d7-5ca6707f7408,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,,
text,d3ac676d-4354-5beb-9005-912a85b0d966,,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,,
checkpoint-status,2970f94b-cb79-43a9-9ea1-b18274f0ac88,,checkpoint,B-N,,,,,,,
button,591d006c-3ed7-56f8-8464-c575b772c723,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,,,,
text,4cc71dfc-b209-54b8-bc83-e89b7f48d10d,,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,,,,
checkpoint-status,3d6923be-a1f5-449f-a6e0-8f4ed98390f2,,checkpoint,R-E,,,,,,,
