"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"",,"checklist-flat","Add Site Diary Checklist","","Site Diary",4,"247bf570-2664-4514-97d3-a772e5e9c505"
"",,"checkpoint","Areas of work accessible for the day",,,,
"","e048d81c-b120-5201-90b9-737dc818e2c4","dropdown","Day","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,
"","8b06ec40-8a3c-5890-8eef-2138d0007662","textbox","Date",,,,
"","220bbcf8-26f5-50d0-8333-a92a92c45817","textbox","Year",,,,
"","2ee2d4ff-2e7a-5a32-abbd-16864834758c","textbox","Number of workers on site",,,,
"","f718a78d-8c75-581f-8ecc-f206357c4ca1","textbox","HSR on site today enter name",,,,
"","67e1eae6-6cc5-54f1-9e71-af2e0d4466a4","textbox","First Aider on site today enter name",,,,
"","300a822f-3c8d-5eb4-ace2-997e233cf07a","textbox","Injury on site today enter name",,,,
"",,"checkpoint","Work area 1 details entered",,,,
"","47c51389-20da-5ede-8014-b3d862ef3eaa","textbox","Area",,,,
"","be2d3209-4753-5610-ab16-ae8739025b3a","dropdown","Task","Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,
"","8e3893b8-ed2f-5026-a09c-93c5cb077f2f","textbox","Comments",,,,
"",,"checkpoint-no-value","Work area 2 details entered",,,,
"","c3bf60c1-b562-5b80-a516-8f9ebd4704ed","textbox","Area",,,,
"","4be3a27e-4b3d-586a-b513-ceb15fc40bfe","dropdown","Task","Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,
"","c2b720eb-8138-59ab-8725-672f980b9236","textbox","Comments",,,,
"",,"checkpoint-no-value","Work area 3 details entered",,,,
"","67ba33fd-a2e8-519a-9718-9602c1c22c34","textbox","Area",,,,
"","d67e8a5c-0701-5122-8469-a3f875979c90","dropdown","Task","Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,
"","e0c6f448-ea66-5571-ab37-d4e5b00d7eba","textbox","Comments",,,,
"",,"checkpoint-no-value","Work area 4 details entered",,,,
"","a65ca3a0-57ef-5fca-9a21-6c58979e77b1","textbox","Area",,,,
"","228c593c-8c7b-556a-a358-a302692731ee","dropdown","Task","Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,
"","be73872c-40d0-5fe1-95e7-28fc71abd66b","textbox","Comments",,,,
"",,"checkpoint-no-value","Work area 5 details entered",,,,
"","5c62749c-d156-5f1a-a0db-c1bfbf345bbe","textbox","Area",,,,
"","fb2b9525-bedc-5e79-8595-7d9e44168dbe","dropdown","Task","Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,
"","0f36562c-85d2-5c15-b10e-0e0351ca42a0","textbox","Comments",,,,
"",,"checkpoint-no-value","Work area 6 details entered",,,,
"","df45fc36-050d-52a7-b4de-4c3dfd8b7dc1","textbox","Area",,,,
"","ce639f3d-bbb2-5e33-bfa7-831d0f7f3ce4","dropdown","Task","Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,
"","7a39984c-f43a-5db8-bbb8-67cb3b46d3ad","textbox","Comments",,,,
"",,"checkpoint-no-value","Work area 7 details entered",,,,
"","f56b01be-ce67-517e-9201-21fbb9da80c2","textbox","Area",,,,
"","cd1edc93-5190-52b7-8b91-cd4940a807f6","dropdown","Task","Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,
"","0ce609f8-0e23-570c-84bf-8d4ab1c5a902","textbox","Other",,,,
"",,"checkpoint-no-value","Work area 8 details entered",,,,
"","87fec433-1b39-5b0c-85ab-47b3724894e7","textbox","Area",,,,
"","497f30d6-7d3e-567a-9fde-26ab4d0ca912","dropdown","Task","Columns, Framing, Deck, Walls, Cores, Stripping, Setdown, Upstand, Footings G/Slab, Other",,,
"","64afa6dd-5e29-541b-8f7a-b3eefebb69ef","textbox","Comments",,,,
"",,"checkpoint-no-value","Weather conditions entered",,,,
"","e4a9dd83-8a46-5d40-9016-ecdf1143b19f","dropdown","Conditions:","Fine, Overcast, Showers, Rain, Windy, Hot",,,
"","c4eca12e-6581-575e-a282-008a28f85230","textbox","Min temp predicted",,,,
"","9f6d3c08-4655-5cb2-a2ec-d500dc6aaf2c","textbox","Max temp predicted",,,,
"",,"checkpoint-no-value","Delays from inclemency",,,,
"","f4baf749-c7b9-5264-82f9-225bad01bac5","textbox","Total Hours of delay",,,,
"","c7cb66ed-53d5-5a5a-8876-a70cef304006","dropdown","Conditions:","Rain, Windy, Heat, Other trades,",,,
"",,"checkpoint-no-value","Delays from Builders or Others",,,,
"","afcd53cc-c4ba-599f-8ce0-c3160cb74e57","textbox","Total Hours of delay",,,,
"","c19fccf4-46f7-5cda-af3d-ffd8ba800343","dropdown","Conditions:","Builder, Union, Crane, Scaffold, Steel fixer, PT, Concreter, Earthworks, Safety, Other",,,
"",,"checkpoint","Attach Specific site photos for respective day",,,,

"",,"checklist-flat","Additional Tasks - add as required","","Additional Tasks - add as required ",0,"d9f8af5c-8960-4123-94af-0ad13737f0a1"
"",,"checkpoint","Details of additional tasks - comment below",,,,

"",,"checklist-flat","Daysheets (Labour & Materials) (V.180521)","","Daysheets (Labour & Materials)",19,"257b88e6-d8c7-422c-82b0-3f8a61121ea7"
"",,"checkpoint","Daysheet Completed & Ready for Invoicing",,,,
"","931dd1e9-e6f7-5970-96bc-c5fb9280165b","textbox","Date",,,,
"","3bff79c6-0816-52cd-9e1f-63cee682347c","textbox","Project",,,,
"","fadd42ae-e4b2-55ca-840e-a83ee3ddce8b","textbox","Location",,,,
"","a3f6da3f-5df2-56d2-b92e-0f3d0d2589e6","textbox","Workers Name (Add hours in brackets)",,,,
"","6d361e0f-2263-54e3-b3ca-3bda46ad2f47","textbox","Material 1 (Quantity & Description)",,,,
"","e983444b-af8c-5726-bee7-c484318a6209","textbox","Material 2 (Quantity & Description)",,,,
"","d7bdc89c-6dca-5cc2-8bf8-22fc1c0e86b9","textbox","Material 3 (Quantity & Description)",,,,
"","509caee7-e268-5f5d-ad4b-0812134a7dcd","textbox","Material 4 (Quantity & Description)",,,,
"","6e9d09c8-8a97-5a17-9cdf-0c0915621169","textbox","Material 5 (Quantity & Description)",,,,
"","c20aadcd-5e8c-5e28-a24b-24f5efd5259f","button","Reviewed by Leemark Supervisor"," No,Yes",,,
"","44ff8f03-db9b-5a6b-ace2-12ab20bcdcb2","tickbox","Signature of Builder's Supervisor Added",,,,
"",,"signoff","Signature Added - Click Here",,,,

"",,"checklist-flat","Defect / Issue to be rectified","","ADD new defect / issue to be rectified [RENAME CHECKLIST TO LOCATION & DETAILS OF DEFECT]",0,"6cbd9a50-cfec-432f-b80a-1db719ea5e1e"
"",,"checkpoint","Upload photo of defect / issue to be rectified. Add comments if necessary.",,,,
"",,"checkpoint","Has issue been rectified / defect been closed out? Upload photo",,,,
"","bab1d5a9-a3d7-58ff-a01f-4224a18aac6b","note","Only PASS once issue is rectified / defect is closed out",,,,

"",,"checklist-flat","Document Attachment ITP (V.220421)","","Document Attachment ITP (V.220421)",317,"56efd3ea-529b-4af0-8e0d-bb80c7971da7"
"",,"checkpoint","Documents/Drawings attached for reference - Pass once attached",,,,

"",,"checklist","Handover ITP (V.210521)","","Handover -",0,"b72671e8-0963-40a0-9cb5-f5c176a99e2a"
"",,"section","Design",,,,
"",,"checkpoint","Shop Drawings - Pass once completed",,,,
"","832e67da-21a5-4bff-a614-ded6ee02f68a","note","By: Drawing Office",,,,
"","a807b897-cfc2-4d08-b699-43149a490724","note","Verification Criteria",,,,
"","7e6415f4-81c6-432b-86c1-79c534e06c86","note","AS2118.1-1999 Automatic fire sprinkler systems - Part 1: General Requirements",,,,
"","a3cab5b9-d498-4bb5-affe-940d0927c46e","note","AS2118.6-2012 Automatic fire sprinkler systems - Part 6: Combined sprinkler and hydrant systems in multistorey buildings",,,,
"","8f6f04ea-b0b7-4d64-b2bd-3a5a975d9e02","note","AS2419.1-2005 Fire Hydrant Installations - Part 1: System design, installation and commissioning",,,,
"","2dfe12bb-8bca-4193-bf75-5fc5f671cb57","note","AS2441-2005 Installation of Hosereels",,,,
"","16d5b603-ab35-42ad-9770-57cc5ade304c","note","AS2941-2013 Fixed fire protection installations – Pumpset systems",,,,
"","5c2f365c-5fc9-421d-b37d-0d00433dd0db","note","AS 1670.1-2004 Fire detection, warning, control and intercom systems - System design, installation and commissioning",,,,
"","38ce1596-1ab6-423e-96f1-e873209f614a","note","AS 1670.4-2015 Fire detection warning control and intercom systems - System design installation and commissioning",,,,
"","bfd3c51b-e3b5-4790-b8a7-a00b3b9c9162","note","Project specification (TBC - Once known comment below)",,,,
"","329db4f4-ae0b-4ed6-828f-b659a67f3844","note",".. ..",,,,
"","87b97d3d-ffc9-42ed-88f0-a7e1b4dd1346","note","Quality Control Method",,,,
"","d23ff308-c889-4597-b201-f225961efd18","button","HOLD POINT - Leemark add signature below","Yes, No, N/A",,,
"","3f722a98-2529-4272-a3bc-8237d56231c4","button","Approved by Project Manager","Yes, No, N/A",,,
"","ca9f132d-05c7-49c2-bded-1c222ba25c47","button","Approved by Fire Services Engineer/Builder","Yes, No, N/A",,,
"","1ef7136f-59c3-48ca-a568-17c47e9cbd0b","note","Records: Aconex",,,,
"",,"checkpoint","Hydraulic Calculations - Pass once completed",,,,
"","6e71cb7d-43e7-492f-bf7d-953929ecdb05","note","By: Drawing Office",,,,
"","47045e8a-aa0b-4978-ab3f-c47395e24201","note","Verification Criteria",,,,
"","1d5ca015-d32b-465d-a025-6b830517e738","note","AS2118.1-1999 Automatic fire sprinkler systems - Part 1: General Requirements",,,,
"","d93944b9-6ee2-4e3c-87e8-b88163b1a9f4","note","AS2118.6-2012 Automatic fire sprinkler systems - Part 6: Combined sprinkler and hydrant systems in multistorey buildings",,,,
"","8f18929c-ae21-46a8-806b-b288c82237dc","note","AS2419.1-2005 Fire Hydrant Installations - Part 1: System design, installation and commissioning",,,,
"","cc0cbe1b-bc61-43ef-8dd5-67a900dfab43","note","AS2441-2005 Installation of Hosereels",,,,
"","21edc62f-8fa7-47b3-9a91-ca23c9528d47","note","AS2941-2013 Fixed fire protection installations – Pumpset systems",,,,
"","63242741-23ac-4a83-8fbe-203695e9d300","note","Latest revision FER. (TBC - Once known comment below)",,,,
"","a7f36488-c250-4ffd-9605-fcce532c6d57","note","Project specification. (TBC - Once known comment below)",,,,
"","67951a80-d73d-4e1e-bb29-e72e753cc225","note","Quality Control Method",,,,
"","8be37cc3-1dd8-4a70-a363-f91bbc7b2c93","button","HOLD POINT - Leemark add signature below","Yes, No, N/A",,,
"","88175f6f-1801-436c-af39-cfecb0ef7e2f","button","Approved by Project Manager","Yes, No, N/A",,,
"","9636d55b-2337-408c-be9d-6f1d134fc955","button","Approved by Fire Services Engineer/Builder","Yes, No, N/A",,,
"","248400cf-be50-4f31-9670-018f62e84793","note","Records: Aconex",,,,
"",,"checkpoint","Samples - Pass once completed",,,,
"","9d2dc0b6-c86f-4729-bf0f-00ea84b036c8","note","By: Drawing Office",,,,
"","908aeb02-cb2e-4ee2-a4db-70cd698468ef","note","Verification Criteria: Part C.1 Samples & Details Part C.8 Fire Sprinkler System Part C.9 Fire Hydrant Pipe",,,,
"","6e5f9f22-fb57-47be-826b-07d7b0106822","note","Quality Control Method",,,,
"","ca4c077a-fdeb-4053-8405-2224e91b894e","button","HOLD POINT - Leemark add signature below","Yes, No, N/A",,,
"","991524a8-f3fa-482c-b801-abb86cc25677","button","Approved by Project Manager","Yes, No, N/A",,,
"","4d874b7b-b022-4682-9b40-28c075d23357","button","Approved by Fire Services Engineer/Builder","Yes, No, N/A",,,
"","436fb7d7-4b97-42c3-a392-9d5664512f30","note","Records: Aconex",,,,
"",,"section","Offsite Manufacture",,,,
"",,"checkpoint","Pipework Fabrication - Pass once completed",,,,
"","bf107961-7633-4de4-b094-7f600b051f10","note","By: CWS",,,,
"","4f735cf6-3f1d-4959-a96e-8a9d051411b8","note","Verification Criteria: C.12 Pipework & Fittings",,,,
"","76ac1190-a42e-4265-b3b1-e5cb9e4c9114","note","Quality Control Method",,,,
"","f9b62204-6008-4dc7-b668-7ed40ddf051c","button","Leemark Inspection Completed","Yes, No, N/A",,,
"","488425ea-6e01-45ce-8151-a64dceef6dca","note","Records: CWS/ITR",,,,
"",,"section","Installation",,,,
"",,"checkpoint","Sprinkler - Pass once completed",,,,
"","0ef4f439-e589-44fb-ab5c-b99c1af55413","note","By: Sprinkler Fitters",,,,
"","0bb25093-4dd2-4309-ab53-187be7167b7a","note","Verification Criteria: Part C.8 Fire Sprinkler System AS2118, 4118",,,,
"","cd432392-4333-4e6b-8a8c-f8087d3c4130","note","Quality Control Method",,,,
"","a03fdd48-76bb-47e1-846e-1837f157d353","button","Leemark Inspection Completed","Yes, No, N/A",,,
"","69be3877-b7ca-40ad-8609-5d455dbc6b0f","button","Witnessed by Project Manager","Yes, No, N/A",,,
"","e0b3ffb1-d51f-45f7-95bf-fcbea912123d","note","Records: Inspection & Test Record, 301/301.1 & 301.2",,,,
"",,"checkpoint","Hydrant & hose Reels - Pass once completed",,,,
"","2e8f0b1c-a30c-4371-9fac-0c79e925b7a5","note","By: Sprinkler Fitters",,,,
"","e71051f1-aca5-4996-9e8c-59b8817afe65","note","Verification Criteria: Part C.9 Fire Hydrant Pipe & Hose Reel Installations AS2419.1/.2/.3 & 2441",,,,
"","781c2283-3442-4065-9c67-30af38e9b2b0","note","Quality Control Method",,,,
"","26dacd7b-c1e3-4f47-bd14-81c52279ac91","button","Leemark Inspection Completed","Yes, No, N/A",,,
"","9207ceb0-1474-48b2-8752-ea36c8a4365e","button","Witnessed by Project Manager","Yes, No, N/A",,,
"","230ad7ed-c650-4d82-ae5d-67f2fb0aa6a7","note","Records: Inspection & Test Record, 302.2/302.3 & 302.4",,,,
"",,"checkpoint","Alarms / EWIS - Pass once completed",,,,
"","dab4b919-266b-4c9f-a70d-7cc66a66a22b","note","By: Fire Alarm Technicians",,,,
"","ca8906f5-4105-43cc-9502-a7ec296b38b9","note","Verification Criteria: Part B.12 Fire Detection & Alarm Installation
Part B.13 Emergency Warning & Intercommunication System AS1670",,,,
"","ed239d74-e9a2-4a2e-b1ab-b84431cc25f0","note","Quality Control Method",,,,
"","48ef5f0b-8ee4-4fab-b93d-4418fe10f03a","button","Leemark Inspection Completed","Yes, No, N/A",,,
"","04777c86-f734-440a-9537-419d7a6038da","button","Witnessed by Project Manager","Yes, No, N/A",,,
"","7a3030d9-9314-4ee4-aa3c-2e50ede2ef6b","note","Records: Inspection & Test Record,
303.1 / 303.2 / 303.3 / 303.4 / 303.5",,,,
"",,"section","Commissioning",,,,
"",,"checkpoint","Hydrostatic Tests - Pass once completed",,,,
"","76bd4269-31d1-434f-a671-f9463db365dc","note","By: Sprinkler Fitters",,,,
"","6b752798-5586-475c-88d6-8dca42aa32a8","note","Verification Criteria: AS2118, 4118, 2419, 2441, 2941",,,,
"","fdab855f-fc4c-4047-9a79-0464f1ee67a9","note","Quality Control Method",,,,
"","c2ad3981-e169-41e4-a7ce-3ac07ff3e672","button","Leemark Inspection Completed","Yes, No, N/A",,,
"","cb473bc2-ead2-4430-8f68-3f7643019f4a","button","Witnessed by Project Manager","Yes, No, N/A",,,
"","795791af-577c-433d-9365-9571711edba7","note","Records: Inspection & Test Record, 401",,,,
"",,"checkpoint","Sprinkler Inspection - Pass once completed",,,,
"","c341924a-46cb-4ef4-8c60-e5fef99a5369","note","By: Fire Safety Victoria",,,,
"","01f68816-562c-48f2-9bbb-cfe4eef57bcf","note","Verification Criteria: AS2118.1, AS2118.6",,,,
"","26b68c3a-d31e-4ffa-a248-6005643f8849","note","Quality Control Method",,,,
"","9d8f32f8-8c80-4b3a-a15c-b932a7fc98fc","button","Witnessed by Project Manager","Yes, No, N/A",,,
"","7e91372e-e8fb-46d9-82ad-e7637fcdcc69","note","Records: Certificate issued - Attached below as applicable",,,,
"",,"checkpoint","Hydrant Inspection - Pass once completed",,,,
"","72a4da81-f37f-4732-9b91-6846c58f0197","note","By: Victorian Hydrant Test & Plumbing",,,,
"","e50e807f-1424-48b4-ade8-8e9052903d9a","note","Verification Criteria: AS2419, AS2118.6",,,,
"","ca13610f-03c5-4b28-9fbc-02a478a42811","note","Quality Control Method",,,,
"","a1654ac5-4b81-4d61-9a12-692037e777a3","button","Witnessed by Project Manager","Yes, No, N/A",,,
"","c2e4e796-c595-4bec-ae63-ca71398430db","note","Records: Certificate issued - Attached below as applicable",,,,
"",,"checkpoint","Alarms / EWIS Inspection - Pass once completed",,,,
"","eba57c04-ab97-4b67-aa16-2532efdc8601","note","By: Fire Safety Victoria",,,,
"","7eebcc1f-6dde-4784-8920-2dedfcfbcc74","note","Verification Criteria: AS1670",,,,
"","563c0898-1956-4d2a-8497-db2d46569c70","note","Quality Control Method",,,,
"","c5ea4049-ed5e-45cb-9206-5c13a316c98e","button","Witnessed by Project Manager","Yes, No, N/A",,,
"","7d46ee6e-a7ff-4423-8f4c-3a8d04b3d13e","note","Records: Certificate issued - Attached below as applicable",,,,
"",,"section","Completion",,,,
"",,"checkpoint","As Installed drawings - Pass once completed",,,,
"","ec7aa5b8-0ec6-4de1-b784-833283b57284","note","By: Drawing Office",,,,
"","e56b4404-ee2c-4c17-8d51-f6f24a112d5e","note","Verification Criteria: AS2118.1, AS2118.6, AS1670",,,,
"","b8e85dd1-771c-485c-a0af-b931a54d08c4","note","Quality Control Method",,,,
"","5d16a016-fa16-4525-902e-c83bfad2a1b7","button","Document Submitted by Leemark","Yes, No, N/A",,,
"","2da12db7-5e42-4c5e-9b13-ece79ed1cefd","button","Approved by Project Manager","Yes, No, N/A",,,
"","e5a3b3f9-95c2-4eea-b6ba-fd2705ffc43b","button","Approved by Fire Services Engineer/Builder","Yes, No, N/A",,,
"","19d9742c-81d2-4974-82fa-021896be7b88","note","Records: Operation & Maintenance Manual - Attached below as applicable",,,,
"",,"checkpoint","Manuals - Pass once completed",,,,
"","86bbef93-8808-4482-b5a7-bcd5e804ef18","note","By: Drawing Office",,,,
"","cd9251f0-d6c4-4fb0-8053-d8062a83dd0c","note","Verification Criteria: As per SOW",,,,
"","2d45d034-46fb-457d-8b65-6889c8e4d830","note","Quality Control Method",,,,
"","9857f6cc-b46e-4f24-b70b-319f8172bfc1","button","Document Submitted by Leemark","Yes, No, N/A",,,
"","e1411700-930a-4753-8b08-f3f093b48d7d","button","Approved by Project Manager","Yes, No, N/A",,,
"","2fc3e193-e37f-4427-8307-f5d61653c36f","button","Approved by Fire Services Engineer/Builder","Yes, No, N/A",,,
"","b973df52-290d-46a8-b87c-794f23defebe","note","Records: Operation & Maintenance Manual - Attached below as applicable",,,,
"",,"checkpoint","Test Data - Pass once completed",,,,
"","3ddc2b99-2408-4eba-a5aa-ec222aa33132","note","By: Site Foreman",,,,
"","859f7088-c639-427e-8a51-48fda1ef7bc5","note","Verification Criteria: Refer Commissioning part of this plan",,,,
"","eeaa5113-3693-4999-8cf8-ff58455838e5","note","Records: Operation & Maintenance Manual - Attached below as applicable",,,,
"","b1061c55-fd26-4c82-a0ce-442a966f0d88","note","Records: Operation & Maintenance Manual - Attached below as applicable",,,,

"",,"checklist","ITP/R Test Report Gaseous Suppression System (V.240521)","","ITP/R Test Report Gaseous Suppression System (V.240521)",1,"b3eba7f5-37b8-4c1f-a9fb-a5bbc3d0b5ba"
"",,"section","Installation Testing",,,,
"",,"checkpoint","Latest consented drawings checked & referenced",,,,
"","fdcf870e-2dfe-5890-a281-7552dbba8c2d","textbox","Drawing & Revision #",,,,
"","6ed43031-5711-537b-ad77-7bfe070b21cd","tickbox","Area clear, tidy and accessible",,,,
"","2d4b10f0-151e-52aa-919c-7df5fe2d2a6d","note","Attach Photos/Comments below if any issues & send report to Builder",,,,
"",,"checkpoint","Verify correct type, spacing and elevation of installed pipe supports and hangers",,,,
"","6c64e8b5-2f2a-5f19-bcbc-66e4d20c7dae","note","Acceptance Criteria: Installed to Approved Drawings",,,,
"",,"checkpoint","Installation inspection of pipes and nozzle droppers/risers",,,,
"","0d285610-b4bb-5f6c-88be-9fbbe9118313","note","Acceptance Criteria: Installed to Approved Drawings",,,,
"",,"checkpoint","All dirt traps must be capped and all pops temporarily plugged",,,,
"","aabeaa8e-e4ff-5698-8652-c8a184c33bde","note","Acceptance Criteria: Installed to Approved Drawings",,,,
"",,"checkpoint","Perform Pneumatic leak test of pipework in accordance with approved Test procedure and SWMS. Gradually apply pressure increments of 100 kPa for 15 minute holds",,,,
"","b13e46b5-d1cf-5984-a5d4-35fe51701ddd","note","Acceptance Criteria: Pressure drop should not exceed 20% of 300 kPa for 10-mins",,,,
"",,"section","Installation of Cylinders, Manifolds, Valves, Actuation, Discharge Hoses & Nozzles",,,,
"",,"checkpoint","Cycinders shall be adequately mounted and suitably supported according to approved installation plan",,,,
"","0cbea660-6ca9-55fb-8563-6884c9a7bda2","note","Acceptance Criteria: Installed to Approved Drawings, AS 14520.1-2009 Clause 8.2.3.12a",,,,
"",,"checkpoint","Discharge manifolds and valves shall be mounted and adequately supported",,,,
"","0d9e76d9-fc26-5f6f-93d1-cf9194350446","note","Acceptance Criteria: Installed to Approved Drawings, AS 14520.1-2009 Clause 6.3.4",,,,
"",,"checkpoint","Adequate quantity, correct code and location of discharge nozzles shall be installed according to approved plan",,,,
"","c752090f-95d3-5439-bda5-25131dd10b9c","note","Acceptance Criteria: Installed to Approved Drawings, AS 14520.1-2009 Clause 6.3.6.1",,,,
"",,"checkpoint","Detection, actuation, alarm and control systems shall be installed and tested by “DRY FIRE” contractor in accordance to relevant code/standards",,,,
"","6cf056f0-fc3e-598f-8a23-8d21ed5be118","note","Acceptance Criteria: Installed to Approved Drawings, AS 14520.1-2009 Clause 6.4.1",,,,
"",,"section","Enclosure Integrity Pre-Test Inspection",,,,
"",,"checkpoint","Client to confirm that all services penetrations and/or openings are sealed prior to the test",,,,
"","a25d692c-78a6-5cce-a962-4c4bbc9ddf12","note","Acceptance Criteria: Builder Approval (Click to add signature Sign-Off below as required)",,,,
"",,"checkpoint","Client to confirm that all HVAC fire rated dampers including OPR Damper can be closed prior to the test",,,,
"","13468f79-6abb-516f-ac62-da7fd36c6a11","note","Acceptance Criteria: Builder Approval (Click to add signature Sign-Off below as required)",,,,
"",,"section","Enclosure Integrity Test",,,,
"",,"checkpoint","Perform both pressurization and depressurization fan test of the room and using the software program, confirm that holding time is equal or more than the required 10 minutes",,,,
"","14d98355-c2b9-52f3-8772-95adc21d04aa","note","Acceptance Criteria: Relief Damper Installed is sufficient",,,,
"",,"checkpoint","Prepare full test report of each enclosure demonstrating the level of compliance achieved",,,,
