type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
checklist,ITP-017-AX-LOT-XXX - Desc,itp,,,,,ITP 0017 - Underground Stormwater Drainage,,,,,,
section,Lot Information,,,,,,,,,,,,
checkpoint,1.0 Lot Information,,,,,,,,,,,,
textbox,Lot Created On,,,,,,,,,,,,
textbox,Lot Opened On,,,,,,,,,,,,
textbox,Work Commenced On,,,,,,,,,,,,
dropdown,Lot Type,"CIL-Civil Lot, DRL- Drainage Lot, EAL- Earthworks Lot, ELL- Electrical Lot, UTL- Utility Lot, STL- Structural Lot",,,,,,,,,,,
textbox,From and To Chainage,,,,,,,,,,,,
dropdown,Construction Element,STOR - Stormwater,,,,,,,,,,,
dropdown,Activity,STOR - DRAP Drainage ÊÊ,,,,,,,,,,,
dropdown,Design Package No,"1145-ACM-CVD-DPK-0002, 1145-ACM-CVD-DPK-0003, 1145-ACM-CVD-DPK-0004, 1145-ACM-CVP-DPK-0001, 1145-ACM-CVP-DPK-0002, 1145-ACM-CVR-DPK-0001, 1145-ACM-CVR-DPK-0002, 1145-ACM-CVR-DPK-0003, 1145-ACM-CVR-DPK-0004, 1145-ACM-ELE-DPK-0001, 1145-ACM-ELE-DPK-0002, 1145-ACM-LDE-DPK-0001, 1145-ACM-LDE-DPK-0002, 1145-ACM-SBA-DPK-0001, 1145-ACM-STR-DPK-0001, 1145-ACM-TSI-DPK-0001, 1145-ACM-TSI-DPK-0002, 1145-ACM-TSI-DPK-0003, 1145-ACM-TSI-DPK-0004, 1145-ACM-UTL-DPK-0001, 1145-ACM-UTL-DPK-0002",,,,,,,,,,,
dropdown,Traffic Direction,"EB - Eastbound, ME - Median, NB - Northbound, SB - Southbound, WB - Westbound",,,,,,,,,,,
textbox,Engineer Responsible,,,,,,,,,,,,
textbox,comments,,,,,,,,,,,,
section,1 - Stormwater Products and Materials,,,,,,,,,,,,
checkpoint,1.1 - Drainage Pipes,,,,,,,,,,,,
note,Frequency: Prior to Commencing Work,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Acceptance Criteria: Drainage pipes and culverts supplied in accordance with 701 and AS/NZS 4058.,,,,,,,,,,,,
note,Documentation as per 701.05 is available in Teambinder Material Approval form,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,"Reference Documents: 701.04, 701.05",,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Inspection / Test Method: Document Review,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Record of Conformity: Insert Teambinder Material Approval Number,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Responsibility: Engineer,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval Number:,,,,,,,,,,,,
checkpoint,1.2 - Drainage Pits,,,,,,,,,,,,
note,Frequency: Prior to Commencing Work,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Acceptance Criteria: Drainage Pits are supplied in accordance with 705.07.,,,,,,,,,,,,
note,Pits deeper than 1m to be fitted with step irons as shown on the drawings. Step irons to be compliant with AS4680.,,,,,,,,,,,,
note,Suppliers documentation has been submitted via Teambinder Material Approval form,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Reference Documents: 705.07,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Inspection / Test Method: Document Review,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Record of Conformity: Insert Teambinder Material Approval Number,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Responsibility: Engineer,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval Number:,,,,,,,,,,,,
checkpoint,1.3 - Drainage Bedding Material,,,,,,,,,,,,
note,Frequency: Prior to Commencing Work,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Acceptance Criteria: Bedding Materials comply with Table 701.081 and 701.082.,,,,,,,,,,,,
note,Material Approved via Teambinder Material Approval Form.,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,"Reference Documents: Table 701.081, Table 701.082",,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Inspection / Test Method: Document Review,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Record of Conformity: Insert Teambinder Material Approval Number,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,IP,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Responsibility: Engineer,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval Number:,,,,,,,,,,,,
checkpoint,1.4 - Drainage Backfill Material,,,,,,,,,,,,
note,Frequency: Prior to Commencing Work,,,,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,,,,
note,Acceptance Criteria: Select and Ordinary Backfill Materials comply with tables 701.081 and 701.082,,,,,,,,,,,,
