type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,CHK-007-STR-Material Inspection-Precast Barrier Kerb,itp,,,,,CHK-007-STR-Material Inspection-Precast Barrier Kerb Rev 0,,,,,,,,,,,,,,,,
section,Details,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: CHK-001-STR-CPD-Material Inspection-Precat Barriers & Kerbs,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: CPD-Material Inspection-Precat Barriers & Kerbs,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): STR,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 14/11/2024,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Ahmed Abdelsalam,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminary,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1 - Delivery Details,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - ,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Delivery Docket Number:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Delivery Date:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Element ID (s):,,,,,,,,,,,,,,,,,,,,,,
label,○ Attach: Delivery Docket and packaging Slip,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Document Review, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Delivery,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2 - Packaging Inspection-Quantity,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Does the number of packages in the delivery match that listed on the freight list/packaging slip?,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Delivery,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3 - Packaging Inspection-Delivery Contents,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Do the contents of the delivery match the freight list/packaging slip?,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Document Review, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Delivery,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4 - Packaging Inspection-Birth Certificate,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Is the delivery accompanied by Precast items Birth Certificates?,,,,,,,,,,,,,,,,,,,,,,
label,○ Precast components are to be marked on the birth certificate.,,,,,,,,,,,,,,,,,,,,,,
label,○ Cast date and lot are to be marked on the birth certificate.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Precast item,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5 - Packaging Inspection-Transport,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Is the condition of packaging acceptable. ,,,,,,,,,,,,,,,,,,,,,,
label,○ Precast items are protected from damage during the transport,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Precast item,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,6 - Fault IDs:,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - For each precast type delivered, check for the following:",,,,,,,,,,,,,,,,,,,,,,
label,1 - Identification markings match the panel type,,,,,,,,,,,,,,,,,,,,,,
label,2 - Panels fabricated as per drawings,,,,,,,,,,,,,,,,,,,,,,
label,3 - Cracks,,,,,,,,,,,,,,,,,,,,,,
label,4 - Spalling/Damage to concrete surface,,,,,,,,,,,,,,,,,,,,,,
label,5 - Exposed Reinforcement,,,,,,,,,,,,,,,,,,,,,,
label,6 - Damage to Anti-Graffiti coating,,,,,,,,,,,,,,,,,,,,,,
label,7 - Incorrect Lifting mechanism size/Orientation/Quantity as per lifting design,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,7 - Check for Faults - 1,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,7 - Check for Faults - 2,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,7 - Check for Faults - 3,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,7 - Check for Faults - 4,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,7 - Check for Faults - 5,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Panel Identification:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Quantity:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Fault ID if any:,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each precast type delivered,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,,,,
textbox,Name:,,,,,,,,,,,,,,,,,,,,,,
textbox,Position:,,,,,,,,,,,,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
signoff,Sign ITP,,,,,,,,,,,,,,,,,,,,,,
