type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,ITP-RAIL-CAMMS-MTM-Stormwater Drainage Rev 0,itp,,,,,ITP-RAIL-CAMMS-MTM-Stormwater Drainage Rev 0,,,,
section,Referenced Documentation,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,
note,Document Title: ITP-RAIL-CAMMS-MTM-Stormwater Drainage,,,,,,,,,,
note,ITP Description: Stormwater Drainage,,,,,,,,,,
note,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,
note,Discipline (e.g. CIV/STR/RAIL): RAIL,,,,,,,,,,
note,Revision Number: 0,,,,,,,,,,
note,Revision Date: 12/08/2022,,,,,,,,,,
note,ITP created by: Justin Kreinberg,,,,,,,,,,
note,ITP approved for use by: Victor Mira,,,,,,,,,,
note,1.1 - Non Dependent,,,,,,,,,,
note,Reference Documents: VicRoads Section 701 (May 2020),,,,,,,,,,
note,1.2 - ,,,,,,,,,,
note,Reference Documents: VicRoads Section 705 (June 2021),,,,,,,,,,
note,1.3 - ,,,,,,,,,,
note,Reference Documents: MTM Track Drainage L1-CHE-STD-030 (July 2018),,,,,,,,,,
section,Preliminaries-Materials,,,,,,,,,,
checkpoint,2.1 Drainage Pit - Supply,,,,,,,,,,
note,REFERENCE: Section 705.07,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,"Precast steel reinforced concrete drainage pits shall be manufactured, supplied and installed in accordance with 705.07.",,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: HP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: SE,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,VERIFYING DOCUMENTS: Teambinder Material Approval,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,2.2 Drainage Pit - Step Irons,,,,,,,,,,
note,REFERENCE: Section 705.04,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,Step irons shall be manufactured by 13mm steel bar covered with polypropylene plastic in accordance with 705.04,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,FREQUENCY: Each lot,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,CATEGORY: HP,,,,,,,,,,
note,---------------------------------,,,,,,,,,,
note,RESPONSIBILITY: SE,,,,,,,,,,
