"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b797b48a-ca13-483a-a6f6-6ea08eb03561","","not-started","","folder","TRUE","FALSE","Site Establishment"
"a859d524-5052-42be-bda2-e55197da7594","","not-started","CHECK-002 Site Inspection","checklist","FALSE","FALSE","Site Establishment","CHECK-002 Site Inspection"
"e05ab080-0375-4d52-9235-956bb3aaee33","","not-started","CHECK-003 Site Establishment","checklist","FALSE","FALSE","Site Establishment","CHECK-003 Site Establishment"
"ad6b4ecf-b2ea-466d-99a9-c618637bac02","","not-started","","folder","TRUE","FALSE","Risk Assessments and Hazards"
"070b079b-6657-440a-8276-fb0341839905","","not-started","ASSESS-001 Risk","checklist","FALSE","FALSE","Risk Assessments and Hazards","ASSESS-001 Risk"
"90fd77a0-2db7-493e-bc2a-ebdf4ac46577","","not-started","ASSESS-002 Manual Tasks Risk","checklist","FALSE","FALSE","Risk Assessments and Hazards","ASSESS-002 Manual Tasks Risk"
"e2dbd6df-06fb-484b-9fac-ba522f5096a8","","not-started","ASSESS-003 Hazardous Chemical/ Dangerous Goods Risk Assessment","checklist","FALSE","FALSE","Risk Assessments and Hazards","ASSESS-003 Hazardous Chemical/ Dangerous Goods Risk Assessment"
"ba878373-edc2-4f83-ac24-8f489586219d","","not-started","ASSESS-004 Plant Risk","checklist","FALSE","FALSE","Risk Assessments and Hazards","ASSESS-004 Plant Risk"
"1f40e1f1-c9f2-4075-a2bd-84b8302fe875","","not-started","ASSESS-005 Confined Spaces Risk","checklist","FALSE","FALSE","Risk Assessments and Hazards","ASSESS-005 Confined Spaces Risk"
"8da35c43-e25e-4838-bf32-1ca24974dbb9","","not-started","ASSESS-006 Job Safety","checklist","FALSE","FALSE","Risk Assessments and Hazards","ASSESS-006 Job Safety"
"68ec0fd2-a21d-47fb-981a-99329b6ce8fc","","not-started","POLICY-005 Safe Work Procedure","checklist","FALSE","FALSE","Risk Assessments and Hazards","POLICY-005 Safe Work Procedure"
"5109d726-0648-4d94-8aba-49c86437b7d7","","not-started","","folder","TRUE","FALSE","Reports"
"26b4de3d-fd2f-4d9c-b66f-3cf89c99c402","","not-started","REPORT-002 Hazard","checklist","FALSE","FALSE","Reports","REPORT-002 Hazard"
"7ad9028d-c34f-42a6-8837-0c74a4644316","","not-started","REPORT-003 Chemicals Review","checklist","FALSE","FALSE","Reports","REPORT-003 Chemicals Review"
"baea8def-1a31-4541-84a4-55e369bf2e7f","","not-started","REPORT-006 Incident Investigation","checklist","FALSE","FALSE","Reports","REPORT-006 Incident Investigation"
"f7c6a9f7-ec89-4f1c-80d1-8486cccb4f91","","not-started","REPORT-010 Request Corrective Action","checklist","FALSE","FALSE","Reports","REPORT-010 Request Corrective Action"
"f2fbfe9c-e70c-482d-b00f-af06167e4f54","","work-in-progress","010SAF_08 SWMS - Wacol","checklist","FALSE","FALSE","SWMS - Wacol"
"0c5130d2-7fc3-42d3-aff1-c2ea3c79a20c","","work-in-progress","","folder","TRUE","FALSE","Prestarts"
"fa9e2742-2fae-4d01-8552-b375e2fed8e3","","work-in-progress","","folder","TRUE","FALSE","Prestarts","June 2024"
"780eb81e-2ae3-4141-853f-37a26ab56b8f","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","09/07/2024"
"fad489fb-60d8-46d4-90fc-50113c709740","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","10/07/2024"
"b92e1647-bd6f-4915-ac46-de2b27ff8ab8","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","11/07/2024"
"7a838ec4-c34c-4adb-85ba-80fa1731505e","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","12/07/2024"
"5f82f0ba-3afd-491c-b11e-306ace23b978","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","15/07/2024"
"a1bc34f1-9d75-446c-8674-697507556cdb","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","16/07/2024"
"a1fc0ffa-3180-4ba2-96a5-a655bb1acc58","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","17/07/2024"
"2065752e-1585-4977-a1fe-c21611da8d17","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","18/07/2024"
"f46607b0-1fa1-4477-bf71-8d3f6d2536f6","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","19/07/2024"
"33fedd4a-3675-42ef-8a0f-090df54789b7","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","22/07/2024"
"d8c55565-dd70-4ede-9d45-08e142aaedb3","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","23/07/2024"
"51093b93-ef9b-46e5-a870-6e8734923a7f","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","24/07/2024"
"331fc634-8d22-49c2-ad4e-d7f768359fa2","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","25/07/2024"
"fb8c6469-fcea-4d3b-83a6-78f0307001eb","","not-started","CHECK-006 Daily Prestart","checklist","FALSE","FALSE","Prestarts","June 2024","July 2024","26/07/2024"
"39dfbbca-58b9-4756-be0d-6a82df16d640","","not-started","","folder","TRUE","FALSE","Prestarts","Plant and Equipment"
"b59362f8-b0b7-49a7-9a8b-3e980fa8096b","","not-started","CHECK-004 Prestart Plant and Equipment","checklist","FALSE","FALSE","Prestarts","Plant and Equipment","CHECK-004 Prestart Plant and Equipment"
"32e8d13c-66b5-4f25-8fad-5c160b1a8f3f","","not-started","CHECK-004 Prestart Plant and Equipment","checklist","FALSE","FALSE","Prestarts","Plant and Equipment","CHECK-004 Prestart Plant and Equipment"
"e6e7e2e0-c880-4c8f-9508-bd87dac1101c","","not-started","CHECK-004 Prestart Plant and Equipment","checklist","FALSE","FALSE","Prestarts","Plant and Equipment","CHECK-004 Prestart Plant and Equipment"
"bc66583e-3e10-41ac-a00e-4e0f02edd339","","not-started","CHECK-004 Prestart Plant and Equipment","checklist","FALSE","FALSE","Prestarts","Plant and Equipment","CHECK-004 Prestart Plant and Equipment"
"109b9b58-7f82-4276-907b-cf532b63361e","","not-started","","folder","TRUE","FALSE","Site EOD"
"4c5fa562-7a16-4ace-8727-d64d6e30ee6e","","not-started","","folder","TRUE","FALSE","Site EOD","June 2024"
"9db252f9-0909-408c-aa16-0d567326a1c0","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","04/06/2024"
"b99a9f5d-d900-43d2-ab60-b934be521404","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","05/06/2024"
"4d3c0e87-eccb-4d2a-bfa8-1983bf2d4133","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","06/06/2024"
"30f8ce04-fbc8-4b08-ba4c-4696daf4b951","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","07/06/2024"
"358c8162-86e1-4924-9a5a-b2dfdd35d49e","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","11/06/2024"
"277ccb98-c445-4f5c-bd01-6bdc4fd39d99","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","12/06/2024"
"7098cb82-b14a-4a27-93eb-2a7439202569","","not-started","010SAF_08 SWMS","checklist","FALSE","FALSE","Site EOD","June 2024","13/06/2024"
"69d9d615-7595-4bde-80b9-52cd8e192898","","not-started","010SAF_08 SWMS","checklist","FALSE","FALSE","Site EOD","June 2024","14/06/2024"
"b6b535a8-194e-4a4b-9d2b-8e9331820fec","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","17/06/2024"
"c93199e1-35d1-42ce-a520-ccac69886ef4","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","18/06/2024"
"619e5b6f-234d-493a-b2ca-2a76238d5dc6","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","19/06/2024"
"ebc389b6-8748-40ea-9ab4-44dd8211844b","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","20/06/2024"
"24f84965-2e21-4d5b-a1ca-0e10317bf400","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","21/06/2024"
"0de7dac9-0fa3-4767-a423-5b75d473cc81","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","21/06/2024"
"e5c51f4c-ee0a-4420-ba92-05c0e4b599a2","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","24/06/2024"
"14550bbc-6f3e-4bab-9446-a65bead4052e","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","25/06/2024"
"56ed8e7a-c535-42e7-ad44-f111ece071e5","","not-started","010SAF_08 SWMS","checklist","FALSE","FALSE","Site EOD","June 2024","26/06/2024"
"8ad9ef9a-24ec-4c94-b2c9-8106f28553ee","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","27/06/2024"
"a49a65d5-9049-4e2a-92b8-729a5da18f5a","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","June 2024","28/06/2024"
"37949fb3-0d8f-4436-aea7-bfcbb1f52771","","not-started","","folder","TRUE","FALSE","Site EOD","July 2024"
"b11f0c2d-4559-45be-9e67-57e7a0f6b648","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","01/07/2024"
"a4e3c1a3-9b3d-4438-bc0d-f2e3f8579171","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","02/07/2024"
"d39a87a8-f6ee-455e-968a-c10ac102ba2f","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","03/07/2024"
"482f6051-718b-4839-9800-7712d0746255","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","04/07/2024"
"8f3d2fe9-2e57-4bee-a9f5-5dbab5f2a6d4","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","05/07/2024"
"1a36d34e-c533-48fa-9997-a5f62ac9c49e","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","08/07/2024"
"f2d4b4cc-cc1b-4e91-8483-3dd7d49a1bcb","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","09/07/2024"
"4ebb9d8a-9046-4c4e-b01d-1b25a41914fb","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","10/07/2024"
"5425a038-a912-48e6-8d7d-29a950d91006","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","11/07/2024"
"ed2fdec9-2d84-4259-bd0a-c1a4eaf46a7e","","not-started","010SAF_08 SWMS","checklist","FALSE","FALSE","Site EOD","July 2024","12/07/2024"
"7d2f3e80-e232-4645-ab01-fe93fed5e59a","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","15/07/2024"
"55d04402-2d65-488c-9106-5bfae1a1d32c","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","16/07/2024"
"7d953c0b-9711-4818-8511-d8aa33f83205","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","17/07/2024"
"6cd39bd0-79f5-4dfe-b7f2-aa66873299c1","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","18/07/2024"
"0aef8444-2610-43b6-a101-e64123177cdf","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","18/07/2024"
"cbfc0f8c-eea0-4b89-8d1f-50b2c2657df1","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","19/07/2024"
"4846c404-9c60-4359-9908-e14285abb958","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","19/07/2024"
"3b263832-921a-447b-9049-0f7922faacea","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","22/07/2024"
"739ff11d-c95a-4609-9389-8758646c93bf","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","23/07/2024"
"e41c8da9-54d7-4695-a603-0c98b5c652ab","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","24/07/2024"
"42f40e4f-8a59-440a-bd1b-399e7b7ddbb6","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","25/07/2024"
"212f1d8b-294b-4267-94e1-59e62bfe34b2","","not-started","CHECK-005 Site EOD","checklist","FALSE","FALSE","Site EOD","July 2024","26/07/2024"
"cc3549f2-7629-4345-8cb5-10b362e4900e","","not-started","","folder","TRUE","FALSE","Toolbox Talks"
"50e2f0f6-ca3d-4ead-b38a-8d55361c625a","","not-started","","folder","TRUE","FALSE","Toolbox Talks","General"
"5ea07eea-fd92-4cd9-aec9-96811b756564","","not-started","FORM-001 Tool Box Talks","checklist","FALSE","FALSE","Toolbox Talks","General","7/06/2024"
"84696f55-69ca-459b-8d31-08e22528fc34","","not-started","FORM-001 Tool Box Talks","checklist","FALSE","FALSE","Toolbox Talks","General","14/06/2024"
"dec33eee-db39-4517-abee-f7e012865dfa","","not-started","FORM-001 Tool Box Talks","checklist","FALSE","FALSE","Toolbox Talks","General","21/06/2024"
"fae78217-9071-4e36-a810-2f73a85163c2","","not-started","FORM-001 Tool Box Talks","checklist","FALSE","FALSE","Toolbox Talks","General","28/06/2024"
"4292d62d-7905-48e9-8993-ea8302ddd36e","","not-started","","folder","TRUE","FALSE","Toolbox Talks","Task Specific"
"7e3f0d40-9418-415c-ae8b-f45f058bd9d8","","not-started","FORM-002 Tool Box Talk Platform Ladders","checklist","FALSE","FALSE","Toolbox Talks","Task Specific","FORM-002 Tool Box Talk Platform Ladders"
"fe652768-8b73-464f-a973-98b867d1796e","","work-in-progress","","folder","TRUE","FALSE","ITPS"
"afd9f8a3-d1e4-4b9c-bf3e-2bd5694833cc","","work-in-progress","","folder","TRUE","FALSE","ITPS","Temporary Fire Strategy"
"6884a222-70f4-4a5b-949e-b8393d3c30ce","","work-in-progress","ITPS-018 Temporary Fire Strategy","checklist","FALSE","FALSE","ITPS","Temporary Fire Strategy","Lower Ground - GMF-ITP-F07-001"
"b1b77890-00fc-4581-a47d-7b096d2845f1","","not-started","ITPS-018 Temporary Fire Strategy","checklist","FALSE","FALSE","ITPS","Temporary Fire Strategy","Ground Zone 1 - GMF-ITP-F07-002"
"a256dac8-0245-4e0f-8ac1-8b8cc1ba27a0","","not-started","ITPS-018 Temporary Fire Strategy","checklist","FALSE","FALSE","ITPS","Temporary Fire Strategy","Ground Zone 2 - GMF-ITP-F07-003"
"14f9e329-a01b-4978-9ba7-0ffbfee583c5","","not-started","ITPS-018 Temporary Fire Strategy","checklist","FALSE","FALSE","ITPS","Temporary Fire Strategy","Ground Zone 3 - GMF-ITP-F07-004"
"ac07bf78-0549-4aec-9380-2b6976987b12","","not-started","ITPS-018 Temporary Fire Strategy","checklist","FALSE","FALSE","ITPS","Temporary Fire Strategy","Plantroom Zone 1 - GMF-ITP-F07-005"
"ec14c5cb-e114-46d9-b962-207091a93335","","not-started","ITPS-018 Temporary Fire Strategy","checklist","FALSE","FALSE","ITPS","Temporary Fire Strategy","Plantroom Zone 2 - GMF-ITP-F07-006"
"1902645d-e7de-4240-b559-3e86ac57d36b","","not-started","ITPS-018 Temporary Fire Strategy","checklist","FALSE","FALSE","ITPS","Temporary Fire Strategy","Plantroom Zone 3 - GMF-ITP-F07-007"
"041bc609-af8e-4394-9751-85780ce60180","","work-in-progress","","folder","TRUE","FALSE","ITPS","Dry Fire"
"be8ad108-36b2-4c74-a459-cf509653640b","","work-in-progress","","folder","TRUE","FALSE","ITPS","Dry Fire","In Slab Conduits"
"4e6bb699-1d4b-4853-88b5-a864a68a13d0","","work-in-progress","","folder","TRUE","FALSE","ITPS","Dry Fire","In Slab Conduits","Ground"
"d6c8063b-f7c9-4c3d-802b-ab042628f22c","","pass","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","In Slab Conduits","Ground","Pour 1 Grid C-F 08-11 - GMF-ITP-F01-001"
"c84c9566-b93d-4d9d-b750-04a304316d8f","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","In Slab Conduits","Ground","Pour 2 Grid C-F 04-08 - GMF-ITP-F01-002"
"c75d59d8-466f-4cbf-9a74-1f015ff8a5c0","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","In Slab Conduits","Ground","Pour 3 Grid C-F 01-04 - GMF-ITP-F01-003"
"7bc3b522-e8b0-4878-8742-d763bf0c4e55","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","In Slab Conduits","Ground","Pour 4 Grid F-I 08-11 - GMF-ITP-F01-004"
"ac4ea147-8cf1-4fd1-87ca-06c3eb7ef544","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","In Slab Conduits","Ground","Pour 5 Grid F-I 04-08 - GMF-ITP-F01-005"
"d40cc1b2-c4e7-4f86-8e88-9c054f553c5a","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","In Slab Conduits","Ground","Pour 6 Grid F-G 01-04 - GMF-ITP-F01-006"
"bf8e2381-2150-4783-b91b-2fdb9ba6d52d","","not-started","ITPS-012 In Slab Conduit Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","In Slab Conduits","Ground","Pour 8 Grid A-C 01-03 - GMF-ITP-F01-007"
"d593cad0-c63e-4599-990d-97c3d8816235","","not-started","","folder","TRUE","FALSE","ITPS","Dry Fire","Fire Alarm and EWIS Installation"
"3bd4fddc-d475-4dd1-973d-b6fbe365e034","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Alarm and EWIS Installation","Lower Ground - GMF-ITP-F03-001"
"90d8371b-eb71-4d1e-a937-81c4bb78b6bb","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Alarm and EWIS Installation","Ground Zone 1 - GMF-ITP-F03-002"
"6f90e80f-76b9-4139-a4e3-ea663ad6afc0","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Alarm and EWIS Installation","Ground Zone 2 - GMF-ITP-F03-003"
"ce5b2e78-f50f-436e-ad9d-818ef5aeaef8","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Alarm and EWIS Installation","Ground Zone 3 - GMF-ITP-F03-004"
"10c28e08-a113-41a3-8a24-48af82d5d26e","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Alarm and EWIS Installation","Plantroom Zone 1 - GMF-ITP-F03-005"
"b27fcf8d-c619-4bbd-95a3-197c4f438d83","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Alarm and EWIS Installation","Plantroom Zone 2 - GMF-ITP-F03-006"
"f9ed3a36-63cc-4c99-bc45-e9fff3c2456f","","not-started","ITPS-003 Fire Alarm and EWIS Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Alarm and EWIS Installation","Plantroom Zone 3 - GMF-ITP-F03-007"
"e079ebda-7467-4452-a9d1-f3f7407f912a","","not-started","","folder","TRUE","FALSE","ITPS","Dry Fire","Fire Sprinkler Installation"
"d27d090e-17d7-459b-b23b-fad4679681cf","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Sprinkler Installation","Lower Ground - GMF-ITP-F09-001"
"a5c66533-9554-484e-a639-46473ca33c05","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Sprinkler Installation","Ground Zone 1 - GMF-ITP-F09-002"
"1315dcd4-140a-4bb9-adf7-7ae1242782f9","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Sprinkler Installation","Ground Zone 2 - GMF-ITP-F09-003"
"42b74358-1679-40be-b9e2-324ac06e0cf8","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Sprinkler Installation","Ground Zone 3 - GMF-ITP-F09-004"
"ea6cd2bd-3d1c-4c15-b02e-d3293fe43bcb","","not-started","ITPS-008 Sprinkler Installation","checklist","FALSE","FALSE","ITPS","Dry Fire","Fire Sprinkler Installation","Plantroom Zone 1 - GMF-ITP-F09-005"
