Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Lot Register,,,,,,
,Scope,,,Training Folder 2 (Matrices and New Updates),,
,Rows,,,,,
,,Example stormwater - Area 1,dynamic,Area 1,Example stormwater,Training Folder 2 (Matrices and New Updates)
,,Example stormwater - Area 2,dynamic,Area 2,Example stormwater,Training Folder 2 (Matrices and New Updates)
,,Example earthworks - Zone 1,dynamic,Zone 1,Example earthworks,Training Folder 2 (Matrices and New Updates)
,,Example earthworks - Zone 2,dynamic,Zone 2,Example earthworks,Training Folder 2 (Matrices and New Updates)
,Columns,,,,,
,,Lot Information Complete,,lot information complete,,
,,Lot Opened On,Lot Opened On,lot information complete,,
,,Date of Works,Date of Works,lot information complete,,
,,Lot Type,Lot Type,lot information complete,,
,,Start Chainage,Start Chainage,lot information complete,,
,,End Chainage,End Chainage,lot information complete,,
,,Control Line,Control Line,lot information complete,,
,,VERIFICATION POINTS,,verification,,
,,WITNESS POINTS (ABERGELDIE),,witness point,,
,,WITNESS POINT SIGN OFF (THIRD PARTY),,witness point sign off,,
,,HOLD POINTS (ABERGELDIE),,hold point,,
,,HOLD POINT SIGN OFF (THIRD PARTY),,hold point sign off,,
,,Lot Verification Complete,,lot verification complete,,
,,Lot Verified By:,Lot Verified By:,lot verification complete,,
,,Lot Closed Date:,Lot Closed Date:,lot verification complete,,
,,Submitted to Client,Submitted to Client,lot verification complete,,
,,Reviewed by Client,Reviewed by Client,lot verification complete,,
,,Submission Comments:,Submission Comments:,lot verification complete,,
,,,,,,
Hold Point Register,,,,,,
,Scope,,,Training Folder 2 (Matrices and New Updates),,
,Rows,,,,,
,,Example stormwater - Area 1,dynamic,Area 1,Example stormwater,Training Folder 2 (Matrices and New Updates)
,,Example stormwater - Area 2,dynamic,Area 2,Example stormwater,Training Folder 2 (Matrices and New Updates)
,,Example earthworks - Zone 1,dynamic,Zone 1,Example earthworks,Training Folder 2 (Matrices and New Updates)
,,Example earthworks - Zone 2,dynamic,Zone 2,Example earthworks,Training Folder 2 (Matrices and New Updates)
,Columns,,,,,
,,HOLD POINT (ABERGELDIE),,hold point,,
,,HOLD POINT NUMBER:,HOLD POINT NUMBER:,hold point,,
,,DATE SUBMITTED:,DATE SUBMITTED:,hold point,,
,,SUBMITTED BY:,SUBMITTED BY:,hold point,,
,,SPECIFICATION AND CLAUSE:,SPECIFICATION AND CLAUSE:,hold point,,
,,HOLD POINT DESCRIPTION:,HOLD POINT DESCRIPTION:,hold point,,
,,BRIEF NOTES:,BRIEF NOTES:,hold point,,
,,HOLD POINT SIGN OFF (THIRD PARTY),,hold point sign off,,
,,,,,,
Witness Point Register,,,,,,
,Scope,,,Training Folder 2 (Matrices and New Updates),,
,Rows,,,,,
,,Example stormwater - Area 1,dynamic,Area 1,Example stormwater,Training Folder 2 (Matrices and New Updates)
,,Example stormwater - Area 2,dynamic,Area 2,Example stormwater,Training Folder 2 (Matrices and New Updates)
,,Example earthworks - Zone 1,dynamic,Zone 1,Example earthworks,Training Folder 2 (Matrices and New Updates)
,,Example earthworks - Zone 2,dynamic,Zone 2,Example earthworks,Training Folder 2 (Matrices and New Updates)
,Columns,,,,,
,,WITNESS POINT (ABERGELDIE),,witness point,,
,,WITNESS POINT NUMBER:,WITNESS POINT NUMBER:,witness point,,
,,DATE SUBMITTED:,DATE SUBMITTED:,witness point,,
,,SUBMITTED BY:,SUBMITTED BY:,witness point,,
,,SPECIFICATION AND CLAUSE:,SPECIFICATION AND CLAUSE:,witness point,,
,,WITNESS POINT DESCRIPTION:,WITNESS POINT DESCRIPTION:,witness point,,
,,BRIEF NOTES:,BRIEF NOTES:,witness point,,
,,WITNESS POINT SIGN OFF (THIRD PARTY),,witness point sign off,,
,,,,,,
NCR Register,,,,,,
,Scope,,,Training Folder 2 (Matrices and New Updates),,
,Rows,,,,,
,,NCRs,dynamic,NCRs,Training Folder 2 (Matrices and New Updates),
,Columns,,,,,
,,Non-Conformance Report (Abergeldie),,non-conformance report,,
,,NCR Number:,NCR Number:,non-conformance report,,
,,Lot Number:,Lot Number:,non-conformance report,,
,,NCR Description:,NCR Description:,non-conformance report,,
,,NCR Resolution:,NCR Resolution:,non-conformance report,,
,,NCR SIGN OFF (THIRD PARTY),,ncr sign off,,
,,,,,,
Earthworks Progress,,,,,,
,Scope,,,Training Folder 2 (Matrices and New Updates),,
,Rows,,,,,
,,Area 1,dynamic,Area 1,Example stormwater,Training Folder 2 (Matrices and New Updates)
,,Area 2,dynamic,Area 2,Example stormwater,Training Folder 2 (Matrices and New Updates)
,Columns,,,,,
,,Lot Information,,Lot Information,,
,,1 - Safety Review,,1 - Safety Review,,
,,2 - Environment,,2 - Environment,,
,,3 - Supply of Precast Concrete Members subject to traffic and/or Earth Pressure,,3 - Supply of Precast Concrete Members subject to traffic and/or Earth Pressure,,
,,4 - Certificate of Conformity,,4 - Certificate of Conformity,,
,,5 - Supply of bedding and support fill material,,5 - Supply of bedding and support fill material,,
,,6 - Rock Rip Rap,,6 - Rock Rip Rap,,
,,7 - Setting out,,7 - Setting out,,
,,8 - Open Drains,,8 - Open Drains,,
,,9 - Excavation for drainage structures,,9 - Excavation for drainage structures,,
,,10 - Inadequate Foundation Material,,10 - Inadequate Foundation Material,,
,,11 - Construction of Other Drainage Structures,,11 - Construction of Other Drainage Structures,,
,,12 - Compaction,,12 - Compaction,,
,,13 - Construction Traffic,,13 - Construction Traffic,,
,,14 - Construction Tolerances,,14 - Construction Tolerances,,
,,15 - Inspection of Stormwater Box Culverts,,15 - Inspection of Stormwater Box Culverts,,
,,Identified Records,,Identified Records,,
,,Lot Verification,,Lot Verification,,
,,,,,,
Stormwater Progress,,,,,,
,Scope,,,Training Folder 2 (Matrices and New Updates),,
,Rows,,,,,
,,Zone 1,dynamic,Zone 1,Example earthworks,Training Folder 2 (Matrices and New Updates)
,,Zone 2,dynamic,Zone 2,Example earthworks,Training Folder 2 (Matrices and New Updates)
,Columns,,,,,
,,Lot Information,,Lot Information,,
,,1 - Safety Review,,1 - Safety Review,,
,,2 - Environment,,2 - Environment,,
,,3 - Services,,3 - Services,,
,,4 - Clearing Approval,,4 - Clearing Approval,,
,,5 - Progress Reports,,5 - Progress Reports,,
,,6 - Weed Management and Implementation,,6 - Weed Management and Implementation,,
,,7 - Post clearing Inspection and Rehabilitation,,7 - Post clearing Inspection and Rehabilitation,,
,,Identified Records,,Identified Records,,
,,Lot Verification,,Lot Verification,,
