"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Lot Register"
,"Scope",,
,"Rows"
,,"Earthworks","grouping","project qa","earthworks"
,,"Earthworks EW - Earthworks (1112)","grouping","project qa","earthworks","ew - earthworks (1112)"
,,"Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200",,"earthworks","ew - earthworks (1112)","ew.001 - nth wdr verge - ch 1060 - 1200","project qa"
,,"Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945",,"earthworks","ew - earthworks (1112)","project qa","ew.002 - nth wdr verge - ch920 - 945"
,,"Earthworks EW - Earthworks (1112) EW.004 - Nth WDR Verge - CH945 - 1020",,"earthworks","ew - earthworks (1112)","ew.004 - nth wdr verge - ch945 - 1020","project qa"
,,"Earthworks EW - Earthworks (1112) EW.005 - Nth WDR Verge - CH1020 - 1050",,"earthworks","ew - earthworks (1112)","ew.005 - nth wdr verge - ch1020 - 1050","project qa"
,,"Earthworks TS - Topsoil Stripping, Clear and Grub (0222, 1111)","grouping","project qa","ts - topsoil stripping, clear and grub (0222, 1111)","earthworks"
,,"Earthworks TS - Topsoil Stripping, Clear and Grub (0222, 1111) TS.001 - North of WDR",,"ts.001 - north of wdr","earthworks","project qa","ts - topsoil stripping, clear and grub (0222, 1111)"
,,"Earthworks PV - Pavement Buildup (1113, 1141)","grouping","project qa","earthworks","pv - pavement buildup (1113, 1141)"
,,"Earthworks PV - Pavement Buildup (1113, 1141) PV.001 - North WDR CH1000 - 1240",,"earthworks","pv.001 - north wdr ch1000 - 1240","project qa","pv - pavement buildup (1113, 1141)"
,,"Stormwater & Drainage","grouping","project qa","stormwater & drainage"
,,"Stormwater & Drainage SD - Subsoil Drains (1172)","grouping","project qa","stormwater & drainage","sd - subsoil drains (1172)"
,,"Stormwater & Drainage SD - Subsoil Drains (1172) SS.001 - North",,"ss.001 - north","project qa","stormwater & drainage","sd - subsoil drains (1172)"
,,"Stormwater & Drainage SD - Subsoil Drains (1172) SS.002 - South",,"ss.002 - south","project qa","stormwater & drainage","sd - subsoil drains (1172)"
,,"Stormwater & Drainage SW - Stormwater (1351, 1352, 1354)","grouping","project qa","sw - stormwater (1351, 1352, 1354)","stormwater & drainage"
,,"Stormwater & Drainage SW - Stormwater (1351, 1352, 1354) SW.001 - 301.01 End",,"project qa","sw - stormwater (1351, 1352, 1354)","sw.001 - 301.01 end","stormwater & drainage"
,,"Stormwater & Drainage SW - Stormwater (1351, 1352, 1354) SW.002 - 302.01 End",,"sw.002 - 302.01 end","project qa","sw - stormwater (1351, 1352, 1354)","stormwater & drainage"
,,"Stormwater & Drainage SW - Stormwater (1351, 1352, 1354) SW.003 - 300.03 End",,"sw.003 - 300.03 end","project qa","sw - stormwater (1351, 1352, 1354)","stormwater & drainage"
,,"Stormwater & Drainage SW - Stormwater (1351, 1352, 1354) SW.004 - 300.04 End",,"project qa","sw.004 - 300.04 end","sw - stormwater (1351, 1352, 1354)","stormwater & drainage"
,,"Stormwater & Drainage OD - Open Drains (1121)","grouping","project qa","od - open drains (1121)","stormwater & drainage"
,,"General","grouping","project qa","general"
,,"Utilities","grouping","project qa","utilities"
,,"SS - Sprayseal (1143)","grouping","project qa","ss - sprayseal (1143)"
,,"SS - Sprayseal (1143) A181 - West Dapto - ITC 012 (ITP012) - Spray Seal",,"project qa","ss - sprayseal (1143)","a181 - west dapto - itc 012 (itp012) - spray seal"
,,"AS - Asphalt (1144)","grouping","project qa","as - asphalt (1144)"
,,"CS - Concrete Structures (0310, 0319)","grouping","project qa","cs - concrete structures (0310, 0319)"
,,"KG - Kerb & Gutter (1122, 0319)","grouping","project qa","kg - kerb & gutter (1122, 0319)"
,,"KG - Kerb & Gutter (1122, 0319) KG.001 - Northern Kerb",,"project qa","kg - kerb & gutter (1122, 0319)","kg.001 - northern kerb"
,,"TM - Traffic Management (1101)","grouping","project qa","tm - traffic management (1101)"
,,"SP - Signposting (1192)","grouping","project qa","sp - signposting (1192)"
,"Columns"
,,"Lot Information Complete",,"lot information complete"
,,"Lot Opened On","Lot Opened On","lot information complete"
,,"Date of Works","Date of Works","lot information complete"
,,"Lot Type","Lot Type","lot information complete"
,,"Start Chainage","Start Chainage","lot information complete"
,,"End Chainage","End Chainage","lot information complete"
,,"Control Line","Control Line","lot information complete"
,,"VERIFICATION POINTS",,"verification"
,,"WITNESS POINTS (ABERGELDIE)",,"witness point"
,,"WITNESS POINT SIGN OFF (THIRD PARTY)",,"witness point sign off"
,,"HOLD POINTS (ABERGELDIE)",,"hold point"
,,"HOLD POINT SIGN OFF (THIRD PARTY)",,"hold point sign off"
,,"Lot Verification Complete",,"lot verification complete"
,,"Lot Verified By:","Lot Verified By:","lot verification complete"
,,"Lot Closed Date:","Lot Closed Date:","lot verification complete"
,,"Submitted to Client","Submitted to Client","lot verification complete"
,,"Reviewed by Client","Reviewed by Client","lot verification complete"
,,"Submission Comments:","Submission Comments:","lot verification complete"

"Hold Point Register"
,"Scope",,
,"Rows"
,,"A181 - West Dapto - Pre-Commencement 3 - Site Compound Facility Details HOLD POINT",,"a181 - west dapto - pre-commencement","hold point","3 - site compound facility details"
,,"A181 - West Dapto - Pre-Commencement 4 - Client Accommodation Details HOLD POINT",,"a181 - west dapto - pre-commencement","4 - client accommodation details","hold point"
,,"A181 - West Dapto - Pre-Commencement 5 - Environmental Management Plan HOLD POINT",,"a181 - west dapto - pre-commencement","hold point","5 - environmental management plan"
,,"A181 - West Dapto - Pre-Commencement 6 - Unexpected Finds HOLD POINT",,"a181 - west dapto - pre-commencement","6 - unexpected finds","hold point"
,,"A181 - West Dapto - Pre-Commencement 7 - Non-Conforming Items HOLD POINT",,"a181 - west dapto - pre-commencement","7 - non-conforming items","hold point"
,,"A181 - West Dapto - Pre-Commencement 10 - Submit ESCP HOLD POINT",,"a181 - west dapto - pre-commencement","hold point","10 - submit escp"
,,"A181 - West Dapto - Pre-Commencement 11 - Submit embankment survey HOLD POINT",,"a181 - west dapto - pre-commencement","hold point","11 - submit embankment survey"
,,"A181 - West Dapto - Pre-Commencement 12 - Submit section plans HOLD POINT",,"a181 - west dapto - pre-commencement","12 - submit section plans","hold point"
,,"A181 - West Dapto - Pre-Commencement 13 - Initial install of sediment controls HOLD POINT",,"a181 - west dapto - pre-commencement","13 - initial install of sediment controls","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200 3 - Excavate Unsuitable Material HOLD POINT",,"earthworks","ew - earthworks (1112)","3 - excavate unsuitable material","ew.001 - nth wdr verge - ch 1060 - 1200","project qa","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200 4 - Inspection of Ripped Floor HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.001 - nth wdr verge - ch 1060 - 1200","project qa","4 - inspection of ripped floor","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200 5 - Inspection of Compacted Cut Floor HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.001 - nth wdr verge - ch 1060 - 1200","project qa","5 - inspection of compacted cut floor","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200 6 - Proof Roll Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.001 - nth wdr verge - ch 1060 - 1200","project qa","6 - proof roll inspection","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200 8 - Embankments Foundation Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.001 - nth wdr verge - ch 1060 - 1200","project qa","hold point","8 - embankments foundation inspection"
,,"Project QA Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200 9 - Embankment Foundation Treatment Details HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.001 - nth wdr verge - ch 1060 - 1200","project qa","9 - embankment foundation treatment details","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200 10 - Inspection of Trimmed and Compacted Embankment HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.001 - nth wdr verge - ch 1060 - 1200","project qa","10 - inspection of trimmed and compacted embankment","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200 11 - Embankment Proof Roll Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.001 - nth wdr verge - ch 1060 - 1200","project qa","11 - embankment proof roll inspection","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.001 - Nth WDR Verge - CH 1060 - 1200 12 - Steep Slope Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.001 - nth wdr verge - ch 1060 - 1200","project qa","12 - steep slope inspection","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945 3 - Excavate Unsuitable Material HOLD POINT",,"earthworks","ew - earthworks (1112)","3 - excavate unsuitable material","project qa","ew.002 - nth wdr verge - ch920 - 945","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945 4 - Inspection of Ripped Floor HOLD POINT",,"earthworks","ew - earthworks (1112)","project qa","ew.002 - nth wdr verge - ch920 - 945","4 - inspection of ripped floor","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945 5 - Inspection of Compacted Cut Floor HOLD POINT",,"earthworks","ew - earthworks (1112)","project qa","ew.002 - nth wdr verge - ch920 - 945","5 - inspection of compacted cut floor","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945 6 - Proof Roll Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","project qa","ew.002 - nth wdr verge - ch920 - 945","6 - proof roll inspection","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945 8 - Embankments Foundation Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","project qa","ew.002 - nth wdr verge - ch920 - 945","hold point","8 - embankments foundation inspection"
,,"Project QA Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945 9 - Embankment Foundation Treatment Details HOLD POINT",,"earthworks","ew - earthworks (1112)","project qa","ew.002 - nth wdr verge - ch920 - 945","9 - embankment foundation treatment details","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945 10 - Inspection of Trimmed and Compacted Embankment HOLD POINT",,"earthworks","ew - earthworks (1112)","project qa","ew.002 - nth wdr verge - ch920 - 945","10 - inspection of trimmed and compacted embankment","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945 11 - Embankment Proof Roll Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","project qa","11 - embankment proof roll inspection","ew.002 - nth wdr verge - ch920 - 945","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.002 - Nth WDR Verge - CH920 - 945 12 - Steep Slope Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","project qa","12 - steep slope inspection","ew.002 - nth wdr verge - ch920 - 945","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.004 - Nth WDR Verge - CH945 - 1020 3 - Excavate Unsuitable Material HOLD POINT",,"earthworks","ew - earthworks (1112)","3 - excavate unsuitable material","ew.004 - nth wdr verge - ch945 - 1020","project qa","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.004 - Nth WDR Verge - CH945 - 1020 4 - Inspection of Ripped Floor HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.004 - nth wdr verge - ch945 - 1020","project qa","4 - inspection of ripped floor","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.004 - Nth WDR Verge - CH945 - 1020 5 - Inspection of Compacted Cut Floor HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.004 - nth wdr verge - ch945 - 1020","project qa","5 - inspection of compacted cut floor","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.004 - Nth WDR Verge - CH945 - 1020 6 - Proof Roll Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.004 - nth wdr verge - ch945 - 1020","project qa","6 - proof roll inspection","hold point"
,,"Project QA Earthworks EW - Earthworks (1112) EW.004 - Nth WDR Verge - CH945 - 1020 8 - Embankments Foundation Inspection HOLD POINT",,"earthworks","ew - earthworks (1112)","ew.004 - nth wdr verge - ch945 - 1020","project qa","hold point","8 - embankments foundation inspection"
