resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
,step,,,Stage 1,,,,,,,,,
,step,,,,B01,,,,,,,,
,step,,,,,Interior,,,,,,,
,step,,,,,,Ground Floor,,,,,,
,step,,,,,,,Area A,,,,,
,step,,,,,,,,Care Rooms,,,,
POST - S - Painting ,checklist,,,,,,,,,G1C,,,
POST - S - Painting ,checklist,,,,,,,,,G2C,,,
POST - S - Painting ,checklist,,,,,,,,,G3C,,,
POST - S - Painting ,checklist,,,,,,,,,G4C,,,
POST - S - Painting ,checklist,,,,,,,,,G5C,,,
POST - S - Painting ,checklist,,,,,,,,,G6C,,,
POST - S - Painting ,checklist,,,,,,,,,G7C,,,
POST - S - Painting ,checklist,,,,,,,,,G8C,,,
POST - S - Painting ,checklist,,,,,,,,,G9C,,,
POST - S - Painting ,checklist,,,,,,,,,G10C,,,
POST - S - Painting ,checklist,,,,,,,,,G11C,,,
POST - S - Painting ,checklist,,,,,,,,,G12C,,,
POST - S - Painting ,checklist,,,,,,,,,G13C,,,
POST - S - Painting ,checklist,,,,,,,,,G14C,,,
POST - S - Painting ,checklist,,,,,,,,,G15C,,,
POST - S - Painting ,checklist,,,,,,,,,G16C,,,
POST - S - Painting ,checklist,,,,,,,,,G17C,,,
,step,,,,,,,,Common Areas,,,,
POST - S - Painting ,checklist,,,,,,,,,Lounge,,,
POST - S - Painting ,checklist,,,,,,,,,Corridor,,,
,step,,,,,,,Area B,,,,,
,step,,,,,,,,ALS Rooms,,,,
POST - S - Painting ,checklist,,,,,,,,,G21A,,,
POST - S - Painting ,checklist,,,,,,,,,G22A,,,
POST - S - Painting ,checklist,,,,,,,,,G23A,,,
POST - S - Painting ,checklist,,,,,,,,,G24A,,,
POST - S - Painting ,checklist,,,,,,,,,G25A,,,
POST - S - Painting ,checklist,,,,,,,,,G26A,,,
POST - S - Painting ,checklist,,,,,,,,,G27A,,,
POST - S - Painting ,checklist,,,,,,,,,G28A,,,
POST - S - Painting ,checklist,,,,,,,,,G29A,,,
,step,,,,,,,,Common Areas,,,,
