type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,CL031A - Pre-Pour Checklist - Location:,,,,,,CL031A - Pre-Pour Checklist Rev A,
section,1 - Preliminary Checks,,,,,,,
checkpoint,1.1 - Confirm current drawings being used (Drawings to be listed),,,,,,,
checkpoint,1.2 - Surveyor set out slab/concrete area and locations of cast in items etc. Pre-pour survey conformance completed and provided to Fulton Hogan.,,,,,,,
checkpoint,1.3 - Existing slab faces checked: ,,,,,,,
label,— Must be cleaned of any loose material,,,,,,,
label,"— If required, patched & smooth ",,,,,,,
section,2 - Check formwork secured & constructed correctly,,,,,,,
checkpoint,2.1 - Check no debris/rubbish in formwork. All cleaned.,,,,,,,
checkpoint,2.2 - No movement in forms. Top end of form does not vary 3mm in 3m.,,,,,,,
section,3 - Check reinforcement placed as shown on the drawings,,,,,,,
checkpoint,3.1 - Check bar spacing,,,,,,,
checkpoint,3.2 - Check cover – Refer to Drawing Spec,,,,,,,
checkpoint,3.3 - Check no debris/dirt on reinforcement or in pour area.  All cleaned.,,,,,,,
checkpoint,3.4 - Lap lengths as per specifications.,,,,,,,
checkpoint,3.5 - Check Block Outs are installed (if required),,,,,,,
section,4 - Cast in items,,,,,,,
checkpoint,4.1 - Dowels installed as per drawings. ,,,,,,,
checkpoint,4.2 - Conduits and other cast in items in place,,,,,,,
checkpoint,4.3 - Confirm starter bars are in correct locations (if required),,,,,,,
section,5 - Joints (if applicable),,,,,,,
checkpoint,"5.1 - Expansion joints in correct position, 20mm compressible material in place",,,,,,,
checkpoint,5.2 - Dowel Cradles set out and secured.,,,,,,,
section,6 - Check Pour Area,,,,,,,
checkpoint,"6.1 - Check base of bond breaking layer is not damaged, any areas missing to be rectified. Check area is clean from debris.",,,,,,,
checkpoint,6.2 - Ensure broom condition is sufficient for use i.e. bristles are free from deleterious material and not clumped together.,,,,,,,
section,Checklist completed,,,,,,,
checkpoint,Checklist completed:,,,,,,,
date,Date:,,,,,,,
holdpoint,Signed:,,,,,,,
