resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,"Stage 7 - THB14, 15, 16 & 17",,,,,,,,
,step,,,,"Stage 7A - THB14, THB15",,,,,,,
,step,,,,,"THB14 (40, 41, 42)",,,,,,
,step,,,,,,TH 40,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,,TH 41,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,,TH 42,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,"THB15 (43, 44, 45)",,,,,,
,step,,,,,,TH 43,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,,TH 44,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,,TH 45,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,"Stage 7B - THB16, THB17",,,,,,,
,step,,,,,"THB16 (46, 47, 48)",,,,,,
,step,,,,,,TH 46,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,,TH 47,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,,TH 48,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,"THB17 (49, 50, 51)",,,,,,
,step,,,,,,TH 49,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,,TH 50,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
,step,,,,,,TH 51,,,,,
PRE - S - First Fix - Electrical,checklist,,,,,,,First Fix,,,,
POST - S - Second Fix - Electrical,checklist,,,,,,,Second Fix,,,,
CST - S - Completion Documents,checklist,,,"Stage 7A - THB14, THB15",,,,,,,,
CST - S - Completion Documents,checklist,,,"Stage 7B - THB16, THB17",,,,,,,,
