"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5ee26e90-09ed-427d-bc2b-5df00db3341d","","folder-normal","work-in-progress","","step","TRUE","FALSE","B1"
"87c8800f-5b35-462d-95ef-4301454632f0","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-C09"
"472c14d0-4343-4303-9f0a-86fc27f5cf56","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-C18"
"c76e02e8-9a9c-47e3-85b0-7bcd7dc2e1b8","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-C19"
"aa250797-8505-4a39-a602-c9e24ba861c2","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-CP02"
"49c655fc-8dd6-4ebf-ab48-a87a6c2bf553","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-CP05"
"b3efc880-783b-4e07-9ff3-a4eb27785b7e","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-CP06"
"b56b713a-7fe6-4f75-ae26-ee21d8821c97","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-CP07"
"4d7dcdbe-99ea-4b54-9b5e-2a42e2491ed0","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-CP08"
"d6e95262-dec2-427b-9d62-fd2a93e1c5f4","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-CP09"
"9f713583-5191-42f2-aeaf-94b259d6b327","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-CP10"
"bafc5baf-7e6f-43e0-aa93-2647ea2a8db4","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P08"
"8177e2d5-e30f-4413-a060-d216466a1592","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P09"
"82ef1679-5ddb-4ca2-890d-5ef1245e3772","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P10"
"d172fd08-17dd-4e9a-bb62-21d1f5e4bb0e","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P11"
"8bf2f71d-7fdf-4505-aa99-25ee55b7fd0b","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P12"
"04d15c09-0089-4c23-a88c-dbe7a7cb9d19","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P13"
"94ce2705-8db9-4a21-909e-c1dde9af9242","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P14"
"0cef9e8d-c3c6-4906-b82f-d8c05922a601","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P15"
"7295c955-cfce-45d7-8054-41cb6179172a","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P16"
"939c45df-8ec2-405a-8f18-9f390c6e3f90","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P17"
"6bcadb20-1d22-4b51-8315-7abe335fbae8","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P18"
"64b71982-9e1c-4745-851b-a430512e3fc4","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P19"
"5438e333-1453-4bd1-9b1b-5e0062ff354c","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P20"
"2c59cba6-2499-4e84-bfcf-eadab43bf1b4","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P21"
"012579ca-2fbd-43b3-99df-c242933b2a0f","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P22"
"ecff3fca-fe10-4fba-9483-b569114bb739","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P23"
"b69a1f51-e1b3-4059-9bea-a42898d43e33","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P24"
"ac8be594-8f64-4043-b133-ce1b10bd6cd2","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P25"
"488ae9b3-a917-4e4b-b9a5-1790f62b132f","","checklist-sectioned","work-in-progress","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P26"
"88387465-c273-47d7-be96-48cb9b6545ae","","checklist-sectioned","fail","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P26(2)"
"edcfa0a2-d1f6-4784-829b-9f28e91422e2","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P27"
"b5bae7f0-cf51-4d78-8a7c-c58821115528","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P28"
"db0ef9af-3f3a-4880-9edb-d1f05b51fe3b","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P29"
"6290b6d5-e2b6-4459-9206-e3b96f40b2bb","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P30"
"3f1f821a-fb82-44e8-a287-e1cee5ac414c","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P31"
"c781e98e-7732-44b2-ba25-0db18885cc9f","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P32"
"3fd13d1a-04b4-4626-a675-06f144946e4f","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P33"
"3e3f9584-5a98-4996-89cb-faba05393153","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P34"
"3aff51ac-2f97-4a11-9952-fb6c8b1fd417","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P35"
"d4c8604d-c78f-4568-bbd6-65acfbafd350","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P36"
"7ab0b52a-3bda-47e2-b541-2854bd3f77be","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P37"
"6ca8a6c4-76a5-4799-968b-6e5c56413945","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P38"
"5b28bbfd-b3b7-4079-b7d2-db031dcd1eb0","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P39"
"37663fab-f3b6-4c9b-b91f-d365ab78807f","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P40"
"ca05a2d1-5325-49e4-805f-48d9aa7e1a33","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P41"
"42cd7e27-c10e-4c77-914b-25782c666afb","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P42"
"f59f1329-c110-49af-93f6-d066ac7b8dcc","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P43"
"a81b39ae-53da-41b4-b85b-17b9653fe31e","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P44"
"a51b679a-ce98-45e6-937a-814aae9397cc","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Ground Floor","G-P45"
"61dc9836-61aa-4b0f-a1d5-682cd2430cf7","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P46"
"feee6a1e-92b6-43c0-8c7c-4768b67ea9eb","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P47"
"5dfd1cae-dc1f-41e6-8dd2-99fd250ab18a","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P48"
"4688c182-05c0-4555-9599-e95243eb3079","","folder-normal","not-started","","step","TRUE","FALSE","Level 2"
"3ae6c264-9f9a-4a36-9f35-cb7934f62c59","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA01"
"8ca995d1-79dd-45bb-9570-10a39c044d30","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA01A"
"9efdfdd5-2c3c-43ef-a2dd-9118df049eeb","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA06"
"ce31a7c3-96b2-448a-94e0-e7970f9f6f2a","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA06A"
"94c2e522-57a8-485c-bf02-b4c58f3acf77","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA07A"
"41407a83-da5b-40b7-b743-ed2d5c98ebbc","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA09"
"9594a6df-e564-4795-b78c-2bf86785ea2d","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA12A"
"3bd4e59b-3709-4893-a7ba-ddd1cdaee6ec","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA13"
"05f4beef-82a4-495f-8506-a7782759c75f","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA14"
"e3df5b14-0c01-4e82-98e8-472ddfddba5b","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA15"
"326cb835-2ee1-4ad7-a468-7abae4eefc4b","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA16"
"474d08e5-caa6-4f8f-949b-34fb01fbc76b","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA17"
"350a5734-f471-418c-a6cf-64b9649734f9","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA18"
"8b986f34-5f6f-45b5-be21-098acb514d8c","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA19"
"95c15bb8-7c33-4f46-9c2a-4200d4fa661d","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA20"
"2b12a795-d63d-4df1-b697-734ed4628861","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-BA21"
"f5d0e060-4fae-431f-b0b9-a6eb6b56bea9","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P68"
"60e2e7e3-64f4-4300-a129-4fdbee88cc5b","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P69"
"24ecc343-5752-415a-81a8-dcba659458a3","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P72"
