"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"31ec95c6-d7e5-4fb4-ba5b-08547e63cb78","","folder-normal","fail","","step","TRUE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH"
"45978eb8-8e95-4270-ac91-bf4a309d953b","","folder-normal","fail","","step","TRUE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1"
"58edd2db-3dce-4129-b282-2bf0e7743db2","","folder-normal","pass","","step","TRUE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South"
"9c80f1d2-fe2e-4900-b217-5f81effd53a7","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South","CF07.W7"
"10c64e94-77ca-4818-bb24-1c7e4ae926c1","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South","CF07.W6"
"7988d55c-a92f-4abd-b5aa-ef764821e685","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South","CF07.W5"
"12d92f15-5808-42db-9aa5-895ee73e9163","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South","CF10.W6"
"c1e4d43e-2def-43fa-99ee-024a47729759","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South","CF10.W5"
"3288f780-e51c-4939-b84c-fef43de2ec4c","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South","CF10.W4"
"705091d3-4f7f-459a-b441-fb45a387053a","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South","CF10.W3"
"ad472a9e-1d07-450d-a2b4-2b7a065f8f27","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South","CF10.W2"
"f007a27c-e577-4b12-b75a-389b868af2d7","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 1 First Floor South","CF11.W1"
"d180589f-3b10-4ad3-ad57-54512b59053d","","folder-normal","pass","","step","TRUE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 2 Level 2 South"
"e91582b0-1775-4d0b-9b13-7d1cbb95edd4","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 2 Level 2 South","CS18.W2"
"fd4b5663-fafd-4c99-8e63-be0b22961a47","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 2 Level 2 South","CS18.W1"
"57a41bc4-7976-40dd-89b3-eaba416a0c87","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 2 Level 2 South","CS09.W1. WINDING GEAR"
"e398130a-9ad8-41b0-89a3-9a7799ac3111","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 2 Level 2 South","CS07.W3. WINDING GEAR"
"fa6973d5-1522-45aa-aa91-dc29ae50b544","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 2 Level 2 South","CS07.W2. WINDING GEAR"
"9b34d817-4b75-497e-a629-f2c2efd0c999","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 2 Level 2 South","CS08.W1. WINDING GEAR"
"87e5fe16-8bac-4c2b-a703-0f1fca788fb6","","folder-normal","fail","","step","TRUE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor"
"57c59aac-d432-4cda-90ef-6de47b222a7a","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG25.W01"
"77067b42-e799-4d87-bc58-a0a5953a9f0c","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG24.W01"
"046d06d0-7970-4e3d-a059-4e67f8afe843","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG24.W02"
"d459c850-2278-4bad-bbca-60de3bd3739d","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG24.W03"
"55e7ed83-c0fa-4134-91ae-2cbc3f397c2e","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG24.W04"
"5947fe52-438c-40d2-98e4-debc043cf6c6","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG12.W01"
"9998c8b0-a9ba-4911-8247-ec5aaab7d917","","checklist-sectioned","fail","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG14.W01"
"19b1bf09-c78c-4874-b3b0-b5d5c3841131","","checklist-sectioned","fail","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG15.W01"
"798482a6-df5f-4dca-8b9e-a6f57f45ba4e","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG16.W01"
"0ef10d89-93f6-4f8f-9018-6bbfd3c15ee5","","checklist-sectioned","pass","Add Item Install QA Checklist","checklist","FALSE","FALSE","ASPEC CONSTRUCTION- ST DOMINIC COLLEGE SOUTH","Stage 1 - Part 1","Part 3 Ground Floor","CG16.W02"
