"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c53e02a6-9ffc-43d0-bf24-87199373eb6c","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"546d91da-fd9c-4749-ac0d-8e8e915c8082","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"7df64322-455c-41a1-86d2-65b9bdb63a93","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"1bee554e-f27b-47aa-8669-e75d68ffb487","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"86b07797-1940-47df-98aa-190f3ea58b19","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"812e46ef-f915-48b0-81d6-55fd2e28b0e4","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"1d578329-1429-4264-86cb-e33ad72e13fc","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"b6bcd8fe-ba39-4401-a20b-e6ff74145097","","folder-normal","not-started","","step","TRUE","FALSE"," QA","1no RoofSafe Cable System @ 49m - Line 01"
"e494e342-82ce-40ef-b677-965671093552","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Pre-Fit Off Checklist - Line 01"
"bbfe2694-0a57-4cc0-977f-65a42f36341d","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Pre-Fit Off Checklist - Line 01","Confirm structure is in accordance to the details provided"
"0cd53957-6923-4f09-972c-9a1880dbdec6","","holdpoint","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Pre-Fit Off Checklist - Line 01","EMAIL PM"
"770521d9-b6f0-45a3-81e9-f519d4556a34","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Pre-Fit Off Checklist - Line 01","Plinths/ bases/post installed in accordance with details provided"
"d1a4446e-f5ce-42fc-80a3-000ee0ab4525","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Pre-Fit Off Checklist - Line 01","Photos taken"
"f0ea8e0a-8264-4731-b1cf-1899c179117c","","checklist-flat","not-started","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Fit Off Checklist - Line 01"
"5a4fc73c-0f24-4b05-8277-55f5df4cca16","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Fit Off Checklist - Line 01","Confirm the structure is in accordance with the details supplied by PBI"
"ad76c1f4-dc16-4ab5-a4ed-ccc4d31dc261","","holdpoint","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Fit Off Checklist - Line 01","EMAIL PM"
"e6fa5ecb-8b1b-46de-9887-4293f39664ba","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Fit Off Checklist - Line 01","Photo taken of line pull test and swages"
"ced8f947-c980-4639-addb-971865531b57","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Fit Off Checklist - Line 01","Photo taken of Engraved Line Plate / ID Tag"
"e05a9726-2a81-47f6-ae77-e1b0bacd5f7c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Fit Off Checklist - Line 01","Video taken of system"
"93b10207-6d0e-48ac-b42a-4101e873d333","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no RoofSafe Cable System @ 49m - Line 01","Fit Off Checklist - Line 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"9ed66982-5bdc-4210-8769-8b6fd0844246","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors"
"6e72a85e-a6fe-4310-b36f-09ed216b4e36","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - 8no AP Type 01 Fall Arrest Anchors"
"b57fcb51-47df-4ef9-b6be-3da26dbe84ea","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - 8no AP Type 01 Fall Arrest Anchors","Confirm structure is in accordance to the details provided"
"21c4a4bd-d887-4bb2-8665-63a2722aea90","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - 8no AP Type 01 Fall Arrest Anchors","EMAIL PM"
"65b893b4-2714-4f85-b2e1-e890e703b6e8","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - 8no AP Type 01 Fall Arrest Anchors","Plinths/ bases/post installed in accordance with details provided"
"a2ef7c5c-01e7-47d9-a5be-36434e5ac491","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist - 8no AP Type 01 Fall Arrest Anchors","Photos taken"
"9e529fd5-46df-4a9a-a5b5-448d24a343bf","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02"
"ea2d57c9-7c57-4789-8fe4-38f445b7e603","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Confirm the structure is in accordance with the details supplied by PBI"
"a8b11bbf-9aac-4a1f-ad15-4547987a8de7","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","EMAIL PM"
"69e306a0-9412-4757-a0fb-77818ba63fff","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Required number of photo(s) taken of installed anchor(s)"
"12ad96ec-86d8-4f72-ad7e-55d0358c5a1f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"920394ac-56aa-4d7b-9d3a-f38355fe62c6","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03"
"76d52c4b-5dfc-45a4-85ce-fd7db81fc547","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Confirm the structure is in accordance with the details supplied by PBI"
"72910c97-b3e2-4ce5-a1cc-0ab5f4aefced","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","EMAIL PM"
"61db3b5a-913c-4ca4-9505-7fae130846e4","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Required number of photo(s) taken of installed anchor(s)"
"2a6c9e4f-e134-4b1c-97f3-b8eaf13d6e31","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"749148fa-19d8-441f-874d-bd616fe0bf70","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04"
"0440ebbe-aaf8-4979-9b97-7c3d2b5c65f2","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Confirm the structure is in accordance with the details supplied by PBI"
"6589813c-8099-4a38-bb69-dd0cecca451c","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","EMAIL PM"
"3f15cd20-abe8-406c-adfe-d52263752ee2","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"4fa9fc5f-430b-46fb-9009-93d9e77cb239","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"7f4da586-40aa-44f7-8241-c1c885226ac6","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05"
"5b43bca2-ded2-4c24-ae36-86bf32c155aa","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Confirm the structure is in accordance with the details supplied by PBI"
"a99abd1e-9ae9-4196-94cd-7f56863ff3a6","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","EMAIL PM"
"d1d9225a-eb4e-483b-b7b9-e845dccf7aff","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"52dc1925-0fce-4a65-b44e-60392ba6283f","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"efca2d06-da8c-4383-b312-7b49bc59b968","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06"
"9358f357-d0fe-4bde-87fa-84450d6ea0f9","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Confirm the structure is in accordance with the details supplied by PBI"
"f7615949-60e9-4d47-b7ad-b59a88aeb4da","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","EMAIL PM"
"75f314a1-9196-4e7d-a05c-c9ff469f2841","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"b4bf5795-31da-4134-aac6-e261c5b0db98","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"e5977a0e-61d2-46ae-aab3-63a00a53a84b","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07"
"d53d5ec6-d48c-45da-9342-c39a43f6fe99","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Confirm the structure is in accordance with the details supplied by PBI"
"338fecdc-025b-4621-916e-1418b03c3083","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","EMAIL PM"
"f2c23b68-b5dc-4667-9e95-8301497d72b6","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"52aec9e9-7fa7-4463-be11-42512bc9e030","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"9069b29d-8f09-432b-9c98-6d9043000f80","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08"
"19dde9a7-e06d-4a84-9d44-3d965217cee9","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Confirm the structure is in accordance with the details supplied by PBI"
"c8c6c506-1f74-4732-8ceb-df741dff915e","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","EMAIL PM"
"136953df-f3b2-4767-b81e-89811ba1bd4f","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"e449f29e-f265-473f-86b0-912768e4c564","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"14c27b1b-effb-46d0-8026-b17dadcf2691","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09"
"b2a93dba-1fe8-414f-ae09-2396ac351896","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Confirm the structure is in accordance with the details supplied by PBI"
"6c136daa-d052-4ab6-bb06-e1698c37f6f1","","holdpoint","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","EMAIL PM"
"0c1cc42a-2650-4797-bf9e-796321a0432b","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"3ec2a37a-73b0-4aa2-8ebc-a6274544c092","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","8no AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"369bc9d8-4bcb-4d99-be10-be553491d678","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop"
"4cf4a487-73d4-4815-9867-668d9e0799d1","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist - 1no AP Type 02 Fall Arrest Anchor w First Up Strop"
"b7477f1c-0422-47a2-9736-e4bf3e7346cf","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist - 1no AP Type 02 Fall Arrest Anchor w First Up Strop","Confirm structure is in accordance to the details provided"
"8b23908a-d486-47de-91a4-deab83b4d5d1","","holdpoint","not-started","","","TRUE","TRUE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist - 1no AP Type 02 Fall Arrest Anchor w First Up Strop","EMAIL PM"
"8ca10151-6c3a-428d-a16d-f7da2363c493","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist - 1no AP Type 02 Fall Arrest Anchor w First Up Strop","Plinths/ bases/post installed in accordance with details provided"
"3302f191-2558-4efe-aa79-c6c69fb93f34","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Pre-Fit Off Checklist - 1no AP Type 02 Fall Arrest Anchor w First Up Strop","Photos taken"
"f1c68988-72f5-4fdf-86b0-858295f60662","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01"
"8f7bb026-dc0d-4449-bb3c-84819f66a698","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
"c998958c-6aa6-4dad-b923-76625edb1a25","","holdpoint","not-started","","","TRUE","TRUE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","EMAIL PM"
"f566c094-99ef-4f3b-b2eb-79b62d5be01f","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"24d4dbf6-df43-48ac-9899-7dcd41defc72","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","1no AP Type 02 Fall Arrest Anchor w First Up Strop","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"e370faa6-ea4b-4078-abb4-114c8bfba97d","","checklist-flat","not-started","Data Plate, Access Point & Carriages/Travellers","checklist-flat","FALSE","FALSE"," QA","Data Plate, Access Point & Carriages/Travellers"
"029e6c2f-1364-4a4c-bdfa-fdecd162ccf6","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Data Plate"
"e1084016-f68c-4afa-ac02-393e57873c76","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of Data Plate"
"08f5623a-6cff-49b0-8564-d37d4d9ac60a","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Access Point"
"1e7ad499-231e-4a62-b43d-cc86163731f5","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of Access Area"
"e3c240d2-ad83-41d0-8a8e-baf5a200c867","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","Details of Rail Carriages/Cable Travellers"
"f297db75-1f05-4930-bc1e-83ae774a5642","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","Data Plate, Access Point & Carriages/Travellers","1 photo required of carriages/travellers"
"8f08afe6-17f5-4a9b-9a72-c6044b05602c","folder-normal must be display normal but was flat","folder-normal","no-status-started","","step","FALSE","FALSE","Roof Access Requirements"
"10f79073-26c1-4b5a-9cda-fd72a5c09b4a","","checklist-flat","no-status-started","b2cdd24a8c5a7312e4f2eceb64abebce23144a41bf70b073529969b36cddd1d0","checklist-flat","FALSE","FALSE","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"bc2fa96d-fdc3-4ecc-90ce-a4b57aa42a4d","","checklist-flat","not-started","Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"5c39c36a-f612-4beb-a6a3-bd33440a339f","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Practical Completion","System installed and ready for review from Project Manager."
"b2128d34-0912-47b6-b42b-76a73d310dbc","","holdpoint","no-status-not-started","","","FALSE","FALSE","Practical Completion","Request Review from PM"
"a35a80af-0a36-415f-b7f9-84cc1ba58233","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","Project Manager has reviewed, checked and approved system."
"1abb0913-361f-435d-adf3-3a410c7c7331","","checkpoint-status","not-started","","","FALSE","FALSE","Practical Completion","PM to send to PBI admin to close out and archive"
