type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,AHU Fit Off (Auscool),,,,,,AHU Fit Off (Auscool),
checkpoint,Grilles fit off and installed correctly,,,,,,,
checkpoint,Drains fit off and tested,,,,,,,
checkpoint,Thermostat Installed,,,,,,,
checkpoint,Power and controls fit off,,,,,,,
,,,,,,,,
checklist-flat,Apartment Fit Off (Auscool),,,,,,Apartment Fit Off (Auscool),
checkpoint,Indoor unit fit off and installed correctly,,,,,,,
checkpoint,Grilles cut out completed,,,,,,,
checkpoint,Grilles fit off and installed correctly & B/fly dampers left open,,,,,,,
checkpoint,Access panels installed,,,,,,,
checkpoint,Builders works complete,,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and room is clean,,,,,,,
