"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"1f309b8b-9b9e-412a-afa1-60fafc0a6007/1","checklist-flat","Add Fire Penetration Checklist","","Fire Penetration:",,,0,"68216ecb-1b8b-4d5b-b863-9cce98ab11b7"
"3048d301-4a41-4b66-a3b8-53450f803acb","checkpoint","Treatment Type",,,,,,
"8dbff9b8-6e77-5eaa-8951-0a0a3788ba59","dropdown","Treatment Type:","A1,A2,B,C,D,E,F,G,H1,H2,H3,J,K,M,N1,N2,O,P,Q,R,S,T,V",,,,,
"8607dbf3-ebf5-472c-ba42-0463825d68c9","checkpoint","Photo of penetration and sticker must be taken",,,,,,
"c4af4b95-56a6-5784-a236-d44e5563d78c","textbox","Installed by:",,,,,,
"eb26d1a9-f168-515c-b2a9-625f23789267","textbox","Comments / Reasons why cannot complete:",,,,,,

"43b56004-298d-449a-b1ed-b255572bf08e/1","checklist-flat","Add Project Photos","","Project Photos",,,73,"11af4c25-0c75-4461-85ed-18564d96f47f"
"14f60ca8-ca49-47ec-a502-c39afc9d924b","checkpoint","Attach Photos and Comments",,,,,,

"719339c2-b674-4139-a24b-dce3581e7913/2","checklist","Add Stainless Steel Drainage valve rebuild Checklist","","Stainless Steel Drainage valve rebuild",,,0,"1127c421-f39e-4cb5-880b-ade57400bca9"
"10103ae7-a929-46b0-ab3e-da6d7941243d","section","Details",,,,,,
"e12fc8ba-94cf-4634-9656-c2f7fb89ae28","checkpoint","Photo of any pre existing damage to valve or penetration seal",,,,,,
"e152c49b-7656-5860-9f81-f0357ee9f632","textbox","Valve No.",,,,,,
"2c7c9829-57d9-41fb-87b5-ffa0197a806c","checkpoint","Photo of valve before",,,,,,
"0dcf6e5b-2e30-45f5-933f-17283733875d","checkpoint","Photo of old valve seals",,,,,,
"2441ea2f-9c3e-4d9e-8bf3-20f64a774b4b","checkpoint","Photo of inside of the valve",,,,,,
"3a220e98-e8a3-4242-81d0-963bbb0baa99","checkpoint","Photo of new seals installed",,,,,,
"e3fa560b-da13-4850-9f07-77751259f360","checkpoint","Tightend to correct torque list newton meters",,,,,,
"6e617f22-f32f-5fb4-b297-f4fe6cbf009b","tickbox","All Bolts Tightend in a cross pattern",,,,,,
"f0a5caec-eac5-5cb6-afc3-80bf17f280d0","number","Newton Meters",,,,,,
"c1b21c1f-0d88-424d-a5c8-d3d58ee48d16","checkpoint-no-value","Installing Plumber",,,,,,
"a0b79cff-946a-5f60-8569-18693e782c47","button","Plumber:","Richard Bell, Brendan Head, Guy Mcelholum",,,,,

"de1c1767-4a58-4d3d-adfd-70a644ad14b2/1","checklist","Backflow Test Report","","Backflow Test Report",,,0,"1244aa07-e1c0-4c4f-a30f-25c5f6421a19"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"b22ecfd6-a0ba-4589-a319-e12e91c45e92","checkpoint","Description of property or vehicle",,,,,,
"11a5b259-83ce-5f4b-8478-f1e255fdfe47","note","The description must identify all land or vehicles covered in the application",,,,,,
"e0144cea-413b-58bb-8b28-195a138e4928","textbox","Street address (number, street, suburb and postcode)",,,,,,
"ca055a16-27a3-59a4-a776-6771b12250f1","textbox","Water authority property service / installation number",,,,,,
"855cb638-80a6-5055-8817-1d8c2ad6dc32","textbox","Water meter number",,,,,,
"86acef16-b089-43e5-806a-74595d773dc4","checkpoint","Type of test",,,,,,
"123f7f21-1b56-5c05-bf75-cea06aa6477d","tickbox","Commissioning of new device",,,,,,
"8c491cb5-81f9-5c4b-9c6e-812ee4eb10b9","tickbox","Replacement",,,,,,
"36b160f7-b34f-5791-a908-d1bc4ddead18","tickbox","Annual",,,,,,
"2c0025d3-716c-50f2-ae99-36047f6397f3","tickbox","Repairs",,,,,,
"bb1fe372-484f-56de-979b-daa0cf613e27","tickbox","Decommission",,,,,,
"fc9ec831-9dab-400a-a916-7e818a344456","checkpoint","Backflow prevention device location",,,,,,
"163767ab-00e9-58c9-bb73-1ef877c7fb0c","textbox","Location of device (eg: Northwest side of building @ FHR external)",,,,,,
"719561a0-3d07-5a94-acd6-c200cf4fc077","textbox","Mains pressure (kPa)",,,,,,
"72a90940-2996-527c-bdd6-df55646eb53d","textbox","Time and date of test",,,,,,
