"Id","Type","Name","Values","Prompting Name","Postfix","Usage Count","Resource Id"
"719339c2-b674-4139-a24b-dce3581e7913/2","checklist","Add Stainless Steel Drainage valve rebuild Checklist","","Stainless Steel Drainage valve rebuild",,0,"1127c421-f39e-4cb5-880b-ade57400bca9"
"10103ae7-a929-46b0-ab3e-da6d7941243d","section","Details",,,,,
"e12fc8ba-94cf-4634-9656-c2f7fb89ae28","checkpoint","Photo of any pre existing damage to valve or penetration seal",,,,,
"e152c49b-7656-5860-9f81-f0357ee9f632","textbox","Valve No.",,,,,
"2c7c9829-57d9-41fb-87b5-ffa0197a806c","checkpoint","Photo of valve before",,,,,
"0dcf6e5b-2e30-45f5-933f-17283733875d","checkpoint","Photo of old valve seals",,,,,
"2441ea2f-9c3e-4d9e-8bf3-20f64a774b4b","checkpoint","Photo of inside of the valve",,,,,
"3a220e98-e8a3-4242-81d0-963bbb0baa99","checkpoint","Photo of new seals installed",,,,,
"e3fa560b-da13-4850-9f07-77751259f360","checkpoint","Tightend to correct torque list newton meters",,,,,
"6e617f22-f32f-5fb4-b297-f4fe6cbf009b","tickbox","All Bolts Tightend in a cross pattern",,,,,
"f0a5caec-eac5-5cb6-afc3-80bf17f280d0","number","Newton Meters",,,,,
"c1b21c1f-0d88-424d-a5c8-d3d58ee48d16","checkpoint-no-value","Installing Plumber",,,,,
"a0b79cff-946a-5f60-8569-18693e782c47","button","Plumber:","Richard Bell, Brendan Head, Guy Mcelholum",,,,

"fac5bbcd-23d6-40f5-87e0-64d7fceeb321/1","checklist-flat","Backflow Prevention Device Test Report","","Backflow Prevention Device Test Report",,18,"6040fa24-7202-43d2-a406-f96e0bd96938"
"475b4b43-3e41-4432-91e8-0e9775159e92","checkpoint","Backflow Prevention Device Test Report Details:",,,,,
"67c3afb3-931c-5e0e-bd65-c498964057bf","textbox","Owner/Occupier:",,,,,
"e10cabe7-10e2-5d72-8a39-38678dd7a078","textbox","Address:",,,,,
"75fce7ab-ff53-5451-938e-a85cb0143e81","note","Licence: 50043",,,,,
"3554b583-7728-507b-998f-7b550e6ec7ca","button","Type of Test:","Annual Test, Installation Test",,,,
"3e3086cb-54c9-511a-b988-57832185db91","textbox","Location of Device:",,,,,
"d78be035-10f9-5382-b2b3-8ef7d6a5dc09","textbox","Authorized Tester Name:",,,,,
"f55eac32-f7c4-57f9-89d3-d1fd6d241e29","textbox","Test Kit Serial No.",,,,,
"83f6b9dd-de3a-5566-8051-6035393a2344","textbox","Tester Licence No.:",,,,,
"23ac6744-a0c3-5419-9468-fa905631830e","textbox","Test Kit Calibration Date:",,,,,
"0b2a78f6-417b-5d7c-8851-ab1a4e380194","textbox","Date of Test:",,,,,
"55c70ba6-e32b-486d-a53d-100722bf2a44","checkpoint","Device Details and Test Results",,,,,
"d9e325e0-ddfd-50b0-b1e5-194baf22ecbb","button","Permission to Isolate Water Supply","No,Yes",,,,
"3b4ab525-8203-57e0-a886-404a4d7e25b3","note","Device:",,,,,
"c59e56be-9e0a-547e-bf37-a497c49aac3d","textbox","Make:",,,,,
"523f2b48-d7ee-5591-acf0-e5e466fd4c7d","textbox","Size:",,,,,
"f43e0f47-eb7e-5985-83c2-23ec54458d93","textbox","Model No.:",,,,,
"c84a94a4-0fcb-5ccb-8e03-9626dba1f940","textbox","Serial No.:",,,,,
"a28175f2-9011-594c-a091-24fd5451d869","button","Is the device installed high enough to prevent ingress of any possible contaminated water?","No,Yes",,,,
"4e52035b-5e76-5505-8343-cee86d2751c5","tickbox","Containment Protection",,,,,
"188d4917-1bba-5ff6-9eb5-2011c4b1baaf","tickbox","Individual Protection",,,,,
"007672d4-d032-55a0-8974-ae69fca47b83","tickbox","Zone Protection",,,,,
