Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Foundation Pile ITP,,,,,,,,
,Scope,,,Site QA,,,,
,Rows,,,,,,,
,,Core 1,dynamic,Core 1,Site QA,,,
,,Core 2,dynamic,Core 2,Site QA,,,
,,Core 3,dynamic,Core 3,Site QA,,,
,,Core 4,dynamic,Core 4,Site QA,,,
,,Core 5,dynamic,Core 5,Site QA,,,
,,Core 6,dynamic,Core 6,Site QA,,,
,,Core 7,dynamic,Core 7,Site QA,,,
,Columns,,,,,,,
,,Attach Drawings,,Attach Drawings,Documentation & Setout,,,
,,Survey Set out – Check Position,,Survey Set out – Check Position,Documentation & Setout,,,
,,Pile Diameter,,Pile Diameter,Foundation Pile Information,,,
,,Approval of Socket,,Approval of Socket,Foundation Pile Information,,,
,,Pile Details,,Pile Details,Foundation Pile Information,,,
,,Check of excessive water in hole,,Check of excessive water in hole,Foundation Pile Information,,,
,,Reinforcement information,,Reinforcement information,Pile Reinforcement & Pre Pour,,,
,,Commencement of Pour – Ok to pour,,Commencement of Pour – Ok to pour,Pile Reinforcement & Pre Pour,,,
,,Date of Pour,,Date of Pour,Pile Concrete Placement,,,
,,Concrete Delivery Docket,,Concrete Delivery Docket,Pile Concrete Placement,,,
,,Pile Concrete Details,,Pile Concrete Details,Pile Concrete Placement,,,
,,Post Pour Signed off,,Post Pour Signed off,Pile Post Pour- Sign off,,,
,,,,,,,,
