Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,Underfloor,,,,,Yes,Add Underfloor checks,912b495e-48d1-41d8-836f-d654a248eb38
checkpoint-group,,,section,Preinstall QA,,,,,,,
checkpoint-status,,,checkpoint,Substrate acceptable,,,,,,,
checkpoint-status,,,checkpoint,Area accessible and ok to begin work,,,,,,,
checkpoint-status,,,checkpoint,Plans correct issue and construction set,,,,,,,
checkpoint-status,,,checkpoint,Check set out from builders,,,,,,,
checkpoint-status,,,checkpoint,Subgrade and bedding detail as per Plans - Gap 20/ Sand,,,,,,,
checkpoint-status,,,checkpoint,Testing of subgrade required,,,,,,,
checkpoint-status,,,checkpoint,Wrapped all pipe work with a min of 25mm though concrete areas,,,,,,,
checkpoint-group,,,section,Install QA,,,,,,,
checkpoint-status,,,checkpoint,Hot Water System (relief drain),,,,,,,
checkpoint-status,,,checkpoint,Drains laid to correct falls,,,,,,,
checkpoint-status,,,checkpoint,Pipes wrapped though floor,,,,,,,
checkpoint-status,,,checkpoint,Pipes tested for inspection,,,,,,,
checkpoint-group,,,section,Handover checks,,,,,,,
checkpoint-status,,,checkpoint,Photos Taken & attached,,,,,,,
checkpoint-status,,,checkpoint,Inspection passed,,,,,,,
checkpoint-status,,,checkpoint,Water needed in floor for 1st fix,,,,,,,
checkpoint-status,,,checkpoint,Work completed as per spec and tidied up,,,,,,,
