type,name,values,prefix,postfix,usage count,user addable,template name,,
checklist,QA_TEM_003_Earth Electrode,,,,,,,,
section,Details,,,,,,,,
checkpoint,Record electrode type and size (AS/NZS 3000 Table 5.2),,,,,,,,
text,Material,,,,,,,,
text,Diameter,,,,,,,,
checkpoint,Earth electrode is driven to the minimum depth (AS/NZS 3000 5.3.6.3),,,,,,,,
bool,Vertical type - 1.2 metres,,,,,,,,
bool,Strip type - 3 metres,,,,,,,,
checkpoint,Earth electrode is installed in a correct location (AS/NZS 3000 5.3.6.4),,,,,,,,
label,External to the building in ground that is exposed to the weather,,,,,,,,
label,Separated from conductive enclosures of other buried services,,,,,,,,
label,Is in an accessible location,,,,,,,,
checkpoint,Earth electrode is mechanically protected and labelled in accordance with AS/NZS 3000 5.5.1.3,,,,,,,,
label,WARNING MAIN ELECTRICAL EARTHING CONDUCTOR—DO NOT DISCONNECT,,,,,,,,
checkpoint,Earth connection point to stake is protected from corrosion (i.e. painted earth clamp) (AS/NZS 3000 5.5.5.3),,,,,,,,
checkpoint,Location of the earth electrode has been identified at the main switchboard.,,,,,,,,
checkpoint,"If measurement of the resistance of the earth electrode is requested, refer to the test procedure detailed in AS/NZS 3017 clause 3.8.",,,,,,,,
,,,,,,,,,
checklist,QA_TEM_006_Surface Conduit Installation,,,,,,,,
section,Details,,,,,,,,
checkpoint,Conduits are the correct type,,,,,,,,
checkpoint,Conduits are following the approved route as specified,,,,,,,,
checkpoint,Conduits are straight plumb/parallel,,,,,,,,
checkpoint,Conduits have sharp edges and burrs removed (steel),,,,,,,,
checkpoint,Conduits have expansion joints installed where required,,,,,,,,
checkpoint,Conduits have specified support installed,,,,,,,,
checkpoint,Conduits have product branding cables removed or not visible,,,,,,,,
checkpoint,Conduits are sealed against water ingress where required,,,,,,,,
checkpoint,Conduits have equipment entries correctly sealed,,,,,,,,
,,,,,,,,,
checklist,QA_TEM_008_Cable Support Prior to Cabling,,,,,,,,
section,Details,,,,,,,,
checkpoint,Cable support has correct origin and destination ,,,,,,,,
checkpoint,Cable support follows correct route ,,,,,,,,
checkpoint,Cable support is correct type material and not damaged,,,,,,,,
checkpoint,Cable support is correctly aligned ,,,,,,,,
checkpoint,Cable support has correct type/quantity supports ,,,,,,,,
checkpoint,Cable support is attached securely to supports ,,,,,,,,
checkpoint,Cable support has correct type and size of fittings ,,,,,,,,
checkpoint,Cable support is complete for the entirety of its length ,,,,,,,,
checkpoint,Cable support has correct segregation,,,,,,,,
checkpoint,Cable support is earthed correctly,,,,,,,,
,,,,,,,,,
checklist,QA_TEM_009_Cable Support Post Cabling,,,,,,,,
section,Details,,,,,,,,
checkpoint,Cable support is properly sealed at all penetrations ,,,,,,,,
checkpoint,Cable support has divider strip if required ,,,,,,,,
checkpoint,Cable support has cover fitted if required ,,,,,,,,
checkpoint,Cable support has correct segregation,,,,,,,,
,,,,,,,,,
checklist,QA_TEM_010_Final Sub Circuit Installation,,,,,,,,
section,Details,,,,,,,,
checkpoint,Cable has correct origin and destination,,,,,,,,
checkpoint,Cable has correct number of cores,,,,,,,,
checkpoint,Cable cores are of the correct cross sectional area,,,,,,,,
checkpoint,Cable type and configuration is as specified,,,,,,,,
checkpoint,Cable follows the correct route,,,,,,,,
checkpoint,Cable meets minimum bending radius requirements,,,,,,,,
checkpoint,Cable is clear of heat sources,,,,,,,,
checkpoint,Cable is clear of electronic / signal cables,,,,,,,,
checkpoint,Cable is secured as specified,,,,,,,,
checkpoint,Cable is installed in a neat and orderly manner,,,,,,,,
checkpoint,Cable is routed to minimise crossovers,,,,,,,,
checkpoint,Mechanical protection of cable is correct,,,,,,,,
checkpoint,Cable is supported correctly,,,,,,,,
checkpoint,Cable is marked with cable or circuit number,,,,,,,,
checkpoint,Cable has correct segregation,,,,,,,,
,,,,,,,,,
checklist,QA_TEM_011_Mains & Submains Installation,,,,,,,,
section,Details,,,,,,,,
checkpoint,Cable is in good condition and free from damage and defects,,,,,,,,
checkpoint,Cable has correct origin and destination,,,,,,,,
text,Origin,,,,,,,,
text,Destination,,,,,,,,
checkpoint,"Cable Type, Number of Cores, Size and Configuration is as specified",,,,,,,,
text,Size (mm2),,,,,,,,
text,Cores,,,,,,,,
text,Cable Type,,,,,,,,
text,Earth Size (mm2),,,,,,,,
text,Cores,,,,,,,,
text,Cable Type,,,,,,,,
checkpoint,Bending radius recommended by the cable manufacturer has been observed,,,,,,,,
text,Bending Radius (mm),,,,,,,,
label,"Where manufacturer’s information is not available, the following minimum internal radii may be considered suitable",,,,,,,,
label,Unarmoured sheathed cables = 6 times the cable diameter,,,,,,,,
label,Armoured sheathed cables = 12 times the cable diameter,,,,,,,,
checkpoint,Cable follows the correct route,,,,,,,,
checkpoint,Cable is clear of heat sources,,,,,,,,
checkpoint,Cable is segregated from telecommunications cables by either a continuous barrier or separated by at least 50mm - AS/NZS 3000 Clause 3.9.8.4 (c).,,,,,,,,
checkpoint,Cable is secured and mechanically protected (where required).,,,,,,,,
checkpoint,Cable is marked with cable or circuit number,,,,,,,,
,,,,,,,,,
checklist,QA_TEM_012_Switchboard & Distribution Board Installation,,,,,,,,
section,Check that the switchboard ,,,,,,,,
checkpoint,Is the correct unit,,,,,,,,
checkpoint,Is located in the correct position,,,,,,,,
checkpoint,Has correct clearances on all sides,,,,,,,,
checkpoint,Is properly secured,,,,,,,,
checkpoint,Is labelled correctly,,,,,,,,
checkpoint,"Is fitted with correct types, ratings and quantities of functional units",,,,,,,,
checkpoint,All escutcheons and cover plates are fitted,,,,,,,,
checkpoint,Finishes are as specified,,,,,,,,
section,Check each functional unit for ,,,,,,,,
checkpoint,Correct labelling,,,,,,,,
checkpoint,Check all cable terminations are secured correctly & tensioned as per switchboard manufacturers advice,,,,,,,,
checkpoint,Check all busbar connections are secured correctly & tensioned as per switchboard manufacturers advice,,,,,,,,
checkpoint,"Check cubicle has been cleaned of all rubbish, dust, filings, tools, etc.",,,,,,,,
checkpoint,Check for presence of properly completed circuit,,,,,,,,
checkpoint,Schedule/single line diagram ,,,,,,,,
,,,,,,,,,
checklist,QA_TEM_013_Switchboard & Distribution Board Assembly,,,,,,,,
section,Built as per plans,,,,,,,,
checkpoint,Main Switch,,,,,,,,
text,"Correct Size, Rating & Type",,,,,,,,
checkpoint,Isolators,,,,,,,,
text,"Correct Size, Rating & Type",,,,,,,,
checkpoint,Circuit Breakers,,,,,,,,
text,"Correct Size, Rating & Type",,,,,,,,
checkpoint,Cable Size,,,,,,,,
text,"Correct Size, Rating & Type",,,,,,,,
checkpoint,CT's,,,,,,,,
text,"Correct Size, Rating & Type",,,,,,,,
section,Visual Check,,,,,,,,
checkpoint,Escutcheons Fitted Correctly,,,,,,,,
checkpoint,Gland Plates Fitted Correctly,,,,,,,,
checkpoint,"All Locks Fitted correctly, operation and keys incl.",,,,,,,,
checkpoint,Earth straps fitted correctly,,,,,,,,
checkpoint,Labels ,,,,,,,,
bool,Main Switch,,,,,,,,
bool,Isolators,,,,,,,,
bool,Strip Labels,,,,,,,,
bool,Earthing & Neutral Bars,,,,,,,,
bool,Meters,,,,,,,,
section,Cables,,,,,,,,
checkpoint,Terminated & Tensioned,,,,,,,,
