"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","Precast Panel QA","",,,6,"Yes","Precast Panel QA","06447c0c-d97b-4a3c-8a29-1b156aa64b4a"
"checkpoint-group",,"","section","Precast Element Details"
"checkpoint-status",,"","checkpoint","Concrete Details Complete"
"text","b6169992-d97e-554e-8c28-6d1ad0763b80","","textbox","Concrete Volume",,,
"text","d897deaa-17c2-5920-a339-5618343e5511","","textbox","Concrete Strength",,,
"text","f539d9d8-d7d5-526c-85cf-6f1269755738","","textbox","Enter Drawing Revision Number",,,
"text","9ffeddd2-97db-5c37-8e5e-e0cecadd5d3b","","textbox","Cast Date",,,
"text","ca389f53-f7ff-51e7-9c25-b3c64193d487","","textbox","Admixture Required",,,
"checkpoint-group",,"","section","Formwork Set Up Checks"
"checkpoint-status",,"","checkpoint","Length/Width/Thickness/Cutouts/Diagonals"
"checkpoint-status",,"","checkpoint","Edge Details & Rebates"
"checkpoint-status",,"","checkpoint","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"checkpoint-status",,"","checkpoint","MF roughening's"
"checkpoint-status",,"","checkpoint","Sides Straight & Magnets Fastened"
"checkpoint-status",,"","checkpoint","Mould Face Clean"
"checkpoint-group",,"","section","Prepour Checks"
"checkpoint-status",,"","checkpoint","Mould Cleaned & Oiled"
"checkpoint-status",,"","checkpoint","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"checkpoint-status",,"","checkpoint","Check covers on all sides, MF and TF"
"checkpoint-status",,"","checkpoint","There is sufficient cover to rebates around openings or weatherproofing details"
"checkpoint-status",,"","checkpoint","Starters (Size, Grade, Setout and Length)"
"checkpoint-status",,"","checkpoint","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"checkpoint-status",,"","checkpoint","Lifters"
"checkpoint-status",,"","checkpoint","Tie wire Trimmed"
"checkpoint-status",,"","checkpoint","Panel fully clean"
"checkpoint-status",,"","checkpoint","Drossbach Measured and photo taken"
"checkpoint-status",,"","checkpoint","General Photos Attached"
"checkpoint-status",,"","checkpoint","Shop Drawing Checked Off (attach photo)"
"checkpoint-group",,"","section","Demould Inspection"
"checkpoint-status",,"","checkpoint","Demould Inspection complete"
"checkpoint-group",,"","section","Loading Out"
"checkpoint-status",,"","checkpoint","Photo take of Panel on Truck"
"checkpoint-status",,"","checkpoint","No remedial work required on site"
"checkpoint-group",,"","section","Test Results, Certificates and Documentation"
"checkpoint-status",,"","checkpoint","Upload reinforcing detail sheets"
"checkpoint-status",,"","checkpoint","Concrete Docket Attached"
"checkpoint-status",,"","checkpoint","Upload Concrete test results"
"checkpoint-status",,"","checkpoint","Upload Photo of Reinforcing Cast # Tracking"
"checkpoint-status",,"","checkpoint","Upload Lift Designs"

"checklist-flat",,"","checklist","Job Details Checklist","",,,1,"Yes","Job Details Checklist","7e96bf9f-8d78-4ab1-b15d-3f4f4a35f630"
"checkpoint-status",,"","checkpoint","Project details entered below"
"text","6eec990e-e144-5f19-be56-3cd02d49a948","","textbox","Job File Number",,,
"text","eba2c6e5-386b-5b28-903d-0b571ff433fd","","textbox","Project Name",,,
"text","5a08016b-09c7-5e6d-80c7-e130a3a11feb","","textbox","Site Address",,,
"text","05fdfd48-7888-540a-938a-209a772ad685","","textbox","Main Contractor",,,
"text","d268ec47-e1e8-5206-ab33-8ead375500af","","textbox","Main Contractor POC",,,
"text","4b3c3487-5121-56da-9b40-f7fd9f3a297f","","textbox","Structural Engineer",,,
"text","9a9cab46-74fc-5f86-b07a-08019a464c5b","","textbox","Architect",,,

