Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Frameless Glass Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Main Building - Penthouse,grouping,Main Building - Penthouse,,
,,Balcony 1,expanded,Balcony 1,Penthouse,Main Building
,,Balcony 2,expanded,Balcony 2,Penthouse,Main Building
,Columns,,,,,
,,Work area acceptable & approval to start work,,Work area acceptable & approval to start work,,
,,Fixing Details checked,,Fixing Details checked,,
,,Fixing Substrate Type,Fixing Substrate Type,Fixing Details checked,,
,,Setout as per CAD drawings,,Setout as per CAD drawings,,
,,Position materials & mark drill points,,Position materials and mark drill points,,
,,Drill depth,Drill depth,Position materials and mark drill points,,
,,Threaded Rod/Coach Screw/Bolt Size,Threaded Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,
,,Length of Rod/Coach Screw/Bolt Size,Length of  Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,
,,Epoxy Type,Epoxy Type,Position materials and mark drill points,,
,,Neoprene Gasket Installed as per PS1,,Neoprene Gasket Installed as per PS1,,
,,"Install Spacers, Backing Channel & Clamps",,"Install Spacers, Backing Channel and Clamps",,
,,Confirm Plumb/level/Square final positions,,Confirm Plumb/level/Square final positions,,
,,"Install Glass, wedges & glazing rubbers as per PS1",,"Install Glass, wedges and glazing rubbers as per PS1",,
,,"Install Front covers, Inner & Top Rail & End Caps",,"Install Front covers, Inner and Top Rail and End Caps",,
,,"All work completed, reviewed & approved",,"All work completed, reviewed and approved",,
