type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,ST - S - Blockwork,,,,,,ST - S - Blockwork
checkpoint,"Grids available for reference and base of wall marked accurately, RL reference/top of wall (TOW) confirmed",,,,,,
checkpoint,Base of wall in correct location,,,,,,
checkpoint,Horizontal reinforcing installed correctly (centres/ size / splicing etc),,,,,,
checkpoint,Ties / Control joints installed as required,,,,,,
checkpoint,Vertical reinforcing installed as required with appropriate splice,,,,,,
checkpoint,"Openings checked and correct - location, height and width",,,,,,
checkpoint,Washouts correct/openings covered correctly and wall braced adequately (if required),,,,,,
checkpoint,"Wall built within tolerance - straight, level and to the correct height (Approval to pour)",,,,,,
checkpoint,Concrete specifications checked and correct ,,,,,,
checkpoint,All blocks filled to correct height,,,,,,
checkpoint,Starter bars in centre of block if applicable,,,,,,
checkpoint,Blockwork wall(s) complete to required specification,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist-flat,CST - S - Completion Documents,,,,,,CST - S - Completion Documents
checkpoint,All relevant Compliance Documentation completed and attached above,,,,,,
bool,Any Additional Compliance Documentation (Required under Section C and by Consultants) - Completed and Attached,,,,,,
label,"Do not select ""Pass"" HERE until all requirements have been marked as ""Yes"" & attached or you have selected ""N/A""",,,,,,
holdpoint,Request Signoff,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
