type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,Installation Checklist,,,,,Yes,Installation Checklist,3dc88a61-8e45-41e4-89c8-d4ab0d700e80
checkpoint,Bedding grout placed and finished as per project requirements,,,,,,,
tickbox,Bedding grout (trowelable) used is as per project specification (PHOTO REQUIRED of the grout bag),,,,,,,
tickbox,Grout mixed in line with manufacturers recommendations,,,,,,,
tickbox,Grout bed sufficient to ensure full coverage (PHOTO REQUIRED of grout bed prior to landing element),,,,,,,
checkpoint,Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):,,,,,,,
tickbox,Survey Pins,,,,,,,
tickbox,Within 5mm of vertical plumb,,,,,,,
tickbox,Face alignment within 5mm,,,,,,,
checkpoint,Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped),,,,,,,
tickbox,Prop bolts installed with tool to ensure locking mechanism can't be removed by hand,,,,,,,
checkpoint,Dowel tube (flowable) grout placed and finished as per project requirements,,,,,,,
tickbox,Dowel tube grout used is as per project specification (PHOTO REQUIRED of the grout bag),,,,,,,
tickbox,Grout mixed in line with manufacturers recommendations,,,,,,,
tickbox,Dowel tubes filled to top of tubes,,,,,,,
checkpoint,Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area),,,,,,,
label,"If there is damage, mark as FAIL.  Once the damage is repaired, take another photo (PHOTO REQUIRED) and then change the status to PASS",,,,,,,
checkpoint,Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving),,,,,,,
