Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Earth Pegs Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,TH11,dynamic,Earth Pegs,Earthing,TH11,Wellpad EC&I
,,TH12,dynamic,Earth Pegs,Earthing,TH12,Wellpad EC&I
,,TH26,dynamic,Earth Pegs,Earthing,TH26,Wellpad EC&I
,,TH28,dynamic,Earth Pegs,Earthing,TH28,Wellpad EC&I
,,TH29,dynamic,Earth Pegs,Earthing,TH29,Wellpad EC&I
,,TH37,dynamic,Earth Pegs,Earthing,TH37,Wellpad EC&I
,,Inground Earthing - SGW Pumping Station,dynamic,Earth Pegs,Earthing,SGW Pumping Station,Inground Earthing
,,Inground Earthing - Separation Plant,dynamic,Earth Pegs,Earthing,Separation Plant,Inground Earthing
,Columns,,,,,,
,,Mold type identified,,Mold type identified,,,
,,Cadweld Visual test,,Cadweld Visual test,,,
,,Cadweld Ductor test,,Cadweld Ductor test,,,
,,Continuity test [Peg to Earth Bar],,Continuity test [Peg to Earth Bar],,,
,,3 Wire Earth test,,3 Wire Earth test,,,
,,,,,,,
Cadwelds Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,TH11,dynamic,Cadwelds,Earthing,TH11,Wellpad EC&I
,,TH12,dynamic,Cadwelds,Earthing,TH12,Wellpad EC&I
,,TH26,dynamic,Cadwelds,Earthing,TH26,Wellpad EC&I
,,TH28,dynamic,Cadwelds,Earthing,TH28,Wellpad EC&I
,,TH29,dynamic,Cadwelds,Earthing,TH29,Wellpad EC&I
,,TH37,dynamic,Cadwelds,Earthing,TH37,Wellpad EC&I
,,Cross country Pipeline,dynamic,Cadwelds,Earthing,Cross country Pipeline,
,,SGW Pumping Station,dynamic,Cadwelds,Earthing,SGW Pumping Station,Inground Earthing
,,Separation Plant,dynamic,Cadwelds,Earthing,Separation Plant,Inground Earthing
,,Vent Station Area,dynamic,Cadwelds,Earthing,Vent Station Area,Inground Earthing
,,Steamfield,dynamic,Cadwelds,Earthing,Steamfield,Inground Earthing
,Columns,,,,,,
,,"Mold type, # and cable size identified",,"Mold type, # and cable size identified",,,
,,Cadweld Visual test,,Cadweld Visual test,,,
,,Cadweld Ductor test,,Cadweld Ductor test,,,
,,Cadweld wrapped in 3M SCOTCH 23 RUBBER/3M TEMFLEX 1500 GREEN TAPE,,"Cadweld wrapped in 3M SCOTCH 23 RUBBER, 3M TEMFLEX 1500 GREEN TAPE",,,
,,GPS coordinates taken,,GPS coordinates taken,,,
,,,,,,,
Instrument Cables Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,TH11,grouping,TH11,,,
,,0110BTL10-S01,expanded,0110BTL10-S01,Cables,TH11,Wellpad EC&I
,,0110LFC10CL010-S01,expanded,0110LFC10CL010-S01,Cables,TH11,Wellpad EC&I
,,0110NAB10AA110-N01,expanded,0110NAB10AA110-N01,Cables,TH11,Wellpad EC&I
,,0110NAB10CF010-S01,expanded,0110NAB10CF010-S01,Cables,TH11,Wellpad EC&I
,,0110NAB10CP010-S01,expanded,0110NAB10CP010-S01,Cables,TH11,Wellpad EC&I
,,0110SAA10CT010-S01,expanded,0110SAA10CT010-S01,Cables,TH11,Wellpad EC&I
,,TH12,grouping,TH12,,,
,,0120BTL10-S01,expanded,0120BTL10-S01,Cables,TH12,Wellpad EC&I
,,0120LFC10CL010-S01,expanded,0120LFC10CL010-S01,Cables,TH12,Wellpad EC&I
,,0120LFC10CL020-S01,expanded,0120LFC10CL020-S01,Cables,TH12,Wellpad EC&I
,,0120LFC10CP010-S01,expanded,0120LFC10CP010-S01,Cables,TH12,Wellpad EC&I
