Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
TEMPORARY - Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Building A - Level 4,grouping,Building A - Level 4,,
,,A-4B01,,A-4B01,Level 4,Building A
,,A-4B02,,A-4B02,Level 4,Building A
,,A-4B03,,A-4B03,Level 4,Building A
,,A-4B04,,A-4B04,Level 4,Building A
,,A-4B05,,A-4B05,Level 4,Building A
,,A-4B06,,A-4B06,Level 4,Building A
,,A-4B07,,A-4B07,Level 4,Building A
,,A-4B09,,A-4B09,Level 4,Building A
,,A-4B10,,A-4B10,Level 4,Building A
,,A-4B11,,A-4B11,Level 4,Building A
,,A-4B12,,A-4B12,Level 4,Building A
,,A-4B13,,A-4B13,Level 4,Building A
,,A-4B14,,A-4B14,Level 4,Building A
,,A-4B15,,A-4B15,Level 4,Building A
,,A-4B16,,A-4B16,Level 4,Building A
,,A-4B17,,A-4B17,Level 4,Building A
,,A-4B18,,A-4B18,Level 4,Building A
,,A-4B19,,A-4B19,Level 4,Building A
,,A-4B20,,A-4B20,Level 4,Building A
,,A-4B21,,A-4B21,Level 4,Building A
,,A-4B27,,A-4B27,Level 4,Building A
,,A-4B28,,A-4B28,Level 4,Building A
,,A-4B29,,A-4B29,Level 4,Building A
,,A-4B30,,A-4B30,Level 4,Building A
,,A-4B31,,A-4B31,Level 4,Building A
,,A-4B32,,A-4B32,Level 4,Building A
,,A-4B33,,A-4B33,Level 4,Building A
,,A-4B34,,A-4B34,Level 4,Building A
,,A-4B35,,A-4B35,Level 4,Building A
,,A-4B36,,A-4B36,Level 4,Building A
,,A-4B37,,A-4B37,Level 4,Building A
,,A-4B38,,A-4B38,Level 4,Building A
,,A-4B39,,A-4B39,Level 4,Building A
,,A-4B40,,A-4B40,Level 4,Building A
,,A-4B41,,A-4B41,Level 4,Building A
,,A-4B42,,A-4B42,Level 4,Building A
,,A-4B43,,A-4B43,Level 4,Building A
,,A-4B44,,A-4B44,Level 4,Building A
,,A-4B45,,A-4B45,Level 4,Building A
,,A-4B46,,A-4B46,Level 4,Building A
,,A-4B47,,A-4B47,Level 4,Building A
,,A-L4P02,,A-L4P02,Level 4,Building A
,,A-L4P03,,A-L4P03,Level 4,Building A
,,A-L4P04,,A-L4P04,Level 4,Building A
,,A-L4P05,,A-L4P05,Level 4,Building A
,,A-L4P07,,A-L4P07,Level 4,Building A
,,A-L4P09,,A-L4P09,Level 4,Building A
,,A-L4P10,,A-L4P10,Level 4,Building A
,,A-L4P11,,A-L4P11,Level 4,Building A
,,A-L4P12,,A-L4P12,Level 4,Building A
,,A-L4P20,,A-L4P20,Level 4,Building A
,,A-L4P22,,A-L4P22,Level 4,Building A
,,A-L4P23,,A-L4P23,Level 4,Building A
,,A-L4P24,,A-L4P24,Level 4,Building A
,,A-L4P25,,A-L4P25,Level 4,Building A
