Type,Id,Name,Values,Prompting Name,Resource Id
checklist-flat,,CHK-009-CIV-CPD-RSS Walls-Fill Placement Rev 2,itp,CHK-009-CIV-CPD-RSS Walls-Fill Placement,993c9fc6-174a-4a27-9b6e-1ab1d06b864d
checkpoint-no-value,,CHK-009-CIV-CPD-RSS Walls-Fill Placement,,,
note,6128f4a3-3107-522a-a68e-c4a22df59cce,Document Title: CHK-009-CIV-CPD-RSS Walls-Fill Placement,,,
note,6dba2edf-05ee-58aa-87b7-414470589d6c,ITP Description: RSS Walls-Fill Placement,,,
note,36ad6b0f-fd9c-523e-bcd0-ead7a2b1dce0,Discipline (e.g. CIV/STR/RAIL): CIV,,,
note,e7909d05-ea40-5202-bf76-77004b896022,Revision Number: 1,,,
note,7362251c-9954-597c-b25a-9aea862c72d2,Revision Date: 14/12/2023,,,
note,c19d2176-023b-59b6-b5c0-8805fcc6e4d0,ITP created by: Matthew Dib,,,
note,7a6b3ddd-aef9-5a46-8f16-60b1ff9ef102,ITP approved for use by: Pradeep Talasila,,,
checkpoint,,1 - Soil reinforcement-Straps,,,
note,d60805f8-a405-5cc9-b4ec-a315a232b02c,"Reference - VR682.08, VR682.17 IFC Drawings",,,
note,73271751-92ca-5fdf-a1f6-19a256df29c3,Acceptance Criteria - Reinforcing elements shall be placed on top of the compacted fill material and connected to the wall panels.,,,
note,0c470ae9-30d9-588d-90fe-0bad01488f8c,"○ Any twists, kinks, sags or deviations in the reinforcing elements shall be removed prior to the placement of fill material on the reinforcing.",,,
note,ff291c56-0dce-52f4-ad24-547fc2a54f9d,Method - Visual,,,
note,d198d0b3-123f-5284-8462-30139c5d56b1,Frequency - Each strap,,,
note,4e42d951-8098-5339-a32c-38c566536cc0,Category - IP,,,
note,c84ba2ed-be4d-51f1-9d88-fcd71716b8b2,Responsibility - SE/PE,,,
note,0a69a04c-5974-5af5-a75b-9795c9daedbf,Verifying Documents - This Checklist,,,
date,178b72f4-5655-5ec7-9832-07309096f21c,Date Completed:,,,
checkpoint,,2 - Soil reinforcement-Straps,,,
note,ad48b446-877e-57dd-8210-9c1c7c6b8593,Reference - Installation manual,,,
note,9f978d62-5d35-5a33-af84-70291df38868,Acceptance Criteria - Correct number of reinforcing element shall be attached to each panel/wire facing units,,,
note,bd9a335a-26ba-511e-ba1d-2969d6ffb571,Method - Visual,,,
note,c5a0d7f0-bb3e-59de-9941-d5c631a032ad,Frequency - Each panel/wire facing unit,,,
note,f10102c1-3726-5188-b88e-13d1a95726ac,Category - IP,,,
note,9cdc77a8-72ab-5588-a42b-1b7c15e2b556,Responsibility - SE/PE,,,
note,dc27f563-1d9b-5842-8e6b-da474ad15aee,Verifying Documents - This Checklist,,,
date,6e9bba0b-4374-59f5-9b7a-4e0f343c3b9f,Date Completed:,,,
checkpoint,,3 - Pre-cast Panel Soil reinforcements-Bolts Connections,,,
note,249a1359-c368-5599-8c3d-7d84dbd3eda2,Reference - IFC Drawings,,,
note,7390482d-8928-5e11-9db6-b368325d8271,Schedule of lenghts:,,,
note,23d25e56-69f2-5982-9882-8e9e03b1314a,"○ MRP-080-C-RFL-DRG-33-CPV-CSW-1403, 1502, 1602, 1702, 1803.",,,
note,cd7be197-2495-5c9c-9c8f-70ac11fa7cc1,Connections arrangement:,,,
note,612d52bd-0050-5b65-b646-1702c7fa29af,○ MRP-080-C-RFL-DRG-33-CPV-CSW-2101,,,
note,b1c535b1-2dd6-5528-ae07-01fe89f7ddf0,Acceptance Criteria - Grid Strips are to be installed at the back of each panel in correct length and to the correct anchors at the back of each panel,,,
note,fe73e879-b8f7-5471-8832-1ce320feb9a0,○ Finger tight nut or use a wrench so thread emerges from top of nut,,,
note,0ed778ce-7964-50f0-adb6-358f0f3da33d,Method - Visual,,,
note,e29aeefb-88aa-5c48-a2fa-e5126b3b838b,Frequency - Each Fill Layer,,,
note,1816ff78-c827-5edd-aaf6-1fe064e0ff67,Category - IP,,,
note,4503002e-98a8-518b-bd6c-6318830f38c1,Responsibility - SE/PE,,,
note,1654bd29-7401-596e-a7a6-967c88191ea9,Verifying Documents - This Checklist,,,
date,ffb122ea-e330-507d-bb1a-5cfcc445f3e6,Date Completed:,,,
checkpoint,,4 - Wire Wall Soil reinforcements-Connections,,,
note,ae02d538-801d-5536-83e5-22c001674688,Reference - IFC Drawings,,,
note,da2ac41b-8106-5882-bdeb-1874ee77ad41,Schedule of lengths:,,,
note,1512097a-f5cc-5046-a24c-cadc0a74dc7f,"○ MRP-080-C-RFL-DRG-33-CPV-CSW-1301, 1302, 1303, 1801,2802",,,
note,aa53b998-c915-547b-81de-0181c78a7619,Connections arrangement:,,,
note,f40a33d5-e3f8-5011-a77a-3c2d48ecd6e8,○ MRP-080-C-RFL-DRG-33-CPV-CSW-1956,,,
note,d6cc7480-186d-574f-a021-f3367a258427,Acceptance Criteria - Grid Strips are to be installed to the wire facing units in correct length and to the correct locations based on the number of grid-strips.,,,
note,16261944-b73a-5ff1-90c5-1b643239ec81,– The first layer of grid-strips are to be ziptied or connected via hog rings to the facing units.,,,
note,bf78e160-f0e5-5ab6-b13d-84fedf97607f,Method - Visual,,,
note,ff507bc2-fdf5-5347-a1ab-db858ae698ba,Frequency - Each Fill Layer,,,
note,fd23094b-1b9a-5b9b-9017-4da30e901502,Category - IP,,,
note,9e5bd7d6-9494-5c09-b174-02e7653c8be3,Responsibility - SE/PE,,,
note,bf174fe5-f75c-50b9-be9b-e38a97891276,Verifying Documents - This Checklist,,,
date,c19c7d90-c0e8-5629-8d0e-7d0db78604f7,Date Completed:,,,
checkpoint,,5 - Soil reinforcements-Plan arrangement,,,
note,a9242f7a-5dbe-5f17-b536-d12e7b6668f6,Reference - IFC Drawings,,,
