Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Sprinkler Pipe Installation Rough In,,,,,,
,Scope,,,Site QA,Sprinkler Pipe Installation Rough In,
,Rows,,,,,
,,Sprinkler Pipe Installation Rough In,dynamic,Sprinkler Pipe Installation Rough In,Site QA,
,Columns,,,,,
,,,,,,
,,Initial Floor/Area Establishment - Area clear/tidy/dry/accessible,,"Is the area clear, tidy, dry and accessible? (take multiple photos of installation area)",Initial Floor/Area Establishment,
,,Delivery inspection,,Delivery inspection (Take a photo of the delivery taking place and of delivery docket) (*note: list all items not delivered),Initial Floor/Area Establishment,
,,Delivery docket matches order,,Does the delivery/delivery docket match the order?,Initial Floor/Area Establishment,
,,Piping & weld quality reviewed,,Piping & weld quality reviewed?,Initial Floor/Area Establishment,
,,Fabrication sheets match pipe delivered to site,,Fabrication sheets match the pipe delivered to site? (Take a photo of the fabrication check sheet),Initial Floor/Area Establishment,
,,Correct sprinklers delivered,,Have the correct sprinklers been delivered? (Take a photo of all sprinklers required for area of installation),Initial Floor/Area Establishment,
,,Initial Installation - Area clear/tidy/dry/accessible,,"Is the area clear, tidy, dry and accessible? (take multiple photos of installation area)",Initial Installation,
,,Check sprinkler heads for damage/scratches to paint finish,,Check sprinkler heads for damage/scratches to paint finish (Take a photo of sprinklers required for area of installation),Initial Installation,
,,Flexi compliant to AS2118 & FM approved,,Flexi compliant to AS2118 and FM approved? (take a photo of the data sheet),Initial Installation,
,,Sprinklers neatly hemped & soaped,,"Sprinklers neatly hemped and soaped (with inner escutcheon plates installed, if required)? (take a photo)",Initial Installation,
,,Installation drawings are most recent revision & issued,,Installation drawings are the most recent revision and are ISSUED FOR CONSTRUCTION? (take a photo),Initial Installation,
,,Grid lines marked out & confirmed with assistance of bldg. team,,Grid lines marked out and confirmed with the assistance of building team? (Take a photo/signature from both parties required),Initial Installation,
,,Pipework installed as per issued drawings,,"Pipework installed as per the ISSUED FOR CONSTRUCTION drawings? (correct heights, measurements off grid lines)",Initial Installation,
,,Pipework hangers/supports installed,,Pipework hangers/supports installed correctly? (take multiple photos),Initial Installation,
,,Concealed space sprinklers installed as per AS2118,,Concealed space sprinklers installed as per AS2118 with no obstructions? (Take multiple photos),Initial Installation,
,,Flexi installed to manufact. specs & tied up away from damage,,Flexi installed to manufacturers specs and tied up away from possible damage? (Take multiple photos),Initial Installation,
,,Correct sprinklers installed,,"Have the correct sprinklers been installed? (Temperature rating, Fast Response, Finish) (take photos)",Initial Installation,
,,Riser pipework installed as per issued drawings,,Riser pipework installed as per the ISSUED FOR CONSTRUCTION drawings?,Initial Installation,
,,Riser hangers/supports installed correctly,,Riser hangers/supports installed correctly? (take photos),Initial Installation,
,,Fire sprinkler control valve installed & connected to system,,"Fire sprinkler control valve installed and connected to system, riser and drain pipework? (take a photo when installation complete)",Initial Installation,
,,Fire Rating/acoustic sealing of penetrations completed,,Fire Rating/acoustic sealing of penetrations completed prior to ceiling sheeting? (Take a photo of each sealed penetration back and front),Initial Installation,
,,Fire Rating/acoustic sealing of riser penetrations completed,,Fire Rating/acoustic sealing of riser penetrations completed? (Take a photo of each sealed penetration above and below),Initial Installation,
,,Exposed fire sprinkler pipework painted to required colour,,Exposed fire sprinkler pipework completely painted to required colour? (Take multiple photos),Initial Installation,
,,Changes to installation recorded for AS BUILT DRAWINGS,,Any changes to installation recorded for AS BUILT DRAWINGS (Mark up most recent plans and take a photo of each change)(make a note as why the change was made),Initial Installation,
,,,,,,
Sprinkler Pipe Installation Fit Off ,,,,,,
,Scope,,,Site QA,Sprinkler Pipe Installation Fit Off ,
,Rows,,,,,
,,B2-B1,grouping,B2-B1,,
,,B2,,B2,Sprinkler Pipe Installation Fit Off ,Site QA
,,B1,,B1,Sprinkler Pipe Installation Fit Off ,Site QA
,,Ground Floor,dynamic,Ground Floor,Sprinkler Pipe Installation Fit Off ,Site QA
,,Level 1,dynamic,Level 1,Sprinkler Pipe Installation Fit Off ,Site QA
,,Level 2,dynamic,Level 2,Sprinkler Pipe Installation Fit Off ,Site QA
,,Level 3,dynamic,Level 3,Sprinkler Pipe Installation Fit Off ,Site QA
,,Level 4,dynamic,Level 4,Sprinkler Pipe Installation Fit Off ,Site QA
,,Lifts,grouping,Lifts,,
,,Lift 1,,Lift 1,Sprinkler Pipe Installation Fit Off ,Site QA
,,Lift 2,,Lift 2,Sprinkler Pipe Installation Fit Off ,Site QA
,Columns,,,,,
,,Fit Off - Part 1 - Area clear/tidy/dry/accessible,,"Is the area clear, tidy, dry and accessible? (take multiple photos of installation area)",Fit Off - Part 1,
,,Check Sprinkler Heads for damage/scratches to paint finish ,,Check Sprinkler Heads for damage/scratches to paint finish (Take a photo of all damaged sprinklers with room/area reference),Fit Off - Part 1,
,,Check Flexi for damage/kinks,,Check Flexi for damage/kinks (take a photo of any damaged Flexi with room/area reference),Fit Off - Part 1,
,,Check water is drained out of system,,Check the water is drained the water out of the system (take a photo),Fit Off - Part 1,
,,Installation drawings are most recent revision & issued,,Installation drawings are the most recent revision and are ISSUED FOR CONSTRUCTION? (take a photo),Fit Off - Part 1,
,,Laser used to fit off to accurate measurements,,Laser used to fit off to accurate measurements? (Take a photo of each sprinkler in final position),Fit Off - Part 1,
,,Sprinklers installed as per AS2118 with no obstructions,,Sprinklers installed as per AS2118 with no obstructions? (Take multiple photos),Fit Off - Part 1,
,,Correct sprinklers installed,,"Have the correct sprinklers been installed? (Temperature rating, Fast Response, Finish) (take photos)",Fit Off - Part 1,
,,Check water is reinstated into system at completion of fit off,,Check the water is reinstated into the system at the completion of fit off (take a photo),Fit Off - Part 1,
,,Fit Off - Part 2 - Area clear/tidy/dry/accessible,,"Is the area clear, tidy, dry and accessible? (take multiple photos of installation area)",Fit Off - Part 2,
,,Check sprinkler heads for damage/scratches to paint finish,,Check sprinkler heads for damage/scratches to paint finish (Take a photo of all sprinklers required for area of installation),Fit Off - Part 2,
,,Check sprinkler heads are straight & parallel to finished surface,,Check sprinkler heads are straight and parallel to finished surface (Take a photo of each sprinkler in final position with room/area reference if moved or damaged),Fit Off - Part 2,
,,Check no paint or gyprock setting on sprinkler head,,Check there is no paint or gyprock setting on sprinkler head (Take a photo of each sprinkler in final position with room/area reference if damaged),Fit Off - Part 2,
,,Outer escutcheon plates installed,,Outer escutcheon plates installed,Fit Off - Part 2,
,,Check no gaps between outer escutcheon plate & finished ceiling,,Check there is no gaps between the outer escutcheon plate and the finished ceiling,Fit Off - Part 2,
,,Sprinklers installed as per AS2118 with no obstructions,,Sprinklers installed as per AS2118 with no obstructions? (Take multiple photos),Fit Off - Part 2,
,,1.6MPa or 400 kpa in excess of the maximum static working pressure,,"1.6MPa or 400 kpa in excess of the maximum static working pressure (whichever is greater) for a period of 2 hours, with no loss of pressure duration the 2 hour duration.",Hydrostatic Pressure Test,
,,Pipework Joints/connections/position/spacing correct,,"Are the pipework Joints, connections, position & spacing correct?",Hydrostatic Pressure Test,
,,All open ends plugged off to close up piping network,,Are all open ends plugged off to close up the piping network?,Hydrostatic Pressure Test,
,,Start Time:,Start Time:,Are all open ends plugged off to close up the piping network?,Hydrostatic Pressure Test,
,,Test Pressure:,Test Pressure:,Are all open ends plugged off to close up the piping network?,Hydrostatic Pressure Test,
,,Picture of pressure test gauge (1),,Attach picture of pressure test gauge:,Hydrostatic Pressure Test,
,,Finish Time:,Finish Time:,Attach picture of pressure test gauge:,Hydrostatic Pressure Test,
,,Test Pressure:,Test Pressure:,Attach picture of pressure test gauge:,Hydrostatic Pressure Test,
,,Picture of pressure test gauge (2),,Attach picture of pressure test gauge:,Hydrostatic Pressure Test,
,,Any pressure loss during test?,,Any pressure loss during test?,Hydrostatic Pressure Test,
,,Summit Fire & Builder Reps sign prior to closing out,,Summit Fire Representative & Builder Representative to sign prior to closing out,Hydrostatic Pressure Test,
,,,,,,
Sprinkler System Commissioning,,,,,,
,Scope,,,Site QA,Sprinkler System Commissioning,
,Rows,,,,,
,,Sprinkler System Commissioning,dynamic,Sprinkler System Commissioning,Site QA,
,Columns,,,,,
,,Area clear/tidy/dry/accessible,,"Is the area clear, tidy, dry and accessible? (take multiple photos of installation area)",Visual inspection,
,,Check Sprinkler Heads & escutcheons for damage/scratches,,Check Sprinkler Heads & escutcheons for damage/scratches to paint finish (Take a photo of all damaged sprinklers with room/area reference),Visual inspection,
,,Floor inspection to confirm all system works complete,,Floor inspection to confirm all system works are complete?,Visual inspection,
,,Correct sprinklers installed,,"Have the correct sprinklers been installed? (Temperature rating, Fast Response, Finish)",Visual inspection,
,,Escutcheon plates installed,,Escutcheon plates installed,Visual inspection,
,,Joints/connections/position & spacing/obstruction correct,,"Joints, connections,position & spacing / obstruction correct",Visual inspection,
,,Shields/guards provided,,Shields/guards provided (where specified),Visual inspection,
,,Fixings & supports in accordance with AS2118,,Fixings and supports in accordance with AS2118,Visual inspection,
,,Sprinkler Support Systems installed to not impede other services,,Sprinkler Support Systems are installed to not impede other services installed,Visual inspection,
,,Ancillary equipment installed,,"Ancillary equipment installed? (monitored isolation valve, flow switch, pressure switch)",Visual inspection,
,,Block Plans installed & reviewed,,Block Plans installed and reviewed? (take a photo),Visual inspection,
,,Signage & Labelling/Locks & Straps installed,,"Signage & Labelling, Locks & Straps installed (take a photo)",Visual inspection,
,,Seismic Restraints & paint assessed,,Seismic Restraints & paint assessed,Visual inspection,
,,Fire sprinkler valve set drain connected to drain riser,,Is the fire sprinkler valve set drain connected to the drain riser? (take a photo),Visual inspection,
,,Fire sprinkler drain riser ran into hydraulic waste drain,,Is the fire sprinkler drain riser ran into the hydraulic waste drain? (take a photo),Visual inspection,
,,Check operation of monitored isolation valve & record FIP interface,,Check operation of the monitored isolation valve and record FIP interface (take a photo of both items at the same time),Commissioning,
,,Inspect & test gauge operation,,Inspect and test gauge operation (record a video of the drop in pressure and the pressure re-stabilising to static working pressure),Commissioning,
,,Operation of manual test drain confirm flow switch activation to FIP,,Check operation of manual test drain confirm flow switch activation to FIP (record a video and take a photo of the FIP when alarm is activated) (note the time delay),Commissioning,
,,Operation of water pressure switch activation to FIP,,Check operation of the water pressure switch activation to FIP (record a video and take a photo of the FIP when alarm is activated),Commissioning,
,,Operation of solenoid test drain confirm FSW activation to FIP,,Check operation of solenoid test drain confirm FSW activation to FIP (record a video and take a photo of the FIP when alarm is activated),Commissioning,
,,Operation of water motor alarm,,Check the operation of the water motor alarm (record a video),Commissioning,
,,,,,,
Fire Detection Installation Rough In,,,,,,
,Scope,,,Site QA,Fire Detection Installation Rough In,
,Rows,,,,,
,,Fire Detection Installation Rough In,dynamic,Fire Detection Installation Rough In,Site QA,
,Columns,,,,,
,,Initial Site Establishment - Area clear/tidy/dry/accessible,,"Is the area clear, tidy, dry and accessible? (take multiple photos of installation area)",Initial Site Establishment,
,,Delivery inspection,,Delivery inspection (Take a photo of the delivery taking place and of delivery docket) (*note: list all items not delivered),Initial Site Establishment,
,,Does delivery/delivery docket match order?,,Does the delivery/delivery docket match the order?,Initial Site Establishment,
,,Dry Fire Cable Rough In - Area clear/tidy/dry/accessible,,"Is the area clear, tidy, dry and accessible? (take multiple photos of installation area)",Dry Fire Cable Rough In,
,,Installation drawings most recent revision & issued,,Installation drawings are the most recent revision and are ISSUED FOR CONSTRUCTION? (take a photo),Dry Fire Cable Rough In,
,,Room/area layout set out & confirmed with assistance of bldg. team,,Room/area layout set out and confirmed with the assistance of building team? (Take a photo/signature from both parties required),Dry Fire Cable Rough In,
,,Cable installed to device locations,,Cable installed to device locations as per the most recent ISSUED FOR CONSTRUCTION drawings?,Dry Fire Cable Rough In,
,,Cable supports installed correctly,,Cable supports installed correctly? (take multiple photos),Dry Fire Cable Rough In,
,,Sufficient slack in cable to reach required fit off location,,Sufficient slack in cable to reach required fit off location?,Dry Fire Cable Rough In,
,,Cable tray installed as per AS 3000,,Cable tray installed as per AS 3000? (take photos of installed tray),Dry Fire Cable Rough In,
,,Fire Detection cable has compliant spacing,,"Fire Detection cable has compliant spacing between Detection, EWIS/OWS and electrical power cable? (take multiple photos)",Dry Fire Cable Rough In,
,,Fire Rating/acoustic sealing of pens. completed prior to ceiling sheeting (1),,Fire Rating/acoustic sealing of penetrations completed prior to ceiling sheeting? (Take a photo of each sealed penetration back and front),Dry Fire Cable Rough In,
,,Wires clearly drawn & submitted for AS BUILTS/AS CONSTRUCTED,,Are wires clearly drawn and submitted for AS BUILTS/AS CONSTRUCTED drawings (take a photo of the drawing with line diagram clearly shown),Dry Fire Cable Rough In,
,,All devices numbered on drawing for AS BUILTS/AS CONSTRUCTED,,Are all devices numbered on drawing for AS BUILTS/AS CONSTRUCTED drawings? (take a photo of the drawing with device number clearly shown),Dry Fire Cable Rough In,
,,Riser Cable Tray Installation & cables installed in a neat order,,Riser Cable Tray Installation & cables installed in a neat order? (take a photo),Dry Fire Cable Rough In,
,,Cable supported to tray,,Cable supported to tray,Dry Fire Cable Rough In,
,,Fire Rating/acoustic sealing of pens. completed prior to ceiling sheeting (2),,Fire Rating/acoustic sealing of penetrations completed prior to ceiling sheeting? (Take a photo of each sealed penetration top and bottom),Dry Fire Cable Rough In,
,,,,,,
Smoke Detection & EWIS/OWS Fit Off,,,,,,
,Scope,,,Site QA,Smoke Detection & EWIS/OWS Fit Off,
,Rows,,,,,
,,B2-B1,grouping,B2-B1,,
,,B2,,B2,Smoke Detection & EWIS/OWS Fit Off,Site QA
,,B1,,B1,Smoke Detection & EWIS/OWS Fit Off,Site QA
,,Ground Floor,dynamic,Ground Floor,Smoke Detection & EWIS/OWS Fit Off,Site QA
,,Level 1,dynamic,Level 1,Smoke Detection & EWIS/OWS Fit Off,Site QA
,,Level 2,dynamic,Level 2,Smoke Detection & EWIS/OWS Fit Off,Site QA
,,Level 3,dynamic,Level 3,Smoke Detection & EWIS/OWS Fit Off,Site QA
,,Level 4,dynamic,Level 4,Smoke Detection & EWIS/OWS Fit Off,Site QA
,,Lifts,grouping,Lifts,,
,,Lift 1,,Lift 1,Smoke Detection & EWIS/OWS Fit Off,Site QA
,,Lift 2,,Lift 2,Smoke Detection & EWIS/OWS Fit Off,Site QA
,Columns,,,,,
,,Area clear/tidy/dry/accessible,,"Is the area clear, tidy, dry and accessible? (take multiple photos of installation area)",,
,,Installation drawings are most recent revision & issued,,Installation drawings are the most recent revision and are ISSUED FOR CONSTRUCTION? (take a photo),,
,,Excess slack in cable removed,,Excess slack in cable removed?,,
,,Smoke & Thermal Detectors installed in correct dimensioned locations,,Smoke and Thermal Detectors are installed in correct dimensioned locations as per the ISSUED FOR CONSTRUCTION drawings?,,
,,Thermal & Smoke Detectors installed in accordance with AS1670/AS1668/BCA,,"Check Thermal and Smoke Detectors installed in accordance with AS1670, AS1668, BCA (take photo of data sheet for devices being installed)",,
,,EWIS/OWS speaker installed in correct dimensioned locations,,EWIS/OWS speaker are installed in the correct dimensioned locations as per the ISSUED FOR CONSTRUCTION drawings?,,
,,Laser used to fit off to accurate measurements,,Laser used to fit off to accurate measurements? (Take a photo of each detector/speaker in final position),,
,,WIP/MCP installed as per AS1670 & BCA,,WIP/MCP installed as per AS1670 & BCA (take photo of each device after installation),,
,,All devices numbered correctly using labels & in correct location,,All devices are numbered correctly using labels (NO MARKERS) and in correct location as per the AS BUILT DEVICE numbering markup?,,
,,All devices fit off as per ISSUED FOR CONSTRUCTION drawings,,All devices are fit off as per ISSUED FOR CONSTRUCTION drawings and clear of any obstructions? (Take a photo of all damaged/obstructed devices with room/area reference),,
,,Cable joints & terminations correctly completed with no tension on terminals,,Cable joints and terminations correctly completed with no tension on the terminals?,,
,,All traffolyte labels installed to each WIP/MCP & field module,,All traffolyte labels are installed to each WIP/MCP and field module?,,
,,,,,,
Smoke Detection & EWIS/OWS Commissioning,,,,,,
,Scope,,,Site QA,Smoke Detection & EWIS/OWS Commissioning,
,Rows,,,,,
,,Smoke Detection & EWIS/OWS Commissioning,dynamic,Smoke Detection & EWIS/OWS Commissioning,Site QA,
,Columns,,,,,
,,Area clear/tidy/dry/accessible,,"Is the area clear, tidy, dry and accessible? (take multiple photos of installation area)",Visual Inspection,
,,Floor inspect to confirm all system works complete,,Floor inspect to confirm all system works are complete,Visual Inspection,
,,All faults & isolations cleared for area,,All faults and isolations cleared for area,Visual Inspection,
,,Smoke & Thermal Detectors installed in correct dimensioned locations,,Smoke and Thermal Detectors are installed in correct dimensioned locations as per the ISSUED FOR CONSTRUCTION drawings?,Visual Inspection,
,,EWIS/OWS speaker installed in correct dimensioned locations,,EWIS/OWS speaker are installed in the correct dimensioned locations as per the ISSUED FOR CONSTRUCTION drawings?,Visual Inspection,
,,WIP/MCP installed as per AS1670 & BCA,,WIP/MCP installed as per AS1670 & BCA,Visual Inspection,
,,Cable joints & terminations completed with no tension on terminals,,Cable joints and terminations correctly completed with no tension on the terminals?,Visual Inspection,
,,"Compliance with AS1670, AS1668, BCA 2015",,"Compliance with AS1670, AS1668, BCA 2015",Visual Inspection,
,,All devices fit off as per ISSUED FOR CONSTRUCTION drawings,,All devices are fit off as per ISSUED FOR CONSTRUCTION drawings and clear of any obstructions? (Take a photo of all damaged/obstructed devices with room/area reference),Visual Inspection,
,,All devices numbered correctly using labels & in correct location,,All devices are numbered correctly using labels (NO MARKERS) and in correct location as per the AS BUILT DEVICE numbering markup?,Visual Inspection,
,,All traffolyte labels installed to each WIP/MCP & field module,,All traffolyte labels are installed to each WIP/MCP and field module?,Visual Inspection,
,,Smoke detection & EWIS/OWS block plans installed as per AS1670,,Smoke detection & EWIS/OWS block plans installed as per AS1670?,Visual Inspection,
,,"Test each Smoke Detector in accordance with AS1670, AS1668, BCA",,"Test each Smoke Detector in accordance with AS1670, AS1668, BCA using smoke can and record FIP alarm. (take a photo of the device & panel at the same time)",Commissioning,
,,"Test each thermal Detector in accordance with AS1670, AS1668, BCA",,"Test each thermal Detector in accordance with AS1670, AS1668, BCA using a heat detector tester kit can and record FIP alarm. (take a photo of the device & panel at the same time)",Commissioning,
,,Test Speakers in accordance with AS1670 & BCA,,Test Speakers in accordance with AS1670 & BCA under general fire alarm and record results using a sound probe meter (record video),Commissioning,
,,Test Visual Alarm Devices in accordance with AS1670 & BCA,,Test Visual Alarm Devices in accordance with AS1670 & BCA under general fire alarm (record video),Commissioning,
,,"Test WIP phones in accordance AS1670, BCA",,"Test WIP phones in accordance AS1670, BCA (record video)",Commissioning,
,,"Test Manual Call Points in accordance with AS1670, BCA & record FIP/EWIS alarm",,"Test Manual Call Points in accordance with AS1670, BCA and record FIP/EWIS alarm (record video)",Commissioning,
,,"Test Field Module Interfaces in accordance with AS1670, AS1668, BCA",,"Test Field Module Interfaces in accordance with AS1670, AS1668, BCA and record FIP alarm (take a photo of the Interface and FIP the the same time)",Commissioning,
,,Test activation of smoke/fire door magnetic hold open devices under local fire alarm,,Test the activation of smoke/fire door magnetic hold open devices under local fire alarm (record video),Commissioning,
,,Test activation of mech. fire trips under general fire alarm,,test the activation of mechanical fire trips under general fire alarm (take a photo of the mechanical GFA trip and FIP in alarm at the same time),Commissioning,
,,Test activation of security fire trips under general fire alarm,,Test the activation of security fire trips under general fire alarm (take a photo of the mechanical GFA trip and FIP in alarm at the same time),Commissioning,
,,Test EWIS/OWS time delay for cascading & changing from ALERT to EVAC,,Test the EWIS/OWS time delay for cascading and changing from ALERT to EVAC (record a video of the EWIS/OWS Panel),Commissioning,
,,Test activation of network monitoring during latching FIP alarm,,Test the activation of network monitoring during latching FIP alarm (attach monitoring company report and photos of the alarm on FIP & Monitoring Device),Commissioning,
,,Test activation of external bell under fire trip mode,,"Test the activation of the external bell under fire trip mode in accordance AS1670, BCA (record video)",Commissioning,
,,Test activation of external strobe under fire trip mode,,"Test the activation of the external strobe under fire trip mode in accordance AS1670, BCA (record video)",Commissioning,
