"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","Incident Report -","",,,0,"Yes","Incident Report - Checklist","0c813e29-9743-4678-9797-5f25ebd26096"
"checkpoint-group",,"","section","Injured Workers Details"
"checkpoint-status",,"","checkpoint","Injured Worker"
"text","a9c9952f-2daf-4a16-a0e0-e1dfd5bc4c70","","textbox","Name of Employer of injured Person(s) (If any):",,,
"text","b3fd72c3-4f73-4f42-a329-76d0019c2ab8","","textbox","Business address of Person/Organisation in charge of the equipment:",,,
"text","9edbe2cb-8c27-4a40-9d19-6c31dc9c1059","","textbox","Full name of Employee:",,,
"text","84dba192-0c50-476e-aae3-e107f4e01aa1","","textbox","Date of Birth:",,,
"button","e3b8f613-a7dd-48a9-bb2f-4b5643b6cdcd","","button","Sex:"," Male,Female",,
"text","96feee39-c865-4e48-afce-92cd83510516","","textbox","Residential address & telephone number (if known):",,,
"text","a3931b1b-451d-4e5f-b0e3-6e3195058281","","textbox","Occupation of Employee:",,,
"checkpoint-group",,"","section","Incident Details"
"checkpoint-status",,"","checkpoint","Incident"
"text","9662480d-48f3-4af5-93cc-a9dfe715aba8","","textbox","Date of Birth:",,,
"text","05f4dfdb-7dd1-4c1b-afe1-afa7c2db4d11","","textbox","Place/Location where incident occurred:",,,
"text","100cfbdd-6a00-4724-a626-de81450f7696","","textbox","Work/activity being performed at time of incident & equipment being used:",,,
"text","c61c5d37-4d07-429b-ae0d-ca6a0d18b5be","","textbox","Brief description of incident:",,,
"text","9fe4522d-f9ca-4da9-b943-03094ca50b1f","","textbox","Treatment given/action taken at the time of the incident: (Attach Statements below)",,,
"text","37e4952d-7be4-41e8-b99e-2863deaacfe0","","textbox","Name of Witnesses or Name of Person(s) who first attended the scene: (Attach Statements below)",,,
"text","30164857-e60a-41ae-a882-8c901d891b90","","textbox","Action taken/intended, if any, to prevent recurrence of the incident:",,,
"label","cffb5988-bea0-4f1b-baf6-4615c9c09fb4","","note","Add diagram or picture of incident below",,,
"checkpoint-group",,"","section","Treatment Details"
"checkpoint-status",,"","checkpoint","Details"
"button","4f7969e6-064f-44fa-a7b1-8bf42d8b298d","","button","Did the injury necessitate loss of time?"," Yes,No",,
"label","4ce777ce-0b0c-40fa-a4e9-0b7676a3a81b","","note","If ""Yes"" selected",,,
"text","b67a53da-8711-436f-bc1a-9638d64d9312","","textbox","Name the clinic/medical centre attended:",,,
"label","1f7f8acc-dfa9-4368-97fe-d7fe94c6a472","","note","Attach WorkCover Certificate of Capacity (Attach below)",,,
"button","8c1dc2c9-e3e6-4302-a236-392f81851649","","button","Was an ambulance required?"," Yes,No",,
"button","4dc21506-43d7-4bb9-af03-806ba9fead78","","button","Was the incident reported to WorkSafe Victoria?"," Yes,No",,
"label","d2d1f22f-c28e-46b8-94f1-e7b62753b624","","note","If ""Yes"" selected",,,
"text","f1a42764-aad4-4cf5-920a-e616fe747b6d","","textbox","WorkSafe Incident notification number is:",,,
"checkpoint-group",,"","section","Form Details"
"checkpoint-status",,"","checkpoint","Details of Person submitting this form"
"text","265797f6-de1b-4a73-851c-aed3503be5c9","","textbox","Name:",,,
"text","ad5066fe-aedf-4544-85da-e1ad4cee7689","","textbox","Position/Title:",,,
"text","6f502483-4962-4c16-a296-735f7c90fcb9","","textbox","Date:",,,
"button","3ae17b58-b465-4b92-82f6-ae2a31c9b046","","button","Type of Injury (Filled out by OHS Manager):"," FAI, MTI,LTI",,

"checklist-flat",,"","checklist","Quality Assurance Pre-Commencement Checklist","",,,0,"Yes","Quality Assurance Pre-Commencement Checklist","185d1e42-1a40-477e-b928-93f8891c7ea8"
"checkpoint-status",,"","checkpoint","Quality Management Plan Completed, Agreed & Attached"
"checkpoint-status",,"","checkpoint","Inspection & Test Plan Completed, Agreed & Attached"
"checkpoint-status",,"","checkpoint","Relevant Breakdown & Checklists Setup on Conqa & Reviewed by Ryman"
"checkpoint-status",,"","checkpoint","Conqa Setup & Project Team Trained & Given Access"
"checkpoint-status",,"","checkpoint","Review Access Granted to Ryman & Relevant Parties"
"checkpoint-status",,"","checkpoint","Matrix/Insights Setup (if required)"

"checklist-sectioned",,"","checklist","Formwork/Reo/Concrete","",,,0,"Yes","Formwork/Reo/Concrete Checklist","32169541-b339-4fd9-9626-a9d6d76014a8"
"checkpoint-group",,"","section","Formwork"
"checkpoint-status",,"","checkpoint","Have we installed perimeter scaffold/edge protection to suspended slab area (Attach Photos)"
"label","cffa94ec-c639-4225-a702-37ac5704d770","","note","If NO comment below",,,
"checkpoint-status",,"","checkpoint","Formwork correctly Installed (consider any Stairs, landings, insitu walls) - Attach Photos"
"button","54f3cd2f-f412-410d-a852-f332532ea467","","button","Set out - correct levels"," No,Yes",,
"button","c0391b5e-31f1-4628-b8e6-dac1cdae3750","","button","Inserts, pockets, fixings, rebates etc"," No,Yes",,
