type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-275-RAIL-CPD-Aluminothermic Welding and Stressing,itp,,,,,ITP-275-RAIL-CPD-Aluminothermic Welding and Stressing Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-275-RAIL-CPD-Aluminothermic Welding and Stressing,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Aluminothermic Welding and Stressing,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): RAIL,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 8/05/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Jake Argentaro,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Drawing Pack - Rail Track and Civil,,,,,,,,,,,,,,,,,,,,,,
label,Reference - MRP-DPK-080-00-CPW-0063-0 Rail Track & Civil Drawings - Calder Park Drive,,,,,,,,,,,,,,,,,,,,,,
label,1.2 - Railway Track Materials – Part 1: Steel Rails,,,,,,,,,,,,,,,,,,,,,,
label,Reference - AS 1085.1,,,,,,,,,,,,,,,,,,,,,,
label,1.3 - Welding Rail Steels ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - AS 1085.2,,,,,,,,,,,,,,,,,,,,,,
label,1.4 - Flash Butt Welding Specification ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - A1340,,,,,,,,,,,,,,,,,,,,,,
label,1.5 - Hot Works Procedure,,,,,,,,,,,,,,,,,,,,,,
label,Reference - A1606,,,,,,,,,,,,,,,,,,,,,,
label,1.6 - Welded Track Management Manual Chapter 7 - Requirements For Welding Track Procedure,,,,,,,,,,,,,,,,,,,,,,
label,Reference - A4597,,,,,,,,,,,,,,,,,,,,,,
label,1.7 - Welded Track Management Chapter 9 Stress Control for Continuous Welded Rail Procedure ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - A4589,,,,,,,,,,,,,,,,,,,,,,
label,1.8 - Welded Track Management Metro Track - Chapter 10 - Closure Rails Procedure ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - A4598,,,,,,,,,,,,,,,,,,,,,,
label,1.9 - PTDT Form B - Track Certifier Booking Form ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - A4263,,,,,,,,,,,,,,,,,,,,,,
label,1.10 - Welded Track Management - Chapter 13 - Monitoring of Welded Track Procedure ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - A4588,,,,,,,,,,,,,,,,,,,,,,
label,1.11 - Non-Destructive Hand Testing Of Rail - Track Procedure ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - A4550,,,,,,,,,,,,,,,,,,,,,,
label,1.12 - Track Construction - ITP,,,,,,,,,,,,,,,,,,,,,,
label,Reference - ITP-XXX-RAIL-CPD-Track Construction,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries - Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Supply of Weld Kits,,,,,,,,,,,,,,,,,,,,,,
label,Reference - AS1085.20 Railway Track Material Part 1: Steel Rails,,,,,,,,,,,,,,,,,,,,,,
label,○ A4588 Welded Track Management - Chapter 13 - Monitoring of Welded Track Procedure,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Weld kits supplied are within expiry period and conform to the requirements of applicable standards.,,,,,,,,,,,,,,,,,,,,,,
