type,name,values,prefix,postfix,usage count,user addable,template name
checklist,ITP - Maniatutu 0.020-0.300,itp,,,,,ITP - Maniatutu 0.020-0.300
section,1.0 - PRECONSTRUCTION,,,,,,
checkpoint,1.1 - Agree QA Requirements,,,,,,
label,SPECIFICATION REFERENCE - ITP,,,,,,
label,TEST REQUIRED - Check pricing and ITPs & notify Westlink of any difference in understanding of tender pricing,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - Review ITP and confirm minimum quality requirements are understood prior to construction handover meeting.,,,,,,
label,TASK ASSIGNED TO - Construction Project Manager,,,,,,
label,ACCEPTANCE CRITERIA - Confirmation received by Delivery Manager by scheduled task timing,,,,,,
checkpoint,1.2 - Confirm Pricing for Additional Items,,,,,,
label,SPECIFICATION REFERENCE - NTP,,,,,,
label,TEST REQUIRED - Pricing for additional items to be submitted to Design Project Manager and approved,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - Prior to construction handover meeting.,,,,,,
label,TASK ASSIGNED TO - Construction Project Manager,,,,,,
label,ACCEPTANCE CRITERIA - Confirmation received by Delivery Manager by scheduled task timing,,,,,,
checkpoint,1.3 - Construction Handover Meeting,,,,,,
label,SPECIFICATION REFERENCE - NTP,,,,,,
label,TEST REQUIRED - Meeting,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - Minimum 2 weeks prior to commencement of physical works.,,,,,,
label,TASK ASSIGNED TO - Construction Project Manager,,,,,,
label,ACCEPTANCE CRITERIA - Confirmation received by Delivery Manager by scheduled task timing,,,,,,
checkpoint,1.4 - Physical works Programme,,,,,,
label,SPECIFICATION REFERENCE - NTP,,,,,,
label,"TEST REQUIRED - Physical works Programme to be uploaded to WestLink Sharepoint site, emailed to Bryan Crean and start and end dates to by updated in RAMM Contractor prior to physical works.",,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - Minimum 10 working days prior to commencement of physical works.,,,,,,
label,TASK ASSIGNED TO - Construction Project Manager,,,,,,
label,ACCEPTANCE CRITERIA - Confirmation received by Delivery Manager by scheduled task timing,,,,,,
checkpoint,1.5 - Quantity Review,,,,,,
label,SPECIFICATION REFERENCE - NTP,,,,,,
label,TEST REQUIRED - Confirm construction set-out and drawings align with quantities provided in schedule of quantities,,,,,,
label,"TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - After construction set-out, prior to commencement of physical works.",,,,,,
label,TASK ASSIGNED TO - Construction Project Manager,,,,,,
label,ACCEPTANCE CRITERIA - Confirmation received by Delivery Manager by scheduled task timing,,,,,,
checkpoint,1.6 - Existing Pavement Walkover,,,,,,
label,SPECIFICATION REFERENCE - NTP,,,,,,
label,TEST REQUIRED - Visual Inspection of existing pavement,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - ,,,,,,
label,• Prior to ripping seal construction.  Site walkover between WestLink Delivery Manager and Construction Project Manager to identify and agree any isolated treatments required in existing pavement to normalise strength.,,,,,,
label,• Min 24hr notice to be given  prior to inspection.,,,,,,
label,TASK ASSIGNED TO - Construction Project Manager,,,,,,
label,"MEASURING DEVICES OR METHOD - Eye, spray paint, mark-up on drawings",,,,,,
label,ACCEPTANCE CRITERIA - Confirmation received by Delivery Manager by scheduled task timing,,,,,,
label,QUALITY DOCUMENTATION - Mark-up on drawings,,,,,,
section,2.0 - MILLED SURFACE CONSTRUCTION (IN TIE IN AREAS),,,,,,
checkpoint,2.1 - Finished Level,,,,,,
label,SPECIFICATION REFERENCE - TNZ F/1 11.2.2,,,,,,
label,TEST REQUIRED - String line or equivalent,,,,,,
label,"TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 20m centres each side, min 3 measurements across lane  = 147 Measurements",,,,,,
label,TASK ASSIGNED TO - Pavement subcontractor quality representative,,,,,,
label,"MEASURING DEVICES OR METHOD - Stringline, tape measure",,,,,,
label,ACCEPTANCE CRITERIA - +0mm / -30mm,,,,,,
label,QUALITY DOCUMENTATION - Inspection checklist,,,,,,
checkpoint,2.2 - Finished Level (post milled),,,,,,
label,TEST REQUIRED - Visual inspection of milled surface,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - ,,,,,,
label,• Site walkover between WestLink Delivery Manager and Construction Project Manager to ensure milled surface acceptability and compliance.,,,,,,
label,• Min 24hr notice to be given  prior to,,,,,,
label,TASK ASSIGNED TO - Construction Project Manager,,,,,,
label,MEASURING DEVICES OR METHOD - Visual inspection,,,,,,
label,ACCEPTANCE CRITERIA - Confirmation received by Delivery Manager,,,,,,
label,QUALITY DOCUMENTATION - Inspection checklist and photographs supplied,,,,,,
checkpoint,2.3 - Compaction,,,,,,
label,SPECIFICATION REFERENCE - TNZ F/1 10.5.1,,,,,,
label,TEST REQUIRED - Proof Roll,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 100% coverage,,,,,,
label,TASK ASSIGNED TO - Pavement subcontractor quality representative,,,,,,
label,MEASURING DEVICES OR METHOD - Smooth wheel roller with min loading 6259 kg/m width or large miller,,,,,,
label,ACCEPTANCE CRITERIA - ≤ 5mm,,,,,,
label,QUALITY DOCUMENTATION - Inspection checklist,,,,,,
section,3.0 - BASECOURSE LAYER MATERIAL TESTING - TNZ M/4 AP40,,,,,,
checkpoint,3.1 - Crushing Strength,,,,,,
label,SPECIFICATION REFERENCE - TNZ M/4 3.3.1,,,,,,
label,TEST REQUIRED - Crushing Resistance Test,,,,,,
label,"TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 1 test per 10,000m3 (min 1 per source) - 1 tests",,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,"MEASURING DEVICES OR METHOD - NZS 4407 : 1991, Test 3.10",,,,,,
label,ACCEPTANCE CRITERIA - <10% fines passing 2.36mm under 130 KN load,,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,3.2 - Weathering Quality,,,,,,
label,SPECIFICATION REFERENCE - TNZ M/4 3.3.2,,,,,,
label,TEST REQUIRED - Weathering Quality Index Test,,,,,,
label,"TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 1 test per 10,000m3 (min 1 per source) - 1 tests",,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,"MEASURING DEVICES OR METHOD - NZS 4407 : 1991, Test 3.11",,,,,,
label,"ACCEPTANCE CRITERIA - AA, AB, AC, BA, BB or CA",,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,3.3 - Soaked CBR,,,,,,
label,SPECIFICATION REFERENCE - TNZ M/4 3.3.3,,,,,,
label,TEST REQUIRED - Remoulded soaked CBR,,,,,,
label,"TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 1 test per 10,000m3 (min 1 per source) - 1 tests",,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,MEASURING DEVICES OR METHOD - ,,,,,,
label,• Compaction to NZS 4402: 1986 Test 4.1.3 at OMC.,,,,,,
label,• CBR testing to NZS 4407 : 1981 Test 3.15,,,,,,
label,ACCEPTANCE CRITERIA - ≥ 80%,,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,3.4 - Sand equivalent,,,,,,
label,SPECIFICATION REFERENCE - TNZ M/4 4.2.1.1,,,,,,
label,TEST REQUIRED - Sand equivalent,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - ,,,,,,
label,• 0-400m3=2 tests; ,,,,,,
label,• 400-1500m3=3 tests; ,,,,,,
label,• 1500- 4000m3=4 tests; ,,,,,,
label,• >4000m3=1 test/1000m3,,,,,,
label,• 3 Tests,,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,"MEASURING DEVICES OR METHOD - NZS4407 : 1991, Test 3.6",,,,,,
label,ACCEPTANCE CRITERIA - ≥ 40,,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,3.5 - Broken Faces Content,,,,,,
label,SPECIFICATION REFERENCE - TNZ M/4 4.2.2,,,,,,
label,TEST REQUIRED - Broken face content,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - ,,,,,,
label,• 0-400m3=2 tests;,,,,,,
label,• 400-1500m3=3 tests;,,,,,,
label,• 1500- 4000m3=4 tests; ,,,,,,
label,• >4000m3=1 test/1000m3,,,,,,
label,• 3 Tests. n.b. not required if sourced from 100% crushed rock quarry,,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,"MEASURING DEVICES OR METHOD - NZS 4407 : 1991, Test 3.14",,,,,,
label,ACCEPTANCE CRITERIA - ≥ 70%,,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,3.6 - Particle size distribution,,,,,,
label,SPECIFICATION REFERENCE - Design,,,,,,
label,TEST REQUIRED - Wet sieving test,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - ,,,,,,
label,• 0-400m3=2 tests;,,,,,,
label,• 400-1500m3=3 tests;,,,,,,
label,• 1500- 4000m3=4 tests; ,,,,,,
label,• >4000m3=1 test/1000m3,,,,,,
label,• 3 Tests (1 test must be from same sample as MDD/OMC test),,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,"MEASURING DEVICES OR METHOD - NZS4407 4407 : 1991, Test 3.8.1",,,,,,
label,ACCEPTANCE CRITERIA - ,,,,,,
label,• 100% passing 37.5mm,,,,,,
label,• 66 - 81% passing 19mm,,,,,,
label,• 43 - 57 passing 9.5mm,,,,,,
label,• 28 - 43 passing 4.75mm,,,,,,
label,• 19 - 33 passing 2.36mm,,,,,,
label,• 12 - 25 passing 1.18mm,,,,,,
label,• 7 - 19 passing 600µm,,,,,,
label,• 3 - 14 passing 300µm,,,,,,
label,• 0 - 10 passing 150µm,,,,,,
label,• 0 - 7 passing 75µm,,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,3.7 - Solid Density,,,,,,
label,SPECIFICATION REFERENCE - TNZ B/2 7.5,,,,,,
label,TEST REQUIRED - Solid Density,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 1 test per 5000m2 - 2 tests,,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,"MEASURING DEVICES OR METHOD - NZS 4407 : 1991, Test 3.7",,,,,,
label,ACCEPTANCE CRITERIA - report value only,,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,3.8 - Determination of MDD & OWC,,,,,,
label,SPECIFICATION REFERENCE - TNZ B/2 7.5,,,,,,
label,TEST REQUIRED - 5 point compaction curve,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 1 test per 5000m2 - 2 tests,,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,"MEASURING DEVICES OR METHOD - NZS 4402 : 1986, Test 4.1.3",,,,,,
label,ACCEPTANCE CRITERIA - report value only,,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
section,4.0 - BASECOURSE LAYER CONSTRUCTION - TNZ M/4 AP40,,,,,,
checkpoint,4.1 - Formation,,,,,,
label,SPECIFICATION REFERENCE - TNZ B/2 7.7,,,,,,
label,TEST REQUIRED - 3m straight edge or approved equivalent,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 20m centres each side - 28 Tests,,,,,,
label,TASK ASSIGNED TO - Pavement subcontractor quality representative,,,,,,
label,"MEASURING DEVICES OR METHOD - 3m straight edge, tape measure",,,,,,
label,ACCEPTANCE CRITERIA - +/- 10mm,,,,,,
label,QUALITY DOCUMENTATION - Inspection checklist,,,,,,
checkpoint,4.2 - Finished Level,,,,,,
label,SPECIFICATION REFERENCE - TNZ B/2 5.1,,,,,,
label,TEST REQUIRED - String line or equivalent,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 20m centres each side - 28 Tests,,,,,,
label,TASK ASSIGNED TO - Pavement subcontractor quality representative,,,,,,
label,"MEASURING DEVICES OR METHOD - Stringline, tape measure",,,,,,
label,ACCEPTANCE CRITERIA - +15mm / -5mm,,,,,,
label,QUALITY DOCUMENTATION - Inspection checklist,,,,,,
checkpoint,4.3 - Plateau Density Test,,,,,,
label,SPECIFICATION REFERENCE - TNZ B/2 7.5 (b),,,,,,
label,TEST REQUIRED - Plateau Density Test,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 1 test minimum,,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,MEASURING DEVICES OR METHOD - NDM,,,,,,
label,ACCEPTANCE CRITERIA - report value only,,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,4.4 - Compaction,,,,,,
label,SPECIFICATION REFERENCE - TNZ B/2 7.6,,,,,,
label,TEST REQUIRED - NDM,,,,,,
label,"TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - min 5 tests per lot (max lot size = 1,000m2) - 10 tests",,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,MEASURING DEVICES OR METHOD - NDM,,,,,,
label,"ACCEPTANCE CRITERIA - Mean ≥ 98% MDD, Min ≥ 95%, Total voids ≤ 20%",,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,4.5 - Degree of Saturation,,,,,,
label,SPECIFICATION REFERENCE - TNZ B/2 12,,,,,,
label,TEST REQUIRED - NDM,,,,,,
label,"TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - min 5 tests per lot (max lot size = 1,000m2) - 10 tests",,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
label,MEASURING DEVICES OR METHOD - NDM,,,,,,
label,ACCEPTANCE CRITERIA - < 60% (or 80% on consultation with the pavement designer),,,,,,
label,QUALITY DOCUMENTATION - IANZ Report,,,,,,
checkpoint,4.6 - Surface Finish,,,,,,
label,SPECIFICATION REFERENCE - TNZ B/2 7.8,,,,,,
label,TEST REQUIRED - Visual Inspection,,,,,,
label,"TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 1 day prior to surfacing.  Photographs at 50m centres each side of the road, minimum 8MP, geotagged with pen or keys as scale. Min 24hr notice to be given  prior to inspection.",,,,,,
label,TASK ASSIGNED TO - Pavement subcontractor quality representative,,,,,,
label,"MEASURING DEVICES OR METHOD - Stiff bristled broom, camera, eye",,,,,,
label,ACCEPTANCE CRITERIA - ,,,,,,
label,"• The basecourse surface finish, as distinct from the surface shape, shall present a tightly consolidated surface when swept, in which;",,,,,,
label,○ The large aggregate is,,,,,,
label,○ exposed to the surface;,,,,,,
label,○ held in place with a matrix of smaller aggregates,,,,,,
label,○ The smaller aggregate is held firmly in place by fine material;,,,,,,
label,○ The matrix does not displace under normal trafficking or sweeping.,,,,,,
label,"• The standard of sweeping shall be sufficient to remove all loose aggregate, dirt, dust, silt and other deleterious matter.",,,,,,
label,QUALITY DOCUMENTATION - Inspection checklist and photographs supplied electronically.,,,,,,
checkpoint,4.7 - Ride Quality,,,,,,
label,SPECIFICATION REFERENCE - Internal measure,,,,,,
label,TEST REQUIRED - Ride quality test to AG:AM/T002,,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - Within 12 months of first coat seal,,,,,,
label,TASK ASSIGNED TO - Either by pavement subcontractor or by Westlink Asset Management team from latest HSD survey,,,,,,
label,MEASURING DEVICES OR METHOD - inertial laser profiler or response-type roughness meter,,,,,,
label,ACCEPTANCE CRITERIA - no 100m moving average > 60 counts,,,,,,
label,QUALITY DOCUMENTATION - Certified test report,,,,,,
section,5.0 - BITUMEN - TO GAIN APPROVAL,,,,,,
checkpoint,5.1 - Penetration,,,,,,
label,SPECIFICATION REFERENCE - TNZ M/1 Table 1,,,,,,
label,"TEST REQUIRED - Penetration at 25°C, 100g, five seconds",,,,,,
label,TASK TIMING OR TASK FREQUENCY & MINIMUM REQUIREMENTS - 1 test,,,,,,
label,TASK ASSIGNED TO - IANZ accredited laboratory,,,,,,
