Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Fire Damper - Penetrations,,,,,,
,Scope,,,Site QA,Penetrations,
,Rows,,,,,
,,Basement 2,dynamic,Basement 2,Penetrations,Site QA
,,Basement 1,dynamic,Basement 1,Penetrations,Site QA
,,Lower Ground Floor,dynamic,Lower Ground Floor,Penetrations,Site QA
,,Ground Floor,dynamic,Ground Floor,Penetrations,Site QA
,,Level 01,dynamic,Level 01,Penetrations,Site QA
,,Level 02,dynamic,Level 02,Penetrations,Site QA
,,Level 03,dynamic,Level 03,Penetrations,Site QA
,,Level 04,dynamic,Level 04,Penetrations,Site QA
,,Level 05,dynamic,Level 05,Penetrations,Site QA
,,Level 06,dynamic,Level 06,Penetrations,Site QA
,,Level 07,dynamic,Level 07,Penetrations,Site QA
,,Level 08,dynamic,Level 08,Penetrations,Site QA
,Columns,,,,,
,,Penetration details captured,,penetration details have been captured,,
,,Position damper centrally in pen. aperture as per system drawing with IBS backing rod,,position damper centrally in penetration aperture as per system drawing with ibs backing rod and temporary supports or packers.,,
,,Galvanised steel casing positioned centrally within aperture is 0.7mm or greater gauge,,galvanised steel casing positioned centrally within aperture is 0.7mm or greater gauge,,
,,Killargo fire rated mastic applied to gaps between fire damper/casing perimeter/building element on both sides,,"killargo fire rated mastic has been applied to the gaps between fire damper, casing perimeter & building element on both sides.gaps between the fire damper and wall no greater than 25mm.ensure fill depth is 50mm.no evidence of cracking.",,
,,0.7mm minimum steel angles at least twice the width of pen. gap,,"0.7mm minimum steel angles at least twice the width of the penetration gap, fixed to damper casing with steel screws, bolts or pip rivets and fixed to wall with steel fixings at maximum 150mm centre spacing or 2 per side for casing lengths up to 250mm or 3 per side for casing lengths 251-400mm",,
,,Ductwork connected to either side of casing with nylon bolts on flanges as per AS1682.2,,ductwork is connected to either side of the casing with nylon bolts on the flanges as per the as1682.2 break away joint method. bolts do not exceed an 8mm diameter.,,
,,Access panel provided to access fire damper for visual and/or maintenance inspections,,access panel is provided to conveniently access fire damper for visual and/or maintenance inspections.,,
,,Fire damper labelling in accordance with AS1682.2 placed,,fire damper labelling in accordance with as1682.2 has been placed and clearly identifies the fire damper,,
,,Position damper centrally in pen. aperture as per system drawing with temporary supports/packers,,position damper centrally in penetration aperture as per system drawing with temporary supports or packers.,,
,,Fasten 0.7mm thick steel mounting angles/brackets to damper with steel self drilling screws,,fasten 0.7mm thick steel mounting angles or brackets to damper with steel self drilling screws or steel pop rivets and to the building element with appropriate mechanical fixings at 200mm centre spacing or 1 per side as shown on system drawing.,,
,,Killargo fire rated mastic applied to gaps between fire damper & building element on both sides,,killargo fire rated mastic has been applied to the gaps between fire damper & building element on both sides.gaps between the fire damper and wall no greater than 25mm.ensure fill depth is 50mm. no evidence of cracking.,,
,,Convenient access to fire damper for visual/maintenance inspections provided,,ensure convenient access to fire damper for visual and/or maintenance inspections is provided.,,
,,Gaps between fire damper/wall no greater than 25mm & filled with Lorient Intumescent Sealant,,gaps between the fire damper and wall no greater than 25mm and is filled with lorient intumescent sealant with no cracking visible,,
,,Lorient fire rated mastic applied to entire perimeter of fire damper cell on both sides,,lorient fire rated mastic has been applied to entire perimeter of fire damper cell on both sides. no evidence of cracking.,,
,,Casing perimeter sealed with Lorient intumescent sealant. No evidence of cracking.,,casing perimeter is sealed with lorient intumescent sealant. no evidence of cracking.,,
,,Mechanically fix branch to vertical riser with steel screws/pop rivets,,mechanically fix the branch to the vertical riser with steel screws or pop rivets,,
,,Sheet metal thickness is 0.7mm or greater,,sheet metal thickness is 0.7mm or greater.,,
,,Fire damper mounting frame completely penetrates wall/slab into which it is installed?,,does the fire damper mounting frame completely penetrates the wall or slab into which it is installed?,,
,,"Damper mounting frame retained either, on both sides by means of flanges?",,"does the damper mounting frame retained either, on both sides by means of flanges butted against the face of the wall or slab and fixed to the mounting frame or on one side by one flange only, fixed to the wall and damper frame allowing the damper body to expand without distortion to the blades?",,
,,Penetration for fire damper have clearance on all sides equal to half the width of flange?,,does the penetration for the fire damper have clearance on all sides equal to half the width of the flange used to retain the damper frame?,,
,,Clearance filled with an approved non-combustible compressible material?,,is this clearance filled with an approved non-combustible compressible material such as rockwool to the full thickness of te wall or slab involved?,,
,,Method of attaching ductwork to fire damper ensure damper remains functional,,does the method of attaching ductwork to fire damper ensure that the damper remains functional if the ductwork is damaged in any way and must allow the ductwork to fall away?,,
,,Pictures attached,,pictures attached,,
,,Signature (Contract/Subcontractor Assessor),,signature (contract/subcontractor assessor),,
,,Signature (Builder Representative),,signature (builder representative),,
