Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
High Level QA Overview,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Site QA,grouping,Site QA,,
,,Inground Lower Basement 2 - Zone A,,Zone A,Inground Lower Basement 2,Site QA
,,Inground Lower Basement 1 - Zone B,,Zone B,Inground Lower Basement 1,Site QA
,,Inground Lower Ground - Zone C,,Inground Lower Ground,Site QA,
,,Building A (SUB-ACUTE),,Building A (SUB-ACUTE),Site QA,
,,Building B (IPU),,Building B (IPU),Site QA,
,,Building C (Commercial),,Building C (Commercial),Site QA,
,,Building D,,Building D,Site QA,
,,Building VU & Footbridge,,Building VU & Footbridge,Site QA,
,,External Works,,External Works,Site QA,
,Columns,,,,,
,,Ballarat Road Drainage In-Ground,,Ballarat Road Drainage In-Ground,,
,,Drainage In Ground,,Drainage In Ground,,
,,Federal Street Drainage In Ground,,Federal Street Drainage In Ground,,
,,Geelong Road Drainage In Ground,,Geelong Road Drainage In Ground,,
,,Tiernan Street Drainage In Ground,,Tiernan Street Drainage In Ground,,
,,Drainage Above Ground,,ITP 003 - Drainage Above Ground (NFH),,
,,Zone 1 - Drainage Above Ground,,Zone 1 - ITP 003 - Drainage Above Ground (NFH),,
,,Zone 2 - Drainage Above Ground,,Zone 2 - ITP 003 - Drainage Above Ground (NFH),,
,,Zone 3 - Drainage Above Ground,,Zone 3 - ITP 003 - Drainage Above Ground (NFH),,
,,Zone 5 - Drainage Above Ground,,Zone 5 - ITP 003 - Drainage Above Ground,,
,,Zone 10 - Drainage Above Ground,,Zone 10 - ITP 003 - Drainage Above Ground,,
