"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"High Level QA Overview"
,"Scope",,
,"Rows"
,,"CDC Site QA","grouping","cdc site qa"
,,"Lower Basement 2 - Zone A",,"lower basement 2","zone a"
,,"Lower Basement 2 - Zone B",,"lower basement 2","zone b"
,,"Lower Basement 1 - Zone A",,"lower basement 1","zone a"
,,"Lower Basement 1 - Zone B",,"zone b","lower basement 1"
,,"Lower Ground - Zone C",,"lower ground - zone c"
,,"Building A (SUB-ACUT)",,"building a (sub-acut)"
,,"Building B (IPU)",,"building b (ipu)"
,,"Building C (Commercial)",,"building c (commercial)"
,,"Building D (Commercial Carpark)",,"building d (commercial carpark)"
,,"VU/Footbridge",,"vu/footbridge"
,,"External Works",,"external works"
,"Columns"
,,"Drainage In-Ground",,"drainage in-ground"
,,"Reticulated Systems In-Ground",,"reticulated systems in-ground"
,,"Drainage Above Ground",,"drainage above ground"
,,"Reticulated Systems Above Ground",,"reticulated systems above ground"
,,"Fixtures & Fittings",,"fixtures & fittings"

