type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,RSA.WP20.ITP,,,,,,,
section,1 - Preliminary,,,,,,,
checkpoint,"1.1 - Access documentation of relevant ATW, LARs/PTA, Cultural Heritage, Clearance Request",,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,1.2 - Mobilisation of Machinery & Fit for Purpose inspection,,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,1.3 - Gravel Compliance,,,,,,,
label,Checked By: RSA - Review,,,,,,,
section,2 - Entry Turnout,,,,,,,
checkpoint,2.1 - CH and FDM Clearance,,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,2.2 - Set out Entry Turnout dimensions and Delineate Clearance Boundaries,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,2.3 - Clear & Grub,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,2.4 - Box out if required,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,2.5 - Install Invert Table Drain if required,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,2.6 - Gravel cap Entry Pavement,,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,2.7 - Install Bitumen Two Coat Seal - 14/10mm C170,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,2.8 - As Built Completed,,,,,,,
label,Checked By: RSA - Document,,,,,,,
checkpoint,2.9 - RSA QA Inspection,,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
section,3 - Access Track,,,,,,,
checkpoint,3.1 - CH and FDM clearance,,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,"3.2 - Identify extent of work area, clearance boundaries and any required surveying works",,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,3.3 - Confirm Dimensions,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,3.4 - Clear & Grub,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,3.5 - Form track profile,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,3.6 - Construct erosion and sediment controls,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,3.7 - Construct water way barriers crossings,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,3.8 - Gravel cap access track (if applicable),,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,3.9 - As Built Completed,,,,,,,
label,Checked By: RSA - Document,,,,,,,
checkpoint,3.10 - RSA QA Inspection,,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
section,4 - Waterway Barrier Works,,,,,,,
checkpoint,4.1 - CH and FDM clearance,,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,"4.2 - Identify extent of work area, clearance boundaries and any required surveying works",,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,4.3 - Set out access road dimensions as per IFC,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,4.4 - Clear & Grub,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,4.5 - Remove Unsuitable Soil and Box out if required,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,4.6 - Fill with Shot Rock & Scalps,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,4.7 - Gravel Cap & Trimming Pavement of WWBW,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,4.8 - RSA QA Inspection,,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
section,5 - Fencing & Grids,,,,,,,
checkpoint,5.1 - CH & FDM Clearance,,,,,,,
label,Checked By: RSA - Hold Point,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,"5.2 - Identify Work Area, boundaries of Fencing",,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,5.3 - Inspect fencing materials,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
checkpoint,5.4 - Installation of fencing,,,,,,,
label,Checked By: RSA - Monitor,,,,,,,
