"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","EGM_Ver1.1_17.04.23_ Saw Cut Production","",,,72,"Yes","EGM_Ver1.1_17.04.23_ Saw Cut Production","04f6332f-9647-4651-ad79-d004c0780ffb"
"checkpoint-group",,"","section","Saw Cut Production Inspection"
"checkpoint-status",,"","checkpoint","Check and review as per approved Saw Cutting List Plan, and provide picture of the respective plan which clarify shows page number"
"checkpoint-status",,"","checkpoint","Station - Correct Cutting File, as per approved manufacture plan"
"checkpoint-status",,"","checkpoint","Station - Cutting lot completed, checked, and as per approved manufacture plan"
"text","128da0b7-8b54-5edf-a684-48540377529f","","textbox","Operator Name:",,,
"holdpoint",,"","signoff","Hold point: Signed off by Team leader before going to next step"

"checklist-sectioned",,"","checklist","EGM_Ver1.0_22.03.23_Packaging & Shipping","",,,72,"Yes","EGM_Ver1.0_22.03.23_Packaging & Shipping","09212c60-2e75-43a0-9ba1-20523d54c1c2"
"checkpoint-group",,"","section","Internal Fixtures and Fittings Packaging"
"checkpoint-status",,"","checkpoint","Toilet: Cistern fixed by using PET fridge tape"
"checkpoint-status",,"","checkpoint","Shower: Shower head protected by wrapping it with EPE foam sheet membrane"
"checkpoint-status",,"","checkpoint","Cabinets and Doors: All cabinet doors, mirror cabinet doors and drawers fixed using PET fridge tape."
"checkpoint-status",,"","checkpoint","Bathroom: Bathroom door and Shower door will be fixed with PET fridge tape."
"checkpoint-status",,"","checkpoint","Place Desiccant and Hygrometer inside the module."
"text","fa7b4715-8e66-598d-897a-792f68fe22cf","","textbox","Operator Name:",,,
"holdpoint",,"","signoff","Hold point: photo required an signed off by Team leader before going to plumbing"
"checkpoint-group",,"","section","External Protective Cover"
"checkpoint-status",,"","checkpoint","Use protective film to cover a module completely"
"checkpoint-status",,"","checkpoint","Use heat Gun to seal the protective film."
"text","0de7e665-e444-59f1-9588-78a50a9bcd06","","textbox","Operator Name:",,,
"checkpoint-status",,"","checkpoint","Make sure there are no gaps in the film"
"holdpoint",,"","signoff","Hold point: Photo required and signed off by Team leader before moving a Module to a Storage area."
"checkpoint-group",,"","section","Lifting and loading"
"checkpoint-status",,"","checkpoint","18-24T Forkhoist will be used to load a module onto a Specialised Transport Vehicle"
"checkpoint-status",,"","checkpoint","Tie the module to the Transport Vehicle, using strops or with the equipment attached to the Vehicle"
"text","e9b7e74f-41c0-5886-b3fd-9c4b41aaeb5d","","textbox","Operator Name:",,,
"checkpoint-status",,"","checkpoint","Make sure the module is correctly sitting on the Transport vehicles"
"checkpoint-status",,"","checkpoint","Make sure the Module has been secured with the correct ties"
"holdpoint",,"","signoff","Hold point: Photo required and signed off by Team leader before going to next step."
"checkpoint-group",,"","section","Shipment"
