type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Solar Building Investigation Checklist,,,,,,Solar Building Investigation Checklist
section,Solar Building Investigation,,,,,,
checkpoint,Inspection Checklist,,,,,,
checkpoint,Photos of Roof,,,,,,
checkpoint,Photos Underside of Roof ,,,,,,
checkpoint,Cable Pathway,,,,,,
checkpoint,Notes,,,,,,
,,,,,,,
checklist,Solar Carpark Investigation Checklist,,,,,,Solar Carpark Investigation Checklist
section,Solar Carpark Investigation,,,,,,
checkpoint,Ground Type,,,,,,
checkpoint,Photos,,,,,,
checkpoint,Notes,,,,,,
,,,,,,,
checklist,LED Inspection Checklist,,,,,,LED Inspection Checklist
section,LED Inspection,,,,,,
checkpoint,Ceiling Type,,,,,,
checkpoint,Amount of fittings and Type,,,,,,
checkpoint,Switching type/Dimming,,,,,,
checkpoint,Notes,,,,,,
,,,,,,,
checklist,DB Inspection Checklist,,,,,,DB Inspection Checklist
section,DB Inspection,,,,,,
checkpoint,Make/Model,,,,,,
checkpoint,Current rating ,,,,,,
checkpoint,RCD/Circuit breaker count,,,,,,
checkpoint,Notes,,,,,,
,,,,,,,
checklist,Delay Checklist,,,,,,Delay Checklist
section,Delay,,,,,,
checkpoint,Photos recorded,,,,,,
checkpoint,Number of days delayed,,,,,,
,,,,,,,
checklist,Cable Tray/Catenary Checklist,,,,,,Cable Tray/Catenary Checklist
section,Cable Tray/Catenary ,,,,,,
checkpoint,Cable Tray Completed,,,,,,
checkpoint,Photos recorded,,,,,,
,,,,,,,
checklist,Submains Checklist,,,,,,Submains Checklist
section,Submains,,,,,,
checkpoint,Mains roughed in,,,,,,
checkpoint,Mains fit off,,,,,,
checkpoint,DB cleaned,,,,,,
checkpoint,Glands tight,,,,,,
checkpoint,Escutchion secured,,,,,,
checkpoint,CES Created ,,,,,,
checkpoint,DB complete,,,,,,
checkpoint,Photos recorded,,,,,,
,,,,,,,
checklist,DB Checklist,,,,,,DB Checklist
section,DB,,,,,,
checkpoint,DB installed,,,,,,
checkpoint,CB's installed,,,,,,
checkpoint,Mains roughed in,,,,,,
checkpoint,Lighting feeds roughed in,,,,,,
checkpoint,Power feeds roughed in,,,,,,
checkpoint,Lighting control feeds roughed in (CBUS & DALI),,,,,,
checkpoint,Mains fit off,,,,,,
checkpoint,Lighting fit off,,,,,,
checkpoint,Power fit off,,,,,,
checkpoint,Lighting control fit off (CBUS & DALI),,,,,,
checkpoint,Schedule completed (attached to door),,,,,,
checkpoint,DB cleaned,,,,,,
checkpoint,Glands tight,,,,,,
checkpoint,Escutchion secured,,,,,,
checkpoint,DB complete,,,,,,
checkpoint,Photos recorded,,,,,,
,,,,,,,
checklist,Rough In & Fit Off Checklist,,,,,,Rough In & Fit Off Checklist
section,Rough In & Fit Off,,,,,,
checkpoint,Penetrations / Fire Sealing,,,,,,
checkpoint,Lighting Feeds Roughed in,,,,,,
checkpoint,Power Feeds Roughed in,,,,,,
checkpoint,Lighting Loops Roughed in,,,,,,
checkpoint,Power Loops Roughed in,,,,,,
checkpoint,Cables Labelled,,,,,,
checkpoint,Floors Marked ,,,,,,
checkpoint,"Lighting control roughed in (DALI, C-Bus)",,,,,,
checkpoint,Lighting fit off,,,,,,
checkpoint,Power fit off,,,,,,
checkpoint,As Builts Checked,,,,,,
checkpoint,All Cables Accounted For,,,,,,
checkpoint,Elevations Checked (Latest Revision),,,,,,
checkpoint,Fit Off Completed And Ready To Commission ,,,,,,
checkpoint,Room complete,,,,,,
checkpoint,Photos Of All Walls ,,,,,,
,,,,,,,
checklist,Commissioning Checklist,,,,,,Commissioning Checklist
section,Commissioning,,,,,,
checkpoint,Visual Walk Through Area,,,,,,
checkpoint,Energisation Procedure Form Compleded,,,,,,
checkpoint,Dead Test,,,,,,
checkpoint,Site Notified Of Live Testing,,,,,,
checkpoint,Area Blocked Off From Others And Live Testing/Authorised Access Signage,,,,,,
checkpoint,Any Circuits Incomplete Locked Out And Tagged ,,,,,,
checkpoint,Live Test,,,,,,
checkpoint,Live Power Signage Applied To Areas Now Live,,,,,,
checkpoint,Hand Over Area And Complete Ces And Itp,,,,,,
checkpoint,Photos Attached ,,,,,,
,,,,,,,
checklist,Investigation Checklist,,,,,,Investigation Checklist
section,Investigation,,,,,,
checkpoint,Existing Walls Photos,,,,,,
checkpoint,Existing Ceiling Photos,,,,,,
checkpoint,Ceiling Space Photos,,,,,,
checkpoint,Misc Photos,,,,,,
